granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-07-14-pt1-PgH4929-3,CREC-2016-07-14,,,,,,,,,,,,
CREC-2016-07-14-pt1-PgH4929-2,CREC-2016-07-14,,,,,,,,,,,,
CREC-2016-07-14-pt1-PgH4929-4,CREC-2016-07-14,,,,,,,,,,,,
CREC-2016-07-14-pt1-PgH-FrontMatter,CREC-2016-07-14,,,,,,,,,,,,
CREC-2016-07-14-pt1-PgH4929-6,CREC-2016-07-14,,SPEAKING,H,114,G000568,"Griffith, H. Morgan",VA,R,"Griffith, H. Morgan",H. Griffith,Mr. GRIFFITH,H. Morgan Griffith
CREC-2016-07-14-pt1-PgH4929-7,CREC-2016-07-14,,SPEAKING,H,114,W000797,"Wasserman Schultz, Debbie",FL,D,"Wasserman Schultz, Debbie",,Ms. WASSERMAN SCHULTZ,Debbie Wasserman Schultz
CREC-2016-07-14-pt1-PgH4929,CREC-2016-07-14,,,,,,,,,,,,
CREC-2016-07-14-pt1-PgH4929-5,CREC-2016-07-14,,,,,,,,,,,,
CREC-2016-07-14-pt1-PgH4930,CREC-2016-07-14,,SPEAKING,H,114,R000570,"Ryan, Paul D.",WI,R,"Ryan, Paul D.",Paul Ryan,Mr. RYAN of Wisconsin,Paul D. Ryan
CREC-2016-07-14-pt1-PgH4930-2,CREC-2016-07-14,,SPEAKING,H,114,C000537,"Clyburn, James E.",SC,D,"Clyburn, James E.",James Clyburn,Mr. CLYBURN,James E. Clyburn
CREC-2016-07-14-pt1-PgH4930-5,CREC-2016-07-14,,SPEAKING,H,114,T000470,"Tipton, Scott  R.",CO,R,"Tipton, Scott R.",Scott Tipton,Mr. TIPTON,Scott R. Tipton
CREC-2016-07-14-pt1-PgH4930-3,CREC-2016-07-14,,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,"Carter, Earl L. ""Buddy""",Earl Carter,Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter"
CREC-2016-07-14-pt1-PgH4931,CREC-2016-07-14,,SPEAKING,H,114,D000191,"DeFazio, Peter A.",OR,D,"DeFazio, Peter A.",Peter DeFazio,Mr. DeFAZIO,Peter A. DeFazio
CREC-2016-07-14-pt1-PgH4931-2,CREC-2016-07-14,,SPEAKING,H,114,M001180,"McKinley, David B.",WV,R,"McKinley, David B.",David McKinley,Mr. McKINLEY,David B. McKinley
CREC-2016-07-14-pt1-PgH4930-4,CREC-2016-07-14,,SPEAKING,H,114,D000399,"Doggett, Lloyd",TX,D,"Doggett, Lloyd",,Mr. DOGGETT,Lloyd Doggett
CREC-2016-07-14-pt1-PgH4931-3,CREC-2016-07-14,,SPEAKING,H,114,F000456,"Fleming, John",LA,R,"Fleming, John",,Mr. FLEMING,John Fleming
CREC-2016-07-14-pt1-PgH4932,CREC-2016-07-14,,SPEAKING,H,114,C001062,"Conaway, K. Michael",TX,R,"Conaway, K. Michael",K. Conaway,Mr. CONAWAY,K. Michael Conaway
CREC-2016-07-14-pt1-PgH4939,CREC-2016-07-14,,,,,,,,,,,,
CREC-2016-07-14-pt1-PgH4932-2,CREC-2016-07-14,,SPEAKING,H,114,C001062,"Conaway, K. Michael",TX,R,"Conaway, K. Michael",K. Conaway,Mr. CONAWAY,K. Michael Conaway
CREC-2016-07-14-pt1-PgH4932-2,CREC-2016-07-14,,SPEAKING,H,114,P000258,"Peterson, Collin C.",MN,D,"Peterson, Collin C.",Collin Peterson,Mr. PETERSON,Collin C. Peterson
CREC-2016-07-14-pt1-PgH4932-2,CREC-2016-07-14,,SPEAKING,H,114,D000619,"Davis, Rodney",IL,R,"Davis, Rodney",,Mr. RODNEY DAVIS of Illinois,Rodney Davis
CREC-2016-07-14-pt1-PgH4932-2,CREC-2016-07-14,,SPEAKING,H,114,P000597,"Pingree, Chellie",ME,D,"Pingree, Chellie",,Ms. PINGREE,Chellie Pingree
CREC-2016-07-14-pt1-PgH4932-2,CREC-2016-07-14,,SPEAKING,H,114,N000189,"Newhouse, Dan",WA,R,"Newhouse, Dan",,Mr. NEWHOUSE,Dan Newhouse
CREC-2016-07-14-pt1-PgH4932-2,CREC-2016-07-14,,SPEAKING,H,114,D000191,"DeFazio, Peter A.",OR,D,"DeFazio, Peter A.",Peter DeFazio,Mr. DeFAZIO,Peter A. DeFazio
CREC-2016-07-14-pt1-PgH4932-2,CREC-2016-07-14,,SPEAKING,H,114,P000602,"Pompeo, Mike",KS,R,"Pompeo, Mike",,Mr. POMPEO,Mike Pompeo
CREC-2016-07-14-pt1-PgH4932-2,CREC-2016-07-14,,SPEAKING,H,114,S001180,"Schrader, Kurt",OR,D,"Schrader, Kurt",,Mr. SCHRADER,Kurt Schrader
CREC-2016-07-14-pt1-PgH4932-2,CREC-2016-07-14,,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,"McGovern, James P.",James McGovern,Mr. McGOVERN,James P. McGovern
CREC-2016-07-14-pt1-PgH4932-2,CREC-2016-07-14,,SPEAKING,H,114,G000571,"Gabbard, Tulsi",HI,D,"Gabbard, Tulsi",,Ms. GABBARD,Tulsi Gabbard
