granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-05-26-pt1-PgH3269-2,CREC-2016-05-26,,,,,,,,,,,,
CREC-2016-05-26-pt1-PgH3269-6,CREC-2016-05-26,,SPEAKING,H,114,H001059,"Hultgren, Randy",IL,R,"Hultgren, Randy",Mr. HULTGREN,Randy Hultgren,
CREC-2016-05-26-pt1-PgH3269-3,CREC-2016-05-26,,SPEAKING,H,114,H001059,"Hultgren, Randy",IL,R,"Hultgren, Randy",Mr. HULTGREN,Randy Hultgren,
CREC-2016-05-26-pt1-PgH3269,CREC-2016-05-26,,,,,,,,,,,,
CREC-2016-05-26-pt1-PgH3269-7,CREC-2016-05-26,,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,"McGovern, James P.",Mr. McGOVERN,James P. McGovern,James McGovern
CREC-2016-05-26-pt1-PgH-FrontMatter,CREC-2016-05-26,,,,,,,,,,,,
CREC-2016-05-26-pt1-PgH3269-4,CREC-2016-05-26,,,,,,,,,,,,
CREC-2016-05-26-pt1-PgH3269-5,CREC-2016-05-26,,,,,,,,,,,,
CREC-2016-05-26-pt1-PgH3270-2,CREC-2016-05-26,,SPEAKING,H,114,P000608,"Peters, Scott H.",CA,D,"Peters, Scott H.",Mr. PETERS,Scott H. Peters,Scott Peters
CREC-2016-05-26-pt1-PgH3270,CREC-2016-05-26,,SPEAKING,H,114,B001275,"Bucshon, Larry",IN,R,"Bucshon, Larry",Mr. BUCSHON,Larry Bucshon,
CREC-2016-05-26-pt1-PgH3270-3,CREC-2016-05-26,,SPEAKING,H,114,S001187,"Stivers, Steve",OH,R,"Stivers, Steve",Mr. STIVERS,Steve Stivers,
CREC-2016-05-26-pt1-PgH3270-4,CREC-2016-05-26,,SPEAKING,H,114,D000610,"Deutch, Theodore E.",FL,D,"Deutch, Theodore E.",Mr. DEUTCH,Theodore E. Deutch,Theodore Deutch
CREC-2016-05-26-pt1-PgH3270-5,CREC-2016-05-26,,SPEAKING,H,114,G000410,"Green, Gene",TX,D,"Green, Gene",Mr. GENE GREEN of Texas,Gene Green,
CREC-2016-05-26-pt1-PgH3280,CREC-2016-05-26,,SPEAKING,H,114,S001148,"Simpson, Michael K.",ID,R,"Simpson, Michael K.",Mr. SIMPSON,Michael K. Simpson,Michael Simpson
CREC-2016-05-26-pt1-PgH3280,CREC-2016-05-26,,SPEAKING,H,114,L000559,"Langevin, James R.",RI,D,"Langevin, James R.",Mr. LANGEVIN,James R. Langevin,James Langevin
CREC-2016-05-26-pt1-PgH3270-6,CREC-2016-05-26,,SPEAKING,H,114,C001053,"Cole, Tom",OK,R,"Cole, Tom",Mr. COLE,Tom Cole,
CREC-2016-05-26-pt1-PgH3270-6,CREC-2016-05-26,,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,"McGovern, James P.",Mr. McGOVERN,James P. McGovern,James McGovern
CREC-2016-05-26-pt1-PgH3270-6,CREC-2016-05-26,,SPEAKING,H,114,L000480,"Lowey, Nita M.",NY,D,"Lowey, Nita M.",Mrs. LOWEY,Nita M. Lowey,Nita Lowey
CREC-2016-05-26-pt1-PgH3270-6,CREC-2016-05-26,,SPEAKING,H,114,D000604,"Dent, Charles W.",PA,R,"Dent, Charles W.",Mr. DENT,Charles W. Dent,Charles Dent
CREC-2016-05-26-pt1-PgH3270-6,CREC-2016-05-26,,SPEAKING,H,114,W000797,"Wasserman Schultz, Debbie",FL,D,"Wasserman Schultz, Debbie",Ms. WASSERMAN SCHULTZ,Debbie Wasserman Schultz,
CREC-2016-05-26-pt1-PgH3270-6,CREC-2016-05-26,,SPEAKING,H,114,P000197,"Pelosi, Nancy",CA,D,"Pelosi, Nancy",Ms. PELOSI,Nancy Pelosi,
CREC-2016-05-26-pt1-PgH3270-6,CREC-2016-05-26,,SPEAKING,H,114,S000250,"Sessions, Pete",TX,R,"Sessions, Pete",Mr. SESSIONS,Pete Sessions,
CREC-2016-05-26-pt1-PgH3270-6,CREC-2016-05-26,,SPEAKING,H,114,D000216,"DeLauro, Rosa L.",CT,D,"DeLauro, Rosa L.",Ms. DeLAURO,Rosa L. DeLauro,Rosa DeLauro
CREC-2016-05-26-pt1-PgH3270-6,CREC-2016-05-26,,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,"Hoyer, Steny H.",Mr. HOYER,Steny H. Hoyer,Steny Hoyer
CREC-2016-05-26-pt1-PgH3283,CREC-2016-05-26,,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,"McGovern, James P.",Mr. McGOVERN,James P. McGovern,James McGovern
CREC-2016-05-26-pt1-PgH3284,CREC-2016-05-26,,SPEAKING,H,114,R000395,"Rogers, Harold",KY,R,"Rogers, Harold",Mr. ROGERS of Kentucky,Harold Rogers,
CREC-2016-05-26-pt1-PgH3285,CREC-2016-05-26,,,,,,,,,,,,
CREC-2016-05-26-pt1-PgH3285-2,CREC-2016-05-26,,,,,,,,,,,,
CREC-2016-05-26-pt1-PgH3285-3,CREC-2016-05-26,,,,,,,,,,,,
CREC-2016-05-26-pt1-PgH3285-4,CREC-2016-05-26,,SPEAKING,H,114,W000821,"Westerman, Bruce",AR,R,"Westerman, Bruce",Mr. WESTERMAN,Bruce Westerman,
CREC-2016-05-26-pt1-PgH3285-6,CREC-2016-05-26,,SPEAKING,H,114,L000559,"Langevin, James R.",RI,D,"Langevin, James R.",Mr. LANGEVIN,James R. Langevin,James Langevin
CREC-2016-05-26-pt1-PgH3285-7,CREC-2016-05-26,,SPEAKING,H,114,R000598,"Rothfus, Keith J.",PA,R,"Rothfus, Keith J.",Mr. ROTHFUS,Keith J. Rothfus,Keith Rothfus
CREC-2016-05-26-pt1-PgH3285-5,CREC-2016-05-26,,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2016-05-26-pt1-PgH3285-8,CREC-2016-05-26,,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-05-26-pt1-PgH3286,CREC-2016-05-26,,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,"Poe, Ted",Mr. POE of Texas,Ted Poe,
CREC-2016-05-26-pt1-PgH3286-2,CREC-2016-05-26,,SPEAKING,H,114,L000551,"Lee, Barbara",CA,D,"Lee, Barbara",Ms. LEE,Barbara Lee,
CREC-2016-05-26-pt1-PgH3286-3,CREC-2016-05-26,,SPEAKING,H,114,L000551,"Lee, Barbara",CA,D,"Lee, Barbara",Ms. LEE,Barbara Lee,
CREC-2016-05-26-pt1-PgH3286-4,CREC-2016-05-26,,SPEAKING,H,114,A000372,"Allen, Rick W.",GA,R,"Allen, Rick W.",Mr. ALLEN,Rick W. Allen,Rick Allen
CREC-2016-05-26-pt1-PgH3286-5,CREC-2016-05-26,,SPEAKING,H,114,B001271,"Benishek, Dan",MI,R,"Benishek, Dan",Mr. BENISHEK,Dan Benishek,
