granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-10-02-pt1-PgH6791-3,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgH6791-2,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgH6791,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgH6791-5,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgH6791-4,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgH6791-6,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgH6791-7,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgH6791-8,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgH6792,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgH6792-2,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgH6792-4,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgH6792-3,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgH6792-6,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgH6792-7,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgH6792-5,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgH6792-8,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgH6792-10,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgH6792-9,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgH6792-11,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgE1415-2,CREC-2015-10-02,2015-10-02,,7868,281,SPEAKING,H,114,D000216,"DeLauro, Rosa L.",CT,D,"DeLauro, Rosa L.",Rosa Delauro,Ms. DeLAURO,Rosa L. DeLauro
CREC-2015-10-02-pt1-PgE1416,CREC-2015-10-02,2015-10-02,,7884,2003,SPEAKING,H,114,R000593,"Ross, Dennis A.",FL,R,"Ross, Dennis A.",Dennis Ross,Mr. ROSS,Dennis A. Ross
CREC-2015-10-02-pt1-PgE1415-3,CREC-2015-10-02,2015-10-02,,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2015-10-02-pt1-PgE1416-2,CREC-2015-10-02,2015-10-02,,8127,1681,SPEAKING,H,114,S001154,"Shuster, Bill",PA,R,"Shuster, Bill",,Mr. SHUSTER,Bill Shuster
CREC-2015-10-02-pt1-PgE1416-4,CREC-2015-10-02,2015-10-02,,,2230,SPEAKING,H,114,L000582,"Lieu, Ted",CA,D,"Lieu, Ted",,Mr. TED LIEU of California,Ted Lieu
CREC-2015-10-02-pt1-PgE1416-3,CREC-2015-10-02,2015-10-02,,7975,2025,SPEAKING,H,114,K000375,"Keating, William R.",MA,D,"Keating, William R.",Mr. William Keating,Mr. KEATING,William R. Keating
CREC-2015-10-02-pt1-PgE1417,CREC-2015-10-02,2015-10-02,,7868,281,SPEAKING,H,114,D000216,"DeLauro, Rosa L.",CT,D,"DeLauro, Rosa L.",Rosa Delauro,Ms. DeLAURO,Rosa L. DeLauro
CREC-2015-10-02-pt1-PgE1417-2,CREC-2015-10-02,2015-10-02,,7925,1967,SPEAKING,H,114,Q000023,"Quigley, Mike",IL,D,"Quigley, Mike",,Mr. QUIGLEY,Mike Quigley
CREC-2015-10-02-pt1-PgE1417-3,CREC-2015-10-02,2015-10-02,,8217,1811,SPEAKING,H,114,M001160,"Moore, Gwen",WI,D,"Moore, Gwen",,Ms. MOORE,Gwen Moore
CREC-2015-10-02-pt1-PgE1418,CREC-2015-10-02,2015-10-02,,8175,1758,SPEAKING,H,114,N000182,"Neugebauer, Randy",TX,R,"Neugebauer, Randy",,Mr. NEUGEBAUER,Randy Neugebauer
CREC-2015-10-02-pt1-PgE1418-2,CREC-2015-10-02,2015-10-02,,8090,1982,SPEAKING,H,114,R000585,"Reed, Tom",NY,R,"Reed, Tom",,Mr. REED,Tom Reed
CREC-2015-10-02-pt1-PgE1418-3,CREC-2015-10-02,2015-10-02,,7868,281,SPEAKING,H,114,D000216,"DeLauro, Rosa L.",CT,D,"DeLauro, Rosa L.",Rosa Delauro,Ms. DeLAURO,Rosa L. DeLauro
CREC-2015-10-02-pt1-PgE1418-4,CREC-2015-10-02,2015-10-02,,8164,1468,SPEAKING,H,114,B000755,"Brady, Kevin",TX,R,"Brady, Kevin",,Mr. BRADY of Texas,Kevin Brady
CREC-2015-10-02-pt1-PgD1049-2,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgD1049-4,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgD1049-5,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgD1049-3,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgD1049,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
CREC-2015-10-02-pt1-PgD1049-6,CREC-2015-10-02,2015-10-02,,,,,,,,,,,,,,
