granuleId,packageId,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-02-05-pt1-PgH815-5,CREC-2015-02-05,,,,,,,,,,,,,,
CREC-2015-02-05-pt1-PgH815-2,CREC-2015-02-05,,,,,,,,,,,,,,
CREC-2015-02-05-pt1-PgH-FrontMatter,CREC-2015-02-05,,,,,,,,,,,,,,
CREC-2015-02-05-pt1-PgH815-6,CREC-2015-02-05,,8222,2074,SPEAKING,H,114,M001180,"McKinley, David B.",WV,R,"McKinley, David B.",Mr. David Mckinley,Mr. McKINLEY,David B. McKinley
CREC-2015-02-05-pt1-PgH815-3,CREC-2015-02-05,,,,,,,,,,,,,,
CREC-2015-02-05-pt1-PgH815-4,CREC-2015-02-05,,,,,,,,,,,,,,
CREC-2015-02-05-pt1-PgH815,CREC-2015-02-05,,,,,,,,,,,,,,
CREC-2015-02-05-pt1-PgH815-7,CREC-2015-02-05,,,2134,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Mr. Daniel Kildee,Mr. KILDEE,Daniel T. Kildee
CREC-2015-02-05-pt1-PgH815-8,CREC-2015-02-05,,7905,2009,SPEAKING,H,114,S001189,"Scott, Austin",GA,R,"Scott, Austin",,Mr. AUSTIN SCOTT of Georgia,Austin Scott
CREC-2015-02-05-pt1-PgH834,CREC-2015-02-05,,,,,,,,,,,,,,
CREC-2015-02-05-pt1-PgH816,CREC-2015-02-05,,,2227,SPEAKING,H,114,D000623,"DeSaulnier, Mark",CA,D,"DeSaulnier, Mark",,Mr. DeSAULNIER,Mark DeSaulnier
CREC-2015-02-05-pt1-PgH837,CREC-2015-02-05,,7827,1833,SPEAKING,H,114,M001165,"McCarthy, Kevin",CA,R,"McCarthy, Kevin",,Mr. McCARTHY,Kevin McCarthy
CREC-2015-02-05-pt1-PgH816-2,CREC-2015-02-05,,8050,1510,SPEAKING,H,114,P000096,"Pascrell, Bill, Jr.",NJ,D,"Pascrell, Bill, Jr.",William Pascrell,Mr. PASCRELL,"Bill Pascrell, Jr."
CREC-2015-02-05-pt1-PgH834-2,CREC-2015-02-05,,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2015-02-05-pt1-PgH834-3,CREC-2015-02-05,,7980,566,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,"Hoyer, Steny H.",Steny Hoyer,Mr. HOYER,Steny H. Hoyer
CREC-2015-02-05-pt1-PgH834-3,CREC-2015-02-05,,7827,1833,SPEAKING,H,114,M001165,"McCarthy, Kevin",CA,R,"McCarthy, Kevin",,Mr. McCARTHY,Kevin McCarthy
CREC-2015-02-05-pt1-PgH816-3,CREC-2015-02-05,,8128,2053,SPEAKING,H,114,M001179,"Marino, Tom",PA,R,"Marino, Tom",,Mr. MARINO,Tom Marino
CREC-2015-02-05-pt1-PgH816-3,CREC-2015-02-05,,7999,229,SPEAKING,H,114,C000714,"Conyers, John, Jr.",MI,D,"Conyers, John, Jr.",John Conyers Jr.,Mr. CONYERS,"John Conyers, Jr."
CREC-2015-02-05-pt1-PgH816-3,CREC-2015-02-05,,7901,1843,SPEAKING,H,114,J000288,"Johnson, Henry C. ""Hank,"" Jr.",GA,D,"Johnson, Henry C. ""Hank,"" Jr.","Mr. Henry C. ""Hank"" Johnson",Mr. JOHNSON of Georgia,"Henry C. ""Hank"" Johnson, Jr."
CREC-2015-02-05-pt1-PgH816-3,CREC-2015-02-05,,7949,2020,SPEAKING,H,114,H001057,"Huelskamp, Tim",KS,R,"Huelskamp, Tim",,Mr. HUELSKAMP,Tim Huelskamp
CREC-2015-02-05-pt1-PgH816-3,CREC-2015-02-05,,8091,186,SPEAKING,H,114,C000266,"Chabot, Steve",OH,R,"Chabot, Steve",,Mr. CHABOT,Steve Chabot
