granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-04-04-pt1-PgS-FrontMatter,CREC-2016-04-04,2016-04-04,,,,,,,,,,,,,,
CREC-2016-04-04-pt1-PgS1621-2,CREC-2016-04-04,2016-04-04,,,,,,,,,,,,,,
CREC-2016-04-04-pt1-PgS1621-3,CREC-2016-04-04,2016-04-04,,,,,,,,,,,,,,
CREC-2016-04-04-pt1-PgS1621-4,CREC-2016-04-04,2016-04-04,,,,,,,,,,,,,,
CREC-2016-04-04-pt1-PgS1621-5,CREC-2016-04-04,2016-04-04,,,,,,,,,,,,,,
CREC-2016-04-04-pt1-PgS1621-6,CREC-2016-04-04,2016-04-04,,,,,,,,,,,,,,
CREC-2016-04-04-pt1-PgS1621-8,CREC-2016-04-04,2016-04-04,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2016-04-04-pt1-PgS1621-9,CREC-2016-04-04,2016-04-04,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2016-04-04-pt1-PgS1621-7,CREC-2016-04-04,2016-04-04,,,,,,,,,,,,,,
CREC-2016-04-04-pt1-PgS1622,CREC-2016-04-04,2016-04-04,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2016-04-04-pt1-PgS1622-2,CREC-2016-04-04,2016-04-04,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2016-04-04-pt1-PgS1622-2,CREC-2016-04-04,2016-04-04,,8271,952,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2016-04-04-pt1-PgS1623,CREC-2016-04-04,2016-04-04,,,,,,,,,,,,,,
CREC-2016-04-04-pt1-PgS1624,CREC-2016-04-04,2016-04-04,,,2138,SPEAKING,S,114,D000618,"Daines, Steve",MT,R,"Daines, Steve",Mr. DAINES,Steve Daines,
CREC-2016-04-04-pt1-PgS1624-2,CREC-2016-04-04,2016-04-04,,,2138,SPEAKING,S,114,D000618,"Daines, Steve",MT,R,"Daines, Steve",Mr. DAINES,Steve Daines,
CREC-2016-04-04-pt1-PgS1624-2,CREC-2016-04-04,2016-04-04,,8316,457,SPEAKING,S,114,G000386,"Grassley, Chuck",IA,R,"Grassley, Chuck",Mr. GRASSLEY,Chuck Grassley,Mr. Charles Grassley
CREC-2016-04-04-pt1-PgS1623-3,CREC-2016-04-04,2016-04-04,,,2138,SPEAKING,S,114,D000618,"Daines, Steve",MT,R,"Daines, Steve",Mr. DAINES,Steve Daines,
CREC-2016-04-04-pt1-PgS1624-3,CREC-2016-04-04,2016-04-04,,8316,457,SPEAKING,S,114,G000386,"Grassley, Chuck",IA,R,"Grassley, Chuck",Mr. GRASSLEY,Chuck Grassley,Mr. Charles Grassley
