granuleId,packageId,date,committees,authorityId,chamber,committeeName,type
CREC-2016-04-04-pt1-PgS-FrontMatter,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1621-2,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1621-3,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1621-4,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1621-5,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1621-6,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1621-8,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1621-9,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1621-7,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1622,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1622-2,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1623,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1624,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1624-2,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1623-3,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1624-3,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1623-2,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1626,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1631,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1626-2,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1631-2,CREC-2016-04-04,2016-04-04,,ssju00,S,Committee on the Judiciary,S
CREC-2016-04-04-pt1-PgS1631-2,CREC-2016-04-04,2016-04-04,,hsju00,H,Committee on the Judiciary,S
CREC-2016-04-04-pt1-PgS1636,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1637,CREC-2016-04-04,2016-04-04,,ssfr00,S,Committee on Foreign Relations,S
CREC-2016-04-04-pt1-PgS1636-2,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1638,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1638-2,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1638-3,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1638-4,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1639,CREC-2016-04-04,2016-04-04,,,,,
CREC-2016-04-04-pt1-PgS1638-5,CREC-2016-04-04,2016-04-04,,sseg00,S,Committee on Energy and Natural Resources,S
CREC-2016-04-04-pt1-PgS1638-5,CREC-2016-04-04,2016-04-04,,ssju00,S,Committee on the Judiciary,S
CREC-2016-04-04-pt1-PgS1638-5,CREC-2016-04-04,2016-04-04,,ssfr00,S,Committee on Foreign Relations,S
