granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-06-06-pt1-PgS3391-7,CREC-2016-06-06,,,,,,,,,,,,
CREC-2016-06-06-pt1-PgS3391-6,CREC-2016-06-06,,,,,,,,,,,,
CREC-2016-06-06-pt1-PgS3391-4,CREC-2016-06-06,,,,,,,,,,,,
CREC-2016-06-06-pt1-PgS3391-5,CREC-2016-06-06,,,,,,,,,,,,
CREC-2016-06-06-pt1-PgS3391-2,CREC-2016-06-06,,,,,,,,,,,,
CREC-2016-06-06-pt1-PgS-FrontMatter-3,CREC-2016-06-06,,,,,,,,,,,,
CREC-2016-06-06-pt1-PgS3391-8,CREC-2016-06-06,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2016-06-06-pt1-PgS3391-3,CREC-2016-06-06,,,,,,,,,,,,
CREC-2016-06-06-pt1-PgS3392,CREC-2016-06-06,,,,,,,,,,,,
CREC-2016-06-06-pt1-PgS3392-3,CREC-2016-06-06,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",,Mr. CORNYN,John Cornyn
CREC-2016-06-06-pt1-PgS3392-2,CREC-2016-06-06,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2016-06-06-pt1-PgS3392-2,CREC-2016-06-06,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",,Mr. CORNYN,John Cornyn
CREC-2016-06-06-pt1-PgS3392-4,CREC-2016-06-06,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",,Mr. CORNYN,John Cornyn
CREC-2016-06-06-pt1-PgS3397,CREC-2016-06-06,,,,,,,,,,,,
CREC-2016-06-06-pt1-PgS3394,CREC-2016-06-06,,SPEAKING,S,114,M000303,"McCain, John",AZ,R,"McCain, John",John Sidney McCain,Mr. McCAIN,John McCain
CREC-2016-06-06-pt1-PgS3393,CREC-2016-06-06,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",,Mr. CORNYN,John Cornyn
CREC-2016-06-06-pt1-PgS3393,CREC-2016-06-06,,SPEAKING,S,114,M000303,"McCain, John",AZ,R,"McCain, John",John Sidney McCain,Mr. McCAIN,John McCain
CREC-2016-06-06-pt1-PgS3397-2,CREC-2016-06-06,,SPEAKING,S,114,M000303,"McCain, John",AZ,R,"McCain, John",John Sidney McCain,Mr. McCAIN,John McCain
CREC-2016-06-06-pt1-PgS3397-2,CREC-2016-06-06,,SPEAKING,S,114,R000122,"Reed, Jack",RI,D,"Reed, Jack",John Reed,Mr. REED,Jack Reed
CREC-2016-06-06-pt1-PgS3397-2,CREC-2016-06-06,,SPEAKING,S,114,R000122,"Reed, Jack",RI,D,"Reed, Jack",John F. Reed,Mr. REED,Jack Reed
CREC-2016-06-06-pt1-PgS3397-2,CREC-2016-06-06,,SPEAKING,S,114,C001088,"Coons, Christopher A.",DE,D,"Coons, Christopher A.",Christopher Coons,Mr. COONS,Christopher A. Coons
CREC-2016-06-06-pt1-PgS3397-2,CREC-2016-06-06,,SPEAKING,S,114,T000476,"Tillis, Thomas",NC,R,"Tillis, Thomas",Thomas Tillis,Mr. TILLIS,Thom Tillis
CREC-2016-06-06-pt1-PgS3397-2,CREC-2016-06-06,,SPEAKING,S,114,T000476,"Tillis, Thomas",NC,R,"Tillis, Thomas",Thomas Roland Tillis,Mr. TILLIS,Thom Tillis
CREC-2016-06-06-pt1-PgS3397-2,CREC-2016-06-06,,SPEAKING,S,114,P000449,"Portman, Rob",OH,R,"Portman, Rob",,Mr. PORTMAN,Rob Portman
CREC-2016-06-06-pt1-PgS3397-2,CREC-2016-06-06,,SPEAKING,S,114,M000934,"Moran, Jerry",KS,R,"Moran, Jerry",,Mr. MORAN,Jerry Moran
CREC-2016-06-06-pt1-PgS3397-2,CREC-2016-06-06,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",,Mr. CORNYN,John Cornyn
CREC-2016-06-06-pt1-PgS3397-2,CREC-2016-06-06,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Richard Durbin,Mr. DURBIN,Richard J. Durbin
CREC-2016-06-06-pt1-PgS3397-2,CREC-2016-06-06,,SPEAKING,S,114,B001288,"Booker, Cory A.",NJ,D,"Booker, Cory A.",Cory Booker,Mr. BOOKER,Cory A. Booker
CREC-2016-06-06-pt1-PgS3397-2,CREC-2016-06-06,,SPEAKING,S,114,T000461,"Toomey, Patrick",PA,R,"Toomey, Patrick",Patrick Toomey,Mr. TOOMEY,Patrick J. Toomey
CREC-2016-06-06-pt1-PgS3397-2,CREC-2016-06-06,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2016-06-06-pt1-PgS3408,CREC-2016-06-06,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2016-06-06-pt1-PgS3408-3,CREC-2016-06-06,,SPEAKING,S,114,C001071,"Corker, Bob",TN,R,"Corker, Bob",,Mr. CORKER,Bob Corker
