granuleId,packageId,references,collectionCode,collectionName,contents__number,contents__congress,contents__type
CREC-2016-06-06-pt1-PgS3391-7,CREC-2016-06-06,,,,,,
CREC-2016-06-06-pt1-PgS3391-6,CREC-2016-06-06,,,,,,
CREC-2016-06-06-pt1-PgS3391-4,CREC-2016-06-06,,,,,,
CREC-2016-06-06-pt1-PgS3391-5,CREC-2016-06-06,,,,,,
CREC-2016-06-06-pt1-PgS3391-2,CREC-2016-06-06,,,,,,
CREC-2016-06-06-pt1-PgS-FrontMatter-3,CREC-2016-06-06,,,,,,
CREC-2016-06-06-pt1-PgS3391-8,CREC-2016-06-06,,,,,,
CREC-2016-06-06-pt1-PgS3391-3,CREC-2016-06-06,,,,,,
CREC-2016-06-06-pt1-PgS3392,CREC-2016-06-06,,,,,,
CREC-2016-06-06-pt1-PgS3392-3,CREC-2016-06-06,,BILLS,Congressional Bills,3011,114,S
CREC-2016-06-06-pt1-PgS3392-3,CREC-2016-06-06,,BILLS,Congressional Bills,3011,114,S
CREC-2016-06-06-pt1-PgS3392-2,CREC-2016-06-06,,,,,,
CREC-2016-06-06-pt1-PgS3392-4,CREC-2016-06-06,,,,,,
CREC-2016-06-06-pt1-PgS3397,CREC-2016-06-06,,,,,,
CREC-2016-06-06-pt1-PgS3394,CREC-2016-06-06,,,,,,
CREC-2016-06-06-pt1-PgS3393,CREC-2016-06-06,,,,,,
CREC-2016-06-06-pt1-PgS3397-2,CREC-2016-06-06,,BILLS,Congressional Bills,2943,114,S
CREC-2016-06-06-pt1-PgS3397-2,CREC-2016-06-06,,BILLS,Congressional Bills,2943,114,S
CREC-2016-06-06-pt1-PgS3408,CREC-2016-06-06,,,,,,
CREC-2016-06-06-pt1-PgS3408-3,CREC-2016-06-06,,,,,,
CREC-2016-06-06-pt1-PgS3408-2,CREC-2016-06-06,,,,,,
CREC-2016-06-06-pt1-PgS3409-3,CREC-2016-06-06,,,,,,
CREC-2016-06-06-pt1-PgS3409,CREC-2016-06-06,,,,,,
CREC-2016-06-06-pt1-PgS3409-2,CREC-2016-06-06,,,,,,
CREC-2016-06-06-pt1-PgS3410,CREC-2016-06-06,,,,,,
CREC-2016-06-06-pt1-PgS3410-2,CREC-2016-06-06,,,,,,
CREC-2016-06-06-pt1-PgS3410-3,CREC-2016-06-06,,,,,,
CREC-2016-06-06-pt1-PgS3411,CREC-2016-06-06,,BILLS,Congressional Bills,3011,114,S
CREC-2016-06-06-pt1-PgS3410-4,CREC-2016-06-06,,BILLS,Congressional Bills,88,114,HJRES
CREC-2016-06-06-pt1-PgS3410-4,CREC-2016-06-06,,BILLS,Congressional Bills,136,114,HR
CREC-2016-06-06-pt1-PgS3410-4,CREC-2016-06-06,,BILLS,Congressional Bills,184,114,S
CREC-2016-06-06-pt1-PgS3410-4,CREC-2016-06-06,,BILLS,Congressional Bills,433,114,HR
CREC-2016-06-06-pt1-PgS3410-4,CREC-2016-06-06,,BILLS,Congressional Bills,1132,114,HR
CREC-2016-06-06-pt1-PgS3410-4,CREC-2016-06-06,,BILLS,Congressional Bills,2458,114,HR
CREC-2016-06-06-pt1-PgS3410-4,CREC-2016-06-06,,BILLS,Congressional Bills,2928,114,HR
CREC-2016-06-06-pt1-PgS3410-4,CREC-2016-06-06,,BILLS,Congressional Bills,3082,114,HR
CREC-2016-06-06-pt1-PgS3410-4,CREC-2016-06-06,,BILLS,Congressional Bills,3274,114,HR
CREC-2016-06-06-pt1-PgS3410-4,CREC-2016-06-06,,BILLS,Congressional Bills,3601,114,HR
CREC-2016-06-06-pt1-PgS3410-4,CREC-2016-06-06,,BILLS,Congressional Bills,3735,114,HR
CREC-2016-06-06-pt1-PgS3410-4,CREC-2016-06-06,,BILLS,Congressional Bills,3866,114,HR
CREC-2016-06-06-pt1-PgS3410-4,CREC-2016-06-06,,BILLS,Congressional Bills,4046,114,HR
CREC-2016-06-06-pt1-PgS3410-4,CREC-2016-06-06,,BILLS,Congressional Bills,4605,114,HR
CREC-2016-06-06-pt1-PgS3411-2,CREC-2016-06-06,,BILLS,Congressional Bills,184,114,S
CREC-2016-06-06-pt1-PgS3411-4,CREC-2016-06-06,,BILLS,Congressional Bills,3017,114,S
CREC-2016-06-06-pt1-PgS3411-4,CREC-2016-06-06,,BILLS,Congressional Bills,3018,114,S
CREC-2016-06-06-pt1-PgS3411-4,CREC-2016-06-06,,BILLS,Congressional Bills,3019,114,S
CREC-2016-06-06-pt1-PgS3411-4,CREC-2016-06-06,,BILLS,Congressional Bills,3020,114,S
CREC-2016-06-06-pt1-PgS3411-4,CREC-2016-06-06,,BILLS,Congressional Bills,3021,114,S
CREC-2016-06-06-pt1-PgS3411-4,CREC-2016-06-06,,BILLS,Congressional Bills,3022,114,S
CREC-2016-06-06-pt1-PgS3411-4,CREC-2016-06-06,,BILLS,Congressional Bills,3023,114,S
CREC-2016-06-06-pt1-PgS3411-4,CREC-2016-06-06,,BILLS,Congressional Bills,3024,114,S
CREC-2016-06-06-pt1-PgS3411-3,CREC-2016-06-06,,BILLS,Congressional Bills,3017,114,S
CREC-2016-06-06-pt1-PgS3411-5,CREC-2016-06-06,,BILLS,Congressional Bills,482,114,SRES
CREC-2016-06-06-pt1-PgS3411-5,CREC-2016-06-06,,BILLS,Congressional Bills,483,114,SRES
CREC-2016-06-06-pt1-PgS3411-5,CREC-2016-06-06,,BILLS,Congressional Bills,484,114,SRES
