granuleId,packageId,date,references,collectionCode,collectionName,contents__number,contents__congress,contents__type
CREC-2016-07-26-pt1-PgS5203-2,CREC-2016-07-26,2016-07-26,,,,,,
CREC-2016-07-26-pt1-PgS5203-3,CREC-2016-07-26,2016-07-26,,,,,,
CREC-2016-07-26-pt1-PgS5203-4,CREC-2016-07-26,2016-07-26,,,,,,
CREC-2016-07-26-pt1-PgD845,CREC-2016-07-26,2016-07-26,,,,,,
CREC-2016-07-26-pt1-PgS5203-5,CREC-2016-07-26,2016-07-26,,,,,,
CREC-2016-07-26-pt1-PgD845-3,CREC-2016-07-26,2016-07-26,,BILLS,Congressional Bills,50,114,SCONRES
CREC-2016-07-26-pt1-PgD845-2,CREC-2016-07-26,2016-07-26,,,,,,
CREC-2016-07-26-pt1-PgD845-5,CREC-2016-07-26,2016-07-26,,,,,,
CREC-2016-07-26-pt1-PgD845-4,CREC-2016-07-26,2016-07-26,,,,,,
CREC-2016-07-26-pt1-PgD845-6,CREC-2016-07-26,2016-07-26,,BILLS,Congressional Bills,50,114,SCONRES
CREC-2016-07-26-pt1-PgS-FrontMatter,CREC-2016-07-26,2016-07-26,,,,,,
