granuleId,packageId,date,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-03-11-pt1-PgS1397,CREC-2015-03-11,2015-03-11,,,,,,,,,,,,
CREC-2015-03-11-pt1-PgS1397-3,CREC-2015-03-11,2015-03-11,,,,,,,,,,,,
CREC-2015-03-11-pt1-PgS1397-2,CREC-2015-03-11,2015-03-11,,,,,,,,,,,,
CREC-2015-03-11-pt1-PgS1397-4,CREC-2015-03-11,2015-03-11,,,,,,,,,,,,
CREC-2015-03-11-pt1-PgS1398,CREC-2015-03-11,2015-03-11,,,,,,,,,,,,
CREC-2015-03-11-pt1-PgS1397-5,CREC-2015-03-11,2015-03-11,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-03-11-pt1-PgS1398-2,CREC-2015-03-11,2015-03-11,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2015-03-11-pt1-PgS1398-4,CREC-2015-03-11,2015-03-11,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2015-03-11-pt1-PgS1398-3,CREC-2015-03-11,2015-03-11,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2015-03-11-pt1-PgS1399,CREC-2015-03-11,2015-03-11,,,,,,,,,,,,
CREC-2015-03-11-pt1-PgS1399-3,CREC-2015-03-11,2015-03-11,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Mr. DURBIN,Richard J. Durbin,Richard Durbin
CREC-2015-03-11-pt1-PgS1399-2,CREC-2015-03-11,2015-03-11,,,,,,,,,,,,
CREC-2015-03-11-pt1-PgS1401,CREC-2015-03-11,2015-03-11,,SPEAKING,S,114,M001111,"Murray, Patty",WA,D,"Murray, Patty",Mrs. MURRAY,Patty Murray,
CREC-2015-03-11-pt1-PgS1400,CREC-2015-03-11,2015-03-11,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Mr. DURBIN,Richard J. Durbin,Richard Durbin
CREC-2015-03-11-pt1-PgS1400,CREC-2015-03-11,2015-03-11,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2015-03-11-pt1-PgS1401-2,CREC-2015-03-11,2015-03-11,,SPEAKING,S,114,C000542,"Coats, Daniel",IN,R,"Coats, Daniel",Mr. COATS,Daniel Coats,Daniel Ray Coats
CREC-2015-03-11-pt1-PgS1401-2,CREC-2015-03-11,2015-03-11,,SPEAKING,S,114,M000303,"McCain, John",AZ,R,"McCain, John",Mr. McCAIN,John McCain,John Sidney McCain
CREC-2015-03-11-pt1-PgS1402,CREC-2015-03-11,2015-03-11,,SPEAKING,S,114,M000303,"McCain, John",AZ,R,"McCain, John",Mr. McCAIN,John McCain,John Sidney McCain
CREC-2015-03-11-pt1-PgS1402,CREC-2015-03-11,2015-03-11,,SPEAKING,S,114,B000944,"Brown, Sherrod",OH,D,"Brown, Sherrod",Mr. BROWN,Sherrod Brown,
CREC-2015-03-11-pt1-PgS1403,CREC-2015-03-11,2015-03-11,,,,,,,,,,,,
CREC-2015-03-11-pt1-PgS1423,CREC-2015-03-11,2015-03-11,,,,,,,,,,,,
CREC-2015-03-11-pt1-PgS1423-2,CREC-2015-03-11,2015-03-11,,SPEAKING,S,114,W000802,"Whitehouse, Sheldon",RI,D,"Whitehouse, Sheldon",Mr. WHITEHOUSE,Sheldon Whitehouse,
