granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-01-13-pt1-PgH228-3,CREC-2015-01-13,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,,"McGovern, James P.",James McGovern,Mr. McGOVERN,James P. McGovern
CREC-2015-01-13-pt1-PgH-FrontMatter-2,CREC-2015-01-13,,,,,,,,,,,,
CREC-2015-01-13-pt1-PgH228-2,CREC-2015-01-13,SPEAKING,H,114,C001106,"Costello, Ryan A.",PA,R,,"Costello, Ryan A.",Ryan Costello,Mr. COSTELLO of Pennsylvania,Ryan A. Costello
CREC-2015-01-13-pt1-PgH228,CREC-2015-01-13,SPEAKING,H,114,M000404,"McDermott, Jim",WA,D,,"McDermott, Jim",,Mr. McDERMOTT,Jim McDermott
CREC-2015-01-13-pt1-PgH227,CREC-2015-01-13,,,,,,,,,,,,
CREC-2015-01-13-pt1-PgH227-2,CREC-2015-01-13,,,,,,,,,,,,
CREC-2015-01-13-pt1-PgH227-3,CREC-2015-01-13,,,,,,,,,,,,
CREC-2015-01-13-pt1-PgH227-4,CREC-2015-01-13,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,,"Ros-Lehtinen, Ileana",,Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen
CREC-2015-01-13-pt1-PgH229,CREC-2015-01-13,SPEAKING,H,114,G000553,"Green, Al",TX,D,,"Green, Al",,Mr. AL GREEN of Texas,Al Green
CREC-2015-01-13-pt1-PgH229-2,CREC-2015-01-13,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,,"Blumenauer, Earl",,Mr. BLUMENAUER,Earl Blumenauer
CREC-2015-01-13-pt1-PgH230,CREC-2015-01-13,SPEAKING,H,114,P000596,"Pierluisi, Pedro R.",PR,D,,"Pierluisi, Pedro R.",Pedro Pierluisi,Mr. PIERLUISI,Pedro R. Pierluisi
CREC-2015-01-13-pt1-PgH231,CREC-2015-01-13,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2015-01-13-pt1-PgH230-2,CREC-2015-01-13,SPEAKING,H,114,E000288,"Ellison, Keith",MN,D,,"Ellison, Keith",,Mr. ELLISON,Keith Ellison
CREC-2015-01-13-pt1-PgH232,CREC-2015-01-13,,,,,,,,,,,,
CREC-2015-01-13-pt1-PgH232-2,CREC-2015-01-13,,,,,,,,,,,,
CREC-2015-01-13-pt1-PgH232-3,CREC-2015-01-13,,,,,,,,,,,,
CREC-2015-01-13-pt1-PgH232-4,CREC-2015-01-13,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,,"LaMalfa, Doug",,Mr. LaMALFA,Doug LaMalfa
CREC-2015-01-13-pt1-PgH232-5,CREC-2015-01-13,,,,,,,,,,,,
