granuleId,packageId,date,members,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,gpoId,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-03-02-pt1-PgH-FrontMatter-3,CREC-2015-03-02,2015-03-02,,,,,,,,,,,,,,
CREC-2015-03-02-pt1-PgH1503,CREC-2015-03-02,2015-03-02,,,,,,,,,,,,,,
CREC-2015-03-02-pt1-PgH1503-2,CREC-2015-03-02,2015-03-02,,,,,,,,,,,,,,
CREC-2015-03-02-pt1-PgH1503-3,CREC-2015-03-02,2015-03-02,,,,,,,,,,,,,,
CREC-2015-03-02-pt1-PgH1503-4,CREC-2015-03-02,2015-03-02,,2240,SPEAKING,H,114,T000473,"Takai, Mark",HI,D,,"Takai, Mark",Mr. TAKAI,Mark Takai,
CREC-2015-03-02-pt1-PgH1503-5,CREC-2015-03-02,2015-03-02,,2263,SPEAKING,H,114,S001196,"Stefanik, Elise M.",NY,R,,"Stefanik, Elise M.",Ms. STEFANIK,Elise M. Stefanik,Ms. Elise Stefanik
CREC-2015-03-02-pt1-PgH1504,CREC-2015-03-02,2015-03-02,,2238,SPEAKING,H,114,L000583,"Loudermilk, Barry",GA,R,,"Loudermilk, Barry",Mr. LOUDERMILK,Barry Loudermilk,
CREC-2015-03-02-pt1-PgH1504-2,CREC-2015-03-02,2015-03-02,,2197,SPEAKING,H,114,B001289,"Byrne, Bradley",AL,R,,"Byrne, Bradley",Mr. BYRNE,Bradley Byrne,
CREC-2015-03-02-pt1-PgH1505-2,CREC-2015-03-02,2015-03-02,,,,,,,,,,,,,,
CREC-2015-03-02-pt1-PgH1505,CREC-2015-03-02,2015-03-02,,1805,SPEAKING,H,114,C001062,"Conaway, K. Michael",TX,R,8167,"Conaway, K. Michael",Mr. CONAWAY,K. Michael Conaway,
CREC-2015-03-02-pt1-PgH1505-3,CREC-2015-03-02,2015-03-02,,,,,,,,,,,,,,
CREC-2015-03-02-pt1-PgH1505-4,CREC-2015-03-02,2015-03-02,,,,,,,,,,,,,,
CREC-2015-03-02-pt1-PgH1505-5,CREC-2015-03-02,2015-03-02,,,,,,,,,,,,,,
CREC-2015-03-02-pt1-PgH1505-6,CREC-2015-03-02,2015-03-02,,,,,,,,,,,,,,
CREC-2015-03-02-pt1-PgH1506-2,CREC-2015-03-02,2015-03-02,,2275,SPEAKING,H,114,N000189,"Newhouse, Dan",WA,R,,"Newhouse, Dan",Mr. NEWHOUSE,Dan Newhouse,
CREC-2015-03-02-pt1-PgH1505-7,CREC-2015-03-02,2015-03-02,,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,8028,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2015-03-02-pt1-PgH1506,CREC-2015-03-02,2015-03-02,,2134,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,,"Kildee, Daniel T.",Mr. KILDEE,Daniel T. Kildee,Mr. Daniel Kildee
CREC-2015-03-02-pt1-PgH1506-5,CREC-2015-03-02,2015-03-02,,,,,,,,,,,,,,
CREC-2015-03-02-pt1-PgH1506-3,CREC-2015-03-02,2015-03-02,,2112,SPEAKING,H,114,V000130,"Vargas, Juan",CA,D,,"Vargas, Juan",Mr. VARGAS,Juan Vargas,
CREC-2015-03-02-pt1-PgH1506-4,CREC-2015-03-02,2015-03-02,,2126,SPEAKING,H,114,D000619,"Davis, Rodney",IL,R,,"Davis, Rodney",Mr. RODNEY DAVIS of Illinois,Rodney Davis,
CREC-2015-03-02-pt1-PgH1506-6,CREC-2015-03-02,2015-03-02,,,,,,,,,,,,,,
CREC-2015-03-02-pt1-PgH1506-7,CREC-2015-03-02,2015-03-02,,,,,,,,,,,,,,
CREC-2015-03-02-pt1-PgH1506-8,CREC-2015-03-02,2015-03-02,,,,,,,,,,,,,,
CREC-2015-03-02-pt1-PgH1509,CREC-2015-03-02,2015-03-02,,1685,SPEAKING,H,114,M001144,"Miller, Jeff",FL,R,7873,"Miller, Jeff",Mr. MILLER of Florida,Jeff Miller,
CREC-2015-03-02-pt1-PgH1509,CREC-2015-03-02,2015-03-02,,132,SPEAKING,H,114,B000911,"Brown, Corrine",FL,D,7875,"Brown, Corrine",Ms. BROWN of Florida,Corrine Brown,
CREC-2015-03-02-pt1-PgH1509,CREC-2015-03-02,2015-03-02,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-03-02-pt1-PgH1510,CREC-2015-03-02,2015-03-02,,,,,,,,,,,,,,
CREC-2015-03-02-pt1-PgH1507,CREC-2015-03-02,2015-03-02,,1685,SPEAKING,H,114,M001144,"Miller, Jeff",FL,R,7873,"Miller, Jeff",Mr. MILLER of Florida,Jeff Miller,
CREC-2015-03-02-pt1-PgH1507,CREC-2015-03-02,2015-03-02,,132,SPEAKING,H,114,B000911,"Brown, Corrine",FL,D,7875,"Brown, Corrine",Ms. BROWN of Florida,Corrine Brown,
CREC-2015-03-02-pt1-PgH1507,CREC-2015-03-02,2015-03-02,,2027,SPEAKING,H,114,B001271,"Benishek, Dan",MI,R,7986,"Benishek, Dan",Mr. BENISHEK,Dan Benishek,
CREC-2015-03-02-pt1-PgH1507,CREC-2015-03-02,2015-03-02,,1912,SPEAKING,H,114,C001077,"Coffman, Mike",CO,R,7864,"Coffman, Mike",Mr. COFFMAN,Mike Coffman,
CREC-2015-03-02-pt1-PgH1507,CREC-2015-03-02,2015-03-02,,2266,SPEAKING,H,114,C001106,"Costello, Ryan A.",PA,R,,"Costello, Ryan A.",Mr. COSTELLO of Pennsylvania,Ryan A. Costello,Mr. Ryan Costello
CREC-2015-03-02-pt1-PgH1507,CREC-2015-03-02,2015-03-02,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-03-02-pt1-PgH1510-2,CREC-2015-03-02,2015-03-02,,,,,,,,,,,,,,
CREC-2015-03-02-pt1-PgH1510-3,CREC-2015-03-02,2015-03-02,,,,,,,,,,,,,,
CREC-2015-03-02-pt1-PgH1510-4,CREC-2015-03-02,2015-03-02,,2004,SPEAKING,H,114,W000808,"Wilson, Frederica S.",FL,D,7889,"Wilson, Frederica S.",Ms. WILSON of Florida,Frederica S. Wilson,Frederica Wilson
CREC-2015-03-02-pt1-PgH1511-2,CREC-2015-03-02,2015-03-02,,1848,SPEAKING,H,114,R000580,"Roskam, Peter J.",IL,R,7926,"Roskam, Peter J.",Mr. ROSKAM,Peter J. Roskam,Mr. Peter Roskam
CREC-2015-03-02-pt1-PgH1511,CREC-2015-03-02,2015-03-02,,,,,,,,,,,,,,
CREC-2015-03-02-pt1-PgH1511-3,CREC-2015-03-02,2015-03-02,,,,,,,,,,,,,,
CREC-2015-03-02-pt1-PgH1511-4,CREC-2015-03-02,2015-03-02,,,,,,,,,,,,,,
CREC-2015-03-02-pt1-PgH1511-5,CREC-2015-03-02,2015-03-02,,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,8123,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2015-03-02-pt1-PgH1511-6,CREC-2015-03-02,2015-03-02,,2277,SPEAKING,H,114,M001195,"Mooney, Alexander X.",WV,R,,"Mooney, Alexander X.",Mr. MOONEY of West Virginia,Alexander X. Mooney,Mr. Alexander Mooney
CREC-2015-03-02-pt1-PgH1511-8,CREC-2015-03-02,2015-03-02,,1955,SPEAKING,H,114,O000168,"Olson, Pete",TX,R,8178,"Olson, Pete",Mr. OLSON,Pete Olson,
CREC-2015-03-02-pt1-PgH1511-7,CREC-2015-03-02,2015-03-02,,1802,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,8158,"Poe, Ted",Mr. POE of Texas,Ted Poe,
CREC-2015-03-02-pt1-PgH1512-2,CREC-2015-03-02,2015-03-02,,1801,SPEAKING,H,114,G000552,"Gohmert, Louie",TX,R,8157,"Gohmert, Louie",Mr. GOHMERT,Louie Gohmert,
CREC-2015-03-02-pt1-PgH1512-4,CREC-2015-03-02,2015-03-02,,2190,SPEAKING,H,114,K000385,"Kelly, Robin L.",IL,D,,"Kelly, Robin L.",Ms. KELLY of Illinois,Robin L. Kelly,Ms. Robin Kelly
CREC-2015-03-02-pt1-PgH1512-4,CREC-2015-03-02,2015-03-02,,2097,SPEAKING,H,114,P000604,"Payne, Donald M., Jr.",NJ,D,8373,"Payne, Donald M., Jr.",Mr. PAYNE,"Donald M. Payne, Jr.",Mr. Donald Payne Jr.
CREC-2015-03-02-pt1-PgH1512-4,CREC-2015-03-02,2015-03-02,,1761,SPEAKING,H,114,B001251,"Butterfield, G. K.",NC,D,8024,"Butterfield, G. K.",Mr. BUTTERFIELD,G. K. Butterfield,
CREC-2015-03-02-pt1-PgH1512-4,CREC-2015-03-02,2015-03-02,,1895,SPEAKING,H,114,F000455,"Fudge, Marcia L.",OH,D,8101,"Fudge, Marcia L.",Ms. FUDGE,Marcia L. Fudge,Ms. Marcia Fudge
CREC-2015-03-02-pt1-PgH1512-4,CREC-2015-03-02,2015-03-02,,2274,SPEAKING,H,114,P000610,"Plaskett, Stacey E.",VI,D,,"Plaskett, Stacey E.",Ms. PLASKETT,Stacey E. Plaskett,Ms. Stacey Plaskett
