granuleId,packageId,date,committees,authorityId,chamber,committeeName,type
CREC-2015-03-02-pt1-PgH-FrontMatter-3,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1503,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1503-2,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1503-3,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1503-4,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1503-5,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1504,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1504-2,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1505-2,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1505,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1505-3,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1505-4,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1505-5,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1505-6,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1506-2,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1505-7,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1506,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1506-5,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1506-3,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1506-4,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1506-6,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1506-7,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1506-8,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1509,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1510,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1507,CREC-2015-03-02,2015-03-02,,hsvr00,H,Committee on Veterans' Affairs,S
CREC-2015-03-02-pt1-PgH1507,CREC-2015-03-02,2015-03-02,,hsgo00,H,Committee on Oversight and Government Reform,S
CREC-2015-03-02-pt1-PgH1510-2,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1510-3,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1510-4,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1511-2,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1511,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1511-3,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1511-4,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1511-5,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1511-6,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1511-8,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1511-7,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1512-2,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1512-4,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1512-3,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1512,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1522-2,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1522,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1518,CREC-2015-03-02,2015-03-02,,hsas00,H,Committee on Armed Services,S
CREC-2015-03-02-pt1-PgH1518,CREC-2015-03-02,2015-03-02,,hsii00,H,Committee on Natural Resources,S
CREC-2015-03-02-pt1-PgH1518,CREC-2015-03-02,2015-03-02,,hlig00,H,Permanent Select Committee on Intelligence,L
CREC-2015-03-02-pt1-PgH1522-3,CREC-2015-03-02,2015-03-02,,hsru00,H,Committee on Rules,S
CREC-2015-03-02-pt1-PgH1522-4,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1522-6,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1522-5,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1522-7,CREC-2015-03-02,2015-03-02,,hsba00,H,Committee on Financial Services,S
CREC-2015-03-02-pt1-PgH1522-7,CREC-2015-03-02,2015-03-02,,hsed00,H,Committee on Education and the Workforce,S
CREC-2015-03-02-pt1-PgH1522-7,CREC-2015-03-02,2015-03-02,,hsif00,H,Committee on Energy and Commerce,S
CREC-2015-03-02-pt1-PgH1522-7,CREC-2015-03-02,2015-03-02,,hsfa00,H,Committee on Foreign Affairs,S
CREC-2015-03-02-pt1-PgH1522-7,CREC-2015-03-02,2015-03-02,,hsgo00,H,Committee on Oversight and Government Reform,S
CREC-2015-03-02-pt1-PgH1522-7,CREC-2015-03-02,2015-03-02,,hsii00,H,Committee on Natural Resources,S
CREC-2015-03-02-pt1-PgH1522-7,CREC-2015-03-02,2015-03-02,,hsju00,H,Committee on the Judiciary,S
CREC-2015-03-02-pt1-PgH1522-7,CREC-2015-03-02,2015-03-02,,hswm00,H,Committee on Ways and Means,S
CREC-2015-03-02-pt1-PgH1523,CREC-2015-03-02,2015-03-02,,hsvr00,H,Committee on Veterans' Affairs,S
CREC-2015-03-02-pt1-PgH1523,CREC-2015-03-02,2015-03-02,,hssy00,H,"Committee on Science, Space, and Technology",S
CREC-2015-03-02-pt1-PgH1523,CREC-2015-03-02,2015-03-02,,hsru00,H,Committee on Rules,S
CREC-2015-03-02-pt1-PgH1523,CREC-2015-03-02,2015-03-02,,hsgo00,H,Committee on Oversight and Government Reform,S
CREC-2015-03-02-pt1-PgH1525,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1525-3,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1525-4,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1525-5,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1525-2,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1525-6,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1524,CREC-2015-03-02,2015-03-02,,hsba00,H,Committee on Financial Services,S
CREC-2015-03-02-pt1-PgH1524,CREC-2015-03-02,2015-03-02,,hsed00,H,Committee on Education and the Workforce,S
CREC-2015-03-02-pt1-PgH1524,CREC-2015-03-02,2015-03-02,,hswm00,H,Committee on Ways and Means,S
CREC-2015-03-02-pt1-PgH1524,CREC-2015-03-02,2015-03-02,,hsif00,H,Committee on Energy and Commerce,S
CREC-2015-03-02-pt1-PgH1524,CREC-2015-03-02,2015-03-02,,hsas00,H,Committee on Armed Services,S
CREC-2015-03-02-pt1-PgH1524,CREC-2015-03-02,2015-03-02,,hsgo00,H,Committee on Oversight and Government Reform,S
CREC-2015-03-02-pt1-PgH1524,CREC-2015-03-02,2015-03-02,,hsju00,H,Committee on the Judiciary,S
CREC-2015-03-02-pt1-PgH1524,CREC-2015-03-02,2015-03-02,,hspw00,H,Committee on Transportation and Infrastructure,S
CREC-2015-03-02-pt1-PgH1524,CREC-2015-03-02,2015-03-02,,hsfa00,H,Committee on Foreign Affairs,S
CREC-2015-03-02-pt1-PgH1524,CREC-2015-03-02,2015-03-02,,hsii00,H,Committee on Natural Resources,S
CREC-2015-03-02-pt1-PgH1524,CREC-2015-03-02,2015-03-02,,hsha00,H,Committee on House Administration,S
CREC-2015-03-02-pt1-PgH1524,CREC-2015-03-02,2015-03-02,,hsru00,H,Committee on Rules,S
CREC-2015-03-02-pt1-PgH1525-7,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1525-8,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1525-9,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1525-10,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1525-11,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1525-13,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1526,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1525-12,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1526-2,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1526-4,CREC-2015-03-02,2015-03-02,,,,,
CREC-2015-03-02-pt1-PgH1526-3,CREC-2015-03-02,2015-03-02,,,,,
