granuleId,packageId,date,references,collectionCode,collectionName,contents__number,contents__congress,contents__type
CREC-2015-01-30-pt1-PgH665-2,CREC-2015-01-30,2015-01-30,,,,,,
CREC-2015-01-30-pt1-PgH665,CREC-2015-01-30,2015-01-30,,,,,,
CREC-2015-01-30-pt1-PgH-FrontMatter-2,CREC-2015-01-30,2015-01-30,,,,,,
CREC-2015-01-30-pt1-PgH665-4,CREC-2015-01-30,2015-01-30,,,,,,
CREC-2015-01-30-pt1-PgH665-3,CREC-2015-01-30,2015-01-30,,,,,,
CREC-2015-01-30-pt1-PgH665-5,CREC-2015-01-30,2015-01-30,,,,,,
CREC-2015-01-30-pt1-PgH665-6,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,1,114,S
CREC-2015-01-30-pt1-PgH665-7,CREC-2015-01-30,2015-01-30,,,,,,
CREC-2015-01-30-pt1-PgH665-8,CREC-2015-01-30,2015-01-30,,,,,,
CREC-2015-01-30-pt1-PgH666,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,5,114,HRES
CREC-2015-01-30-pt1-PgH666,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,5,114,HRES
CREC-2015-01-30-pt1-PgH665-9,CREC-2015-01-30,2015-01-30,,,,,,
CREC-2015-01-30-pt1-PgH666-2,CREC-2015-01-30,2015-01-30,,,,,,
CREC-2015-01-30-pt1-PgH666-3,CREC-2015-01-30,2015-01-30,,,,,,
CREC-2015-01-30-pt1-PgH666-5,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,12,114,HCONRES
CREC-2015-01-30-pt1-PgH666-5,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,65,114,HRES
CREC-2015-01-30-pt1-PgH666-5,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,66,114,HRES
CREC-2015-01-30-pt1-PgH666-5,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,622,114,HR
CREC-2015-01-30-pt1-PgH666-5,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,623,114,HR
CREC-2015-01-30-pt1-PgH666-5,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,624,114,HR
CREC-2015-01-30-pt1-PgH666-5,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,625,114,HR
CREC-2015-01-30-pt1-PgH666-5,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,626,114,HR
CREC-2015-01-30-pt1-PgH666-5,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,627,114,HR
CREC-2015-01-30-pt1-PgH666-5,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,628,114,HR
CREC-2015-01-30-pt1-PgH666-5,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,629,114,HR
CREC-2015-01-30-pt1-PgH666-5,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,630,114,HR
CREC-2015-01-30-pt1-PgH666-5,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,631,114,HR
CREC-2015-01-30-pt1-PgH666-5,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,632,114,HR
CREC-2015-01-30-pt1-PgH666-5,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,633,114,HR
CREC-2015-01-30-pt1-PgH666-4,CREC-2015-01-30,2015-01-30,,,,,,
CREC-2015-01-30-pt1-PgH667,CREC-2015-01-30,2015-01-30,,,,,,
CREC-2015-01-30-pt1-PgH667-2,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,622,114,HR
CREC-2015-01-30-pt1-PgH667-3,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,623,114,HR
CREC-2015-01-30-pt1-PgH667-4,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,624,114,HR
CREC-2015-01-30-pt1-PgH667-6,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,626,114,HR
CREC-2015-01-30-pt1-PgH667-5,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,625,114,HR
CREC-2015-01-30-pt1-PgH667-7,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,627,114,HR
CREC-2015-01-30-pt1-PgH668-3,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,630,114,HR
CREC-2015-01-30-pt1-PgH668,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,628,114,HR
CREC-2015-01-30-pt1-PgH668-2,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,629,114,HR
CREC-2015-01-30-pt1-PgH668-4,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,631,114,HR
CREC-2015-01-30-pt1-PgH668-5,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,632,114,HR
CREC-2015-01-30-pt1-PgH668-6,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,633,114,HR
CREC-2015-01-30-pt1-PgH668-7,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,11,114,HRES
CREC-2015-01-30-pt1-PgH668-7,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,29,114,HR
CREC-2015-01-30-pt1-PgH668-7,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,38,114,HR
CREC-2015-01-30-pt1-PgH668-7,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,50,114,HR
CREC-2015-01-30-pt1-PgH668-7,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,53,114,HRES
CREC-2015-01-30-pt1-PgH668-7,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,62,114,HRES
CREC-2015-01-30-pt1-PgH668-7,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,132,114,HR
CREC-2015-01-30-pt1-PgH668-7,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,140,114,HR
CREC-2015-01-30-pt1-PgH668-7,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,198,114,HR
CREC-2015-01-30-pt1-PgH668-7,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,199,114,HR
CREC-2015-01-30-pt1-PgH668-7,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,224,114,HR
CREC-2015-01-30-pt1-PgH668-7,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,225,114,HR
CREC-2015-01-30-pt1-PgH668-7,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,226,114,HR
CREC-2015-01-30-pt1-PgH668-7,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,228,114,HR
CREC-2015-01-30-pt1-PgH668-7,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,247,114,HR
CREC-2015-01-30-pt1-PgH668-7,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,280,114,HR
CREC-2015-01-30-pt1-PgH668-7,CREC-2015-01-30,2015-01-30,,BILLS,Congressional Bills,290,114,HR
