granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-06-03-pt1-PgH3763-3,CREC-2015-06-03,,,,,,,,,,,,
CREC-2015-06-03-pt1-PgH3763-2,CREC-2015-06-03,,,,,,,,,,,,
CREC-2015-06-03-pt1-PgH3763,CREC-2015-06-03,,,,,,,,,,,,
CREC-2015-06-03-pt1-PgH3764-2,CREC-2015-06-03,,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,"Hoyer, Steny H.",Steny Hoyer,Mr. HOYER,Steny H. Hoyer
CREC-2015-06-03-pt1-PgH3763-4,CREC-2015-06-03,,SPEAKING,H,114,D000612,"Denham, Jeff",CA,R,"Denham, Jeff",,Mr. DENHAM,Jeff Denham
CREC-2015-06-03-pt1-PgH-FrontMatter-3,CREC-2015-06-03,,,,,,,,,,,,
CREC-2015-06-03-pt1-PgH3764,CREC-2015-06-03,,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,"Ros-Lehtinen, Ileana",,Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen
CREC-2015-06-03-pt1-PgH3763-5,CREC-2015-06-03,,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",,Mr. BLUMENAUER,Earl Blumenauer
CREC-2015-06-03-pt1-PgH3766,CREC-2015-06-03,,SPEAKING,H,114,G000535,"Gutierrez, Luis V.",IL,D,"Gutierrez, Luis V.",Luis Gutierrez,Mr. GUTIERREZ,Luis V. Gutierrez
CREC-2015-06-03-pt1-PgH3765,CREC-2015-06-03,,SPEAKING,H,114,R000591,"Roby, Martha",AL,R,"Roby, Martha",,Mrs. ROBY,Martha Roby
CREC-2015-06-03-pt1-PgH3766-2,CREC-2015-06-03,,SPEAKING,H,114,B001269,"Barletta, Lou",PA,R,"Barletta, Lou",,Mr. BARLETTA,Lou Barletta
CREC-2015-06-03-pt1-PgH3767,CREC-2015-06-03,,SPEAKING,H,114,L000570,"Lujan, Ben Ray",NM,D,"Lujan, Ben Ray",Ben Lujan,Mr. BEN RAY LUJAN of New Mexico,Ben Ray Lujan
CREC-2015-06-03-pt1-PgH3767,CREC-2015-06-03,,SPEAKING,H,114,L000570,"Lujan, Ben Ray",NM,D,"Lujan, Ben Ray",Ben R. Lujan,Mr. BEN RAY LUJAN of New Mexico,Ben Ray Lujan
CREC-2015-06-03-pt1-PgH3768,CREC-2015-06-03,,SPEAKING,H,114,C001101,"Clark, Katherine M.",MA,D,"Clark, Katherine M.",Katherine Clark,Ms. CLARK of Massachusetts,Katherine M. Clark
CREC-2015-06-03-pt1-PgH3767-2,CREC-2015-06-03,,SPEAKING,H,114,D000533,"Duncan, John J., Jr.",TN,R,"Duncan, John J., Jr.",John Duncan,Mr. DUNCAN of Tennessee,"John J. Duncan, Jr."
CREC-2015-06-03-pt1-PgH3767-2,CREC-2015-06-03,,SPEAKING,H,114,D000533,"Duncan, John J., Jr.",TN,R,"Duncan, John J., Jr.",John J. Duncan,Mr. DUNCAN of Tennessee,"John J. Duncan, Jr."
CREC-2015-06-03-pt1-PgH3768-2,CREC-2015-06-03,,SPEAKING,H,114,K000387,"Knight, Stephen",CA,R,"Knight, Stephen",,Mr. KNIGHT,Stephen Knight
CREC-2015-06-03-pt1-PgH3769,CREC-2015-06-03,,SPEAKING,H,114,P000596,"Pierluisi, Pedro R.",PR,D,"Pierluisi, Pedro R.",Pedro Pierluisi,Mr. PIERLUISI,Pedro R. Pierluisi
CREC-2015-06-03-pt1-PgH3769-2,CREC-2015-06-03,,SPEAKING,H,114,F000451,"Fitzpatrick, Michael G.",PA,R,"Fitzpatrick, Michael G.",Michael Fitzpatrick,Mr. FITZPATRICK,Michael G. Fitzpatrick
CREC-2015-06-03-pt1-PgH3770,CREC-2015-06-03,,SPEAKING,H,114,Y000066,"Young, David",IA,R,"Young, David",,Mr. YOUNG of Iowa,David Young
CREC-2015-06-03-pt1-PgH3770-5,CREC-2015-06-03,,,,,,,,,,,,
CREC-2015-06-03-pt1-PgH3770-6,CREC-2015-06-03,,,,,,,,,,,,
CREC-2015-06-03-pt1-PgH3770-2,CREC-2015-06-03,,SPEAKING,H,114,F000460,"Farenthold, Blake",TX,R,"Farenthold, Blake",,Mr. FARENTHOLD,Blake Farenthold
CREC-2015-06-03-pt1-PgH3770-7,CREC-2015-06-03,,,,,,,,,,,,
CREC-2015-06-03-pt1-PgH3770-3,CREC-2015-06-03,,,,,,,,,,,,
CREC-2015-06-03-pt1-PgH3770-4,CREC-2015-06-03,,,,,,,,,,,,
CREC-2015-06-03-pt1-PgH3771,CREC-2015-06-03,,SPEAKING,H,114,J000296,"Jolly, David W.",FL,R,"Jolly, David W.",David Jolly,Mr. JOLLY,David W. Jolly
CREC-2015-06-03-pt1-PgH3771-2,CREC-2015-06-03,,,,,,,,,,,,
CREC-2015-06-03-pt1-PgH3771-3,CREC-2015-06-03,,SPEAKING,H,114,J000174,"Johnson, Sam",TX,R,"Johnson, Sam",,Mr. SAM JOHNSON of Texas,Sam Johnson
CREC-2015-06-03-pt1-PgH3771-4,CREC-2015-06-03,,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,"Higgins, Brian",,Mr. HIGGINS,Brian Higgins
CREC-2015-06-03-pt1-PgH3771-6,CREC-2015-06-03,,SPEAKING,H,114,A000373,"Ashford, Brad",NE,D,"Ashford, Brad",,Mr. ASHFORD,Brad Ashford
CREC-2015-06-03-pt1-PgH3771-5,CREC-2015-06-03,,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,"Wilson, Joe",,Mr. WILSON of South Carolina,Joe Wilson
CREC-2015-06-03-pt1-PgH3771-7,CREC-2015-06-03,,SPEAKING,H,114,C001051,"Carter, John R.",TX,R,"Carter, John R.",John Carter,Mr. CARTER of Texas,John R. Carter
CREC-2015-06-03-pt1-PgH3772,CREC-2015-06-03,,SPEAKING,H,114,B001281,"Beatty, Joyce",OH,D,"Beatty, Joyce",,Mrs. BEATTY,Joyce Beatty
CREC-2015-06-03-pt1-PgH3772-2,CREC-2015-06-03,,SPEAKING,H,114,G000560,"Graves, Tom",GA,R,"Graves, Tom",,Mr. GRAVES of Georgia,Tom Graves
CREC-2015-06-03-pt1-PgH3772-3,CREC-2015-06-03,,SPEAKING,H,114,W000808,"Wilson, Frederica S.",FL,D,"Wilson, Frederica S.",Frederica Wilson,Ms. WILSON of Florida,Frederica S. Wilson
CREC-2015-06-03-pt1-PgH3772-4,CREC-2015-06-03,,SPEAKING,H,114,P000594,"Paulsen, Erik",MN,R,"Paulsen, Erik",,Mr. PAULSEN,Erik Paulsen
CREC-2015-06-03-pt1-PgH3772-5,CREC-2015-06-03,,SPEAKING,H,114,P000610,"Plaskett, Stacey E.",VI,D,"Plaskett, Stacey E.",Stacey Plaskett,Ms. PLASKETT,Stacey E. Plaskett
CREC-2015-06-03-pt1-PgH3772-6,CREC-2015-06-03,,SPEAKING,H,114,G000570,"Guinta, Frank C.",NH,R,"Guinta, Frank C.",Frank Guinta,Mr. GUINTA,Frank C. Guinta
CREC-2015-06-03-pt1-PgH3773-3,CREC-2015-06-03,,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",,Mr. THOMPSON of Pennsylvania,Glenn Thompson
CREC-2015-06-03-pt1-PgH3773,CREC-2015-06-03,,SPEAKING,H,114,T000468,"Titus, Dina",NV,D,"Titus, Dina",,Ms. TITUS,Dina Titus
CREC-2015-06-03-pt1-PgH3773-2,CREC-2015-06-03,,SPEAKING,H,114,B001250,"Bishop, Rob",UT,R,"Bishop, Rob",,Mr. BISHOP of Utah,Rob Bishop
CREC-2015-06-03-pt1-PgH3773-4,CREC-2015-06-03,,SPEAKING,H,114,Y000063,"Yoder, Kevin",KS,R,"Yoder, Kevin",,Mr. YODER,Kevin Yoder
CREC-2015-06-03-pt1-PgH3773-5,CREC-2015-06-03,,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,"Dold, Robert J.",Robert Dold,Mr. DOLD,Robert J. Dold
CREC-2015-06-03-pt1-PgH3773-6,CREC-2015-06-03,,SPEAKING,H,114,N000189,"Newhouse, Dan",WA,R,"Newhouse, Dan",,Mr. NEWHOUSE,Dan Newhouse
CREC-2015-06-03-pt1-PgH3773-6,CREC-2015-06-03,,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,"McGovern, James P.",James McGovern,Mr. McGOVERN,James P. McGovern
CREC-2015-06-03-pt1-PgH3773-6,CREC-2015-06-03,,SPEAKING,H,114,C001062,"Conaway, K. Michael",TX,R,"Conaway, K. Michael",K. Conaway,Mr. CONAWAY,K. Michael Conaway
CREC-2015-06-03-pt1-PgH3773-6,CREC-2015-06-03,,SPEAKING,H,114,S001157,"Scott, David",GA,D,"Scott, David",,Mr. DAVID SCOTT of Georgia,David Scott
CREC-2015-06-03-pt1-PgH3773-6,CREC-2015-06-03,,SPEAKING,H,114,L000491,"Lucas, Frank D.",OK,R,"Lucas, Frank D.",Frank Lucas,Mr. LUCAS,Frank D. Lucas
CREC-2015-06-03-pt1-PgH3773-6,CREC-2015-06-03,,SPEAKING,H,114,S001189,"Scott, Austin",GA,R,"Scott, Austin",,Mr. AUSTIN SCOTT of Georgia,Austin Scott
CREC-2015-06-03-pt1-PgH3781,CREC-2015-06-03,,SPEAKING,H,114,C001036,"Capps, Lois",CA,D,"Capps, Lois",,Mrs. CAPPS,Lois Capps
CREC-2015-06-03-pt1-PgH3781,CREC-2015-06-03,,SPEAKING,H,114,G000535,"Gutierrez, Luis V.",IL,D,"Gutierrez, Luis V.",Luis Gutierrez,Mr. GUTIERREZ,Luis V. Gutierrez
