granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-04-06-pt1-PgS-FrontMatter,CREC-2016-04-06,,,,,,,,,,,,
CREC-2016-04-06-pt1-PgS1680,CREC-2016-04-06,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2016-04-06-pt1-PgS1679-6,CREC-2016-04-06,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2016-04-06-pt1-PgS1679-4,CREC-2016-04-06,,,,,,,,,,,,
CREC-2016-04-06-pt1-PgS1679-5,CREC-2016-04-06,,,,,,,,,,,,
CREC-2016-04-06-pt1-PgS1679-3,CREC-2016-04-06,,,,,,,,,,,,
CREC-2016-04-06-pt1-PgS1679-2,CREC-2016-04-06,,,,,,,,,,,,
CREC-2016-04-06-pt1-PgS1679-7,CREC-2016-04-06,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2016-04-06-pt1-PgS1680-2,CREC-2016-04-06,,,,,,,,,,,,
CREC-2016-04-06-pt1-PgS1680-4,CREC-2016-04-06,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2016-04-06-pt1-PgS1680-3,CREC-2016-04-06,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2016-04-06-pt1-PgS1680-5,CREC-2016-04-06,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2016-04-06-pt1-PgS1680-6,CREC-2016-04-06,,,,,,,,,,,,
CREC-2016-04-06-pt1-PgS1702,CREC-2016-04-06,,SPEAKING,S,114,T000250,"Thune, John",SD,R,"Thune, John",Mr. THUNE,John Thune,
CREC-2016-04-06-pt1-PgS1703,CREC-2016-04-06,,SPEAKING,S,114,T000250,"Thune, John",SD,R,"Thune, John",Mr. THUNE,John Thune,
CREC-2016-04-06-pt1-PgS1680-7,CREC-2016-04-06,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2016-04-06-pt1-PgS1680-7,CREC-2016-04-06,,SPEAKING,S,114,B001261,"Barrasso, John",WY,R,"Barrasso, John",Mr. BARRASSO,John Barrasso,
CREC-2016-04-06-pt1-PgS1680-7,CREC-2016-04-06,,SPEAKING,S,114,E000285,"Enzi, Michael B.",WY,R,"Enzi, Michael B.",Mr. ENZI,Michael B. Enzi,Michael Enzi
CREC-2016-04-06-pt1-PgS1680-7,CREC-2016-04-06,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",Mr. CORNYN,John Cornyn,
CREC-2016-04-06-pt1-PgS1680-7,CREC-2016-04-06,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Mr. DURBIN,Richard J. Durbin,Richard Durbin
CREC-2016-04-06-pt1-PgS1680-7,CREC-2016-04-06,,SPEAKING,S,114,G000386,"Grassley, Chuck",IA,R,"Grassley, Chuck",Mr. GRASSLEY,Chuck Grassley,
