granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-02-26-pt1-PgH-FrontMatter-5,CREC-2016-02-26,2016-02-26,,,,,,,,,,,,,,
CREC-2016-02-26-pt1-PgH953,CREC-2016-02-26,2016-02-26,,,,,,,,,,,,,,
CREC-2016-02-26-pt1-PgH953-2,CREC-2016-02-26,2016-02-26,,,,,,,,,,,,,,
CREC-2016-02-26-pt1-PgH953-3,CREC-2016-02-26,2016-02-26,,,,,,,,,,,,,,
CREC-2016-02-26-pt1-PgH953-4,CREC-2016-02-26,2016-02-26,,,,,,,,,,,,,,
CREC-2016-02-26-pt1-PgH953-5,CREC-2016-02-26,2016-02-26,,,,,,,,,,,,,,
CREC-2016-02-26-pt1-PgH953-6,CREC-2016-02-26,2016-02-26,,7890,985,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2016-02-26-pt1-PgH953-7,CREC-2016-02-26,2016-02-26,,,2257,SPEAKING,H,114,A000373,"Ashford, Brad",NE,D,"Ashford, Brad",Mr. ASHFORD,Brad Ashford,
CREC-2016-02-26-pt1-PgH954-3,CREC-2016-02-26,2016-02-26,,,2236,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,"Carter, Earl L. ""Buddy""",Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter",Mr. Earl Carter
CREC-2016-02-26-pt1-PgH954-4,CREC-2016-02-26,2016-02-26,,,2122,SPEAKING,H,114,G000571,"Gabbard, Tulsi",HI,D,"Gabbard, Tulsi",Ms. GABBARD,Tulsi Gabbard,
CREC-2016-02-26-pt1-PgH954-2,CREC-2016-02-26,2016-02-26,,,2113,SPEAKING,H,114,P000608,"Peters, Scott H.",CA,D,"Peters, Scott H.",Mr. PETERS,Scott H. Peters,Mr. Scott Peters
CREC-2016-02-26-pt1-PgH954,CREC-2016-02-26,2016-02-26,,8003,1930,SPEAKING,H,114,P000594,"Paulsen, Erik",MN,R,"Paulsen, Erik",Mr. PAULSEN,Erik Paulsen,
CREC-2016-02-26-pt1-PgH955,CREC-2016-02-26,2016-02-26,,8123,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2016-02-26-pt1-PgH954-5,CREC-2016-02-26,2016-02-26,,8158,1802,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,"Poe, Ted",Mr. POE of Texas,Ted Poe,
CREC-2016-02-26-pt1-PgH955-2,CREC-2016-02-26,2016-02-26,,,2234,SPEAKING,H,114,G000575,"Graham, Gwen",FL,D,"Graham, Gwen",Ms. GRAHAM,Gwen Graham,
CREC-2016-02-26-pt1-PgH954-6,CREC-2016-02-26,2016-02-26,,,2110,SPEAKING,H,114,T000472,"Takano, Mark",CA,D,"Takano, Mark",Mr. TAKANO,Mark Takano,
CREC-2016-02-26-pt1-PgH991,CREC-2016-02-26,2016-02-26,,8192,1886,SPEAKING,H,114,W000804,"Wittman, Robert J.",VA,R,"Wittman, Robert J.",Mr. WITTMAN,Robert J. Wittman,Mr. Robert Wittman
CREC-2016-02-26-pt1-PgH991-2,CREC-2016-02-26,2016-02-26,,7904,2008,SPEAKING,H,114,W000810,"Woodall, Rob",GA,R,"Woodall, Rob",Mr. WOODALL,Rob Woodall,
CREC-2016-02-26-pt1-PgH992,CREC-2016-02-26,2016-02-26,,7904,2008,SPEAKING,H,114,W000810,"Woodall, Rob",GA,R,"Woodall, Rob",Mr. WOODALL,Rob Woodall,
CREC-2016-02-26-pt1-PgH992-2,CREC-2016-02-26,2016-02-26,,,2141,SPEAKING,H,114,P000606,"Pittenger, Robert",NC,R,"Pittenger, Robert",Mr. PITTENGER,Robert Pittenger,
CREC-2016-02-26-pt1-PgH992-3,CREC-2016-02-26,2016-02-26,,,2107,SPEAKING,H,114,C001097,"Cardenas, Tony",CA,D,"Cardenas, Tony",Mr. CARDENAS,Tony Cardenas,
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,,2224,SPEAKING,H,114,W000821,"Westerman, Bruce",AR,R,"Westerman, Bruce",Mr. WESTERMAN,Bruce Westerman,
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,8192,1886,SPEAKING,H,114,W000804,"Wittman, Robert J.",VA,R,"Wittman, Robert J.",Mr. WITTMAN,Robert J. Wittman,Mr. Robert Wittman
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,,2272,SPEAKING,H,114,B001292,"Beyer, Donald S., Jr.",VA,D,"Beyer, Donald S., Jr.",Mr. BEYER,"Donald S. Beyer, Jr.",Mr. Donald Beyer
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,7809,1908,SPEAKING,H,114,M001177,"McClintock, Tom",CA,R,"McClintock, Tom",Mr. McCLINTOCK,Tom McClintock,
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,7785,1256,SPEAKING,H,114,Y000033,"Young, Don",AK,R,"Young, Don",Mr. YOUNG of Alaska,Don Young,Don E. Young
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,7825,1774,SPEAKING,H,114,C001059,"Costa, Jim",CA,D,"Costa, Jim",Mr. COSTA,Jim Costa,
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,,2191,SPEAKING,H,114,S001195,"Smith, Jason",MO,R,"Smith, Jason",Mr. SMITH of Missouri,Jason Smith,
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,,2148,SPEAKING,H,114,M001188,"Meng, Grace",NY,D,"Meng, Grace",Ms. MENG,Grace Meng,
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,,2101,SPEAKING,H,114,H001068,"Huffman, Jared",CA,D,"Huffman, Jared",Mr. HUFFMAN,Jared Huffman,
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,7890,985,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,,2275,SPEAKING,H,114,N000189,"Newhouse, Dan",WA,R,"Newhouse, Dan",Mr. NEWHOUSE,Dan Newhouse,
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,7962,1924,SPEAKING,H,114,F000456,"Fleming, John",LA,R,"Fleming, John",Mr. FLEMING,John Fleming,
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,,2244,SPEAKING,H,114,A000374,"Abraham, Ralph Lee",LA,R,"Abraham, Ralph Lee",Mr. ABRAHAM,Ralph Lee Abraham,Mr. Ralph Abraham
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,8200,2070,SPEAKING,H,114,G000568,"Griffith, H. Morgan",VA,R,"Griffith, H. Morgan",Mr. GRIFFITH,H. Morgan Griffith,
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,,2260,SPEAKING,H,114,H001070,"Hardy, Cresent",NV,R,"Hardy, Cresent",Mr. HARDY,Cresent Hardy,
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,8221,2073,SPEAKING,H,114,R000587,"Ribble, Reid J.",WI,R,"Ribble, Reid J.",Mr. RIBBLE,Reid J. Ribble,Mr. Reid Ribble
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,8117,279,SPEAKING,H,114,D000191,"DeFazio, Peter A.",OR,D,"DeFazio, Peter A.",Mr. DeFAZIO,Peter A. DeFazio,Peter Defazio
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,8225,1960,SPEAKING,H,114,L000571,"Lummis, Cynthia M.",WY,R,"Lummis, Cynthia M.",Mrs. LUMMIS,Cynthia M. Lummis,Ms. Cynthia Lummis
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,7986,2027,SPEAKING,H,114,B001271,"Benishek, Dan",MI,R,"Benishek, Dan",Mr. BENISHEK,Dan Benishek,
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,8007,910,SPEAKING,H,114,P000258,"Peterson, Collin C.",MN,D,"Peterson, Collin C.",Mr. PETERSON,Collin C. Peterson,Collin Peterson
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,,2251,SPEAKING,H,114,D000624,"Dingell, Debbie",MI,D,"Dingell, Debbie",Mrs. DINGELL,Debbie Dingell,
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,,2111,SPEAKING,H,114,L000579,"Lowenthal, Alan S.",CA,D,"Lowenthal, Alan S.",Mr. LOWENTHAL,Alan S. Lowenthal,Mr. Alan Lowenthal
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,8078,344,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,"Engel, Eliot L.",Mr. ENGEL,Eliot L. Engel,Eliot Engel
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,7948,2019,SPEAKING,H,114,Y000064,"Young, Todd",IN,R,"Young, Todd",Mr. YOUNG of Indiana,Todd Young,Mr. Todd C. Young
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,,2252,SPEAKING,H,114,L000581,"Lawrence, Brenda L.",MI,D,"Lawrence, Brenda L.",Mrs. LAWRENCE,Brenda L. Lawrence,Mrs. Brenda Lawrence
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,8213,1528,SPEAKING,H,114,S000510,"Smith, Adam",WA,D,"Smith, Adam",Mr. SMITH of Washington,Adam Smith,
CREC-2016-02-26-pt1-PgH955-3,CREC-2016-02-26,2016-02-26,,,2103,SPEAKING,H,114,C001094,"Cook, Paul",CA,R,"Cook, Paul",Mr. COOK,Paul Cook,
CREC-2016-02-26-pt1-PgH992-4,CREC-2016-02-26,2016-02-26,,,2225,SPEAKING,H,114,M001197,"McSally, Martha",AZ,R,"McSally, Martha",Ms. McSALLY,Martha McSally,
CREC-2016-02-26-pt1-PgH992-6,CREC-2016-02-26,2016-02-26,,7930,2013,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,"Dold, Robert J.",Mr. DOLD,Robert J. Dold,Mr. Robert Dold
CREC-2016-02-26-pt1-PgH992-5,CREC-2016-02-26,2016-02-26,,,2259,SPEAKING,H,114,W000822,"Watson Coleman, Bonnie",NJ,D,"Watson Coleman, Bonnie",Mrs. WATSON COLEMAN,Bonnie Watson Coleman,
