granuleId,packageId,collectionCode,collectionName,references,contents__number,contents__congress,contents__type
CREC-2015-09-24-pt1-PgH6191-6,CREC-2015-09-24,BILLS,Congressional Bills,,380,114,HRES
CREC-2015-09-24-pt1-PgH6191-6,CREC-2015-09-24,BILLS,Congressional Bills,,380,114,HRES
CREC-2015-09-24-pt1-PgH6191-7,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6191-2,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6191,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH-FrontMatter-3,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6191-3,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6191-4,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6191-5,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6194-3,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6194-4,CREC-2015-09-24,BILLS,Congressional Bills,,986,114,S
CREC-2015-09-24-pt1-PgH6194-4,CREC-2015-09-24,BILLS,Congressional Bills,,1170,114,S
CREC-2015-09-24-pt1-PgH6194-4,CREC-2015-09-24,BILLS,Congressional Bills,,1632,114,S
CREC-2015-09-24-pt1-PgH6194,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6194-5,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6191-8,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6194-2,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6195,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6195-2,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6195-4,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6195-3,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6195-5,CREC-2015-09-24,BILLS,Congressional Bills,,434,114,HRES
CREC-2015-09-24-pt1-PgH6195-5,CREC-2015-09-24,BILLS,Congressional Bills,,434,114,HRES
CREC-2015-09-24-pt1-PgH6195-5,CREC-2015-09-24,BILLS,Congressional Bills,,719,114,HR
CREC-2015-09-24-pt1-PgH6198-2,CREC-2015-09-24,BILLS,Congressional Bills,,3116,114,HR
CREC-2015-09-24-pt1-PgH6198-2,CREC-2015-09-24,BILLS,Congressional Bills,,3116,114,HR
CREC-2015-09-24-pt1-PgH6198,CREC-2015-09-24,BILLS,Congressional Bills,,261,114,S
CREC-2015-09-24-pt1-PgH6198,CREC-2015-09-24,BILLS,Congressional Bills,,261,114,S
CREC-2015-09-24-pt1-PgH6197,CREC-2015-09-24,BILLS,Congressional Bills,,1707,114,S
CREC-2015-09-24-pt1-PgH6197,CREC-2015-09-24,BILLS,Congressional Bills,,1707,114,S
CREC-2015-09-24-pt1-PgH6200,CREC-2015-09-24,BILLS,Congressional Bills,,1442,114,HR
CREC-2015-09-24-pt1-PgH6200,CREC-2015-09-24,BILLS,Congressional Bills,,1442,114,HR
CREC-2015-09-24-pt1-PgH6199,CREC-2015-09-24,BILLS,Congressional Bills,,994,114,S
CREC-2015-09-24-pt1-PgH6199,CREC-2015-09-24,BILLS,Congressional Bills,,994,114,S
CREC-2015-09-24-pt1-PgH6201,CREC-2015-09-24,BILLS,Congressional Bills,,322,114,HR
CREC-2015-09-24-pt1-PgH6201,CREC-2015-09-24,BILLS,Congressional Bills,,322,114,HR
CREC-2015-09-24-pt1-PgH6203,CREC-2015-09-24,BILLS,Congressional Bills,,324,114,HR
CREC-2015-09-24-pt1-PgH6203,CREC-2015-09-24,BILLS,Congressional Bills,,324,114,HR
CREC-2015-09-24-pt1-PgH6202,CREC-2015-09-24,BILLS,Congressional Bills,,323,114,HR
CREC-2015-09-24-pt1-PgH6202,CREC-2015-09-24,BILLS,Congressional Bills,,323,114,HR
CREC-2015-09-24-pt1-PgH6204,CREC-2015-09-24,BILLS,Congressional Bills,,558,114,HR
CREC-2015-09-24-pt1-PgH6204,CREC-2015-09-24,BILLS,Congressional Bills,,558,114,HR
CREC-2015-09-24-pt1-PgH6205,CREC-2015-09-24,BILLS,Congressional Bills,,1884,114,HR
CREC-2015-09-24-pt1-PgH6205,CREC-2015-09-24,BILLS,Congressional Bills,,1884,114,HR
CREC-2015-09-24-pt1-PgH6207,CREC-2015-09-24,BILLS,Congressional Bills,,322,114,HR
CREC-2015-09-24-pt1-PgH6207,CREC-2015-09-24,BILLS,Congressional Bills,,322,114,HR
CREC-2015-09-24-pt1-PgH6205-2,CREC-2015-09-24,BILLS,Congressional Bills,,3059,114,HR
CREC-2015-09-24-pt1-PgH6205-2,CREC-2015-09-24,BILLS,Congressional Bills,,3059,114,HR
CREC-2015-09-24-pt1-PgH6207-2,CREC-2015-09-24,BILLS,Congressional Bills,,348,114,HR
CREC-2015-09-24-pt1-PgH6207-2,CREC-2015-09-24,BILLS,Congressional Bills,,348,114,HR
CREC-2015-09-24-pt1-PgH6207-2,CREC-2015-09-24,BILLS,Congressional Bills,,420,114,HRES
CREC-2015-09-24-pt1-PgH6213,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6213-2,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6213-3,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6214,CREC-2015-09-24,BILLS,Congressional Bills,,6,114,HR
CREC-2015-09-24-pt1-PgH6214,CREC-2015-09-24,BILLS,Congressional Bills,,2646,114,HR
CREC-2015-09-24-pt1-PgH6214,CREC-2015-09-24,BILLS,Congressional Bills,,2915,114,HR
CREC-2015-09-24-pt1-PgH6222,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6222-2,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6220,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6225,CREC-2015-09-24,BILLS,Congressional Bills,,1170,114,S
CREC-2015-09-24-pt1-PgH6225,CREC-2015-09-24,BILLS,Congressional Bills,,1632,114,S
CREC-2015-09-24-pt1-PgH6225-2,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6225-3,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6226,CREC-2015-09-24,BILLS,Congressional Bills,,1613,114,HR
CREC-2015-09-24-pt1-PgH6227,CREC-2015-09-24,BILLS,Congressional Bills,,82,114,SRES
CREC-2015-09-24-pt1-PgH6227-2,CREC-2015-09-24,,,,,,
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,434,114,HRES
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,435,114,HRES
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,436,114,HRES
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,437,114,HRES
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,438,114,HRES
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,439,114,HRES
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,440,114,HRES
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,719,114,HR
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,3594,114,HR
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,3595,114,HR
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,3596,114,HR
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,3597,114,HR
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,3598,114,HR
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,3599,114,HR
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,3600,114,HR
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,3601,114,HR
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,3602,114,HR
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,3603,114,HR
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,3604,114,HR
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,3605,114,HR
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,3606,114,HR
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,3607,114,HR
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,3608,114,HR
CREC-2015-09-24-pt1-PgH6226-2,CREC-2015-09-24,BILLS,Congressional Bills,,3609,114,HR
CREC-2015-09-24-pt1-PgH6227-3,CREC-2015-09-24,BILLS,Congressional Bills,,3594,114,HR
CREC-2015-09-24-pt1-PgH6227-4,CREC-2015-09-24,BILLS,Congressional Bills,,3595,114,HR
CREC-2015-09-24-pt1-PgH6227-5,CREC-2015-09-24,BILLS,Congressional Bills,,3596,114,HR
CREC-2015-09-24-pt1-PgH6227-6,CREC-2015-09-24,BILLS,Congressional Bills,,3597,114,HR
CREC-2015-09-24-pt1-PgH6228,CREC-2015-09-24,BILLS,Congressional Bills,,3598,114,HR
CREC-2015-09-24-pt1-PgH6228-2,CREC-2015-09-24,BILLS,Congressional Bills,,3599,114,HR
CREC-2015-09-24-pt1-PgH6228-3,CREC-2015-09-24,BILLS,Congressional Bills,,3600,114,HR
CREC-2015-09-24-pt1-PgH6228-4,CREC-2015-09-24,BILLS,Congressional Bills,,3601,114,HR
CREC-2015-09-24-pt1-PgH6228-5,CREC-2015-09-24,BILLS,Congressional Bills,,3602,114,HR
CREC-2015-09-24-pt1-PgH6228-6,CREC-2015-09-24,BILLS,Congressional Bills,,3603,114,HR
CREC-2015-09-24-pt1-PgH6228-7,CREC-2015-09-24,BILLS,Congressional Bills,,3604,114,HR
CREC-2015-09-24-pt1-PgH6228-8,CREC-2015-09-24,BILLS,Congressional Bills,,3605,114,HR
CREC-2015-09-24-pt1-PgH6228-9,CREC-2015-09-24,BILLS,Congressional Bills,,3606,114,HR
CREC-2015-09-24-pt1-PgH6228-10,CREC-2015-09-24,BILLS,Congressional Bills,,3607,114,HR
CREC-2015-09-24-pt1-PgH6228-11,CREC-2015-09-24,BILLS,Congressional Bills,,3608,114,HR
CREC-2015-09-24-pt1-PgH6228-12,CREC-2015-09-24,BILLS,Congressional Bills,,3609,114,HR
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,9,114,HJRES
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,50,114,HCONRES
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,51,114,HCONRES
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,54,114,HRES
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,55,114,HJRES
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,65,114,HCONRES
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,75,114,HCONRES
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,188,114,HR
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,218,114,HRES
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,268,114,HRES
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,290,114,HRES
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,317,114,HR
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,320,114,HR
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,343,114,HR
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,378,114,HRES
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,394,114,HRES
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,400,114,HRES
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,417,114,HRES
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,419,114,HRES
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,423,114,HRES
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,431,114,HRES
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,540,114,HR
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,592,114,HR
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,676,114,HR
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,814,114,HR
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,822,114,HR
CREC-2015-09-24-pt1-PgH6228-13,CREC-2015-09-24,BILLS,Congressional Bills,,842,114,HR
