granuleId,packageId,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-05-27-pt1-PgH3299-3,CREC-2016-05-27,,,,,,,,,,,,,,
CREC-2016-05-27-pt1-PgH3299-5,CREC-2016-05-27,,,,,,,,,,,,,,
CREC-2016-05-27-pt1-PgH3299-4,CREC-2016-05-27,,,,,,,,,,,,,,
CREC-2016-05-27-pt1-PgH3299,CREC-2016-05-27,,,,,,,,,,,,,,
CREC-2016-05-27-pt1-PgH3299-7,CREC-2016-05-27,,,,,,,,,,,,,,
CREC-2016-05-27-pt1-PgH-FrontMatter-4,CREC-2016-05-27,,,,,,,,,,,,,,
CREC-2016-05-27-pt1-PgH3299-2,CREC-2016-05-27,,,,,,,,,,,,,,
CREC-2016-05-27-pt1-PgH3299-6,CREC-2016-05-27,,,,,,,,,,,,,,
CREC-2016-05-27-pt1-PgH3453-3,CREC-2016-05-27,,,,,,,,,,,,,,
CREC-2016-05-27-pt1-PgH3453,CREC-2016-05-27,,,,,,,,,,,,,,
CREC-2016-05-27-pt1-PgH3453-5,CREC-2016-05-27,,,,,,,,,,,,,,
CREC-2016-05-27-pt1-PgH3453-2,CREC-2016-05-27,,,,,,,,,,,,,,
CREC-2016-05-27-pt1-PgH3454,CREC-2016-05-27,,,,,,,,,,,,,,
CREC-2016-05-27-pt1-PgH3454-2,CREC-2016-05-27,,,,,,,,,,,,,,
CREC-2016-05-27-pt1-PgH3453-4,CREC-2016-05-27,,,,,,,,,,,,,,
CREC-2016-05-27-pt1-PgH3454-3,CREC-2016-05-27,,8374,2096,SPEAKING,H,114,D000617,"DelBene, Suzan K.",WA,D,"DelBene, Suzan K.",Ms. Suzan Delbene,Ms. DelBENE,Suzan K. DelBene
CREC-2016-05-27-pt1-PgH3454-3,CREC-2016-05-27,,7804,1708,SPEAKING,H,114,G000551,"Grijalva, Raul M.",AZ,D,"Grijalva, Raul M.",Mr. Raul Grijalva,Mr. GRIJALVA,Raul M. Grijalva
