granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-08-03-pt1-PgS6213-3,CREC-2015-08-03,,,,,,,,,,,,
CREC-2015-08-03-pt1-PgS6214,CREC-2015-08-03,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-08-03-pt1-PgS6214-2,CREC-2015-08-03,,,,,,,,,,,,
CREC-2015-08-03-pt1-PgS6213-2,CREC-2015-08-03,,,,,,,,,,,,
CREC-2015-08-03-pt1-PgS6213-6,CREC-2015-08-03,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-08-03-pt1-PgS6213-4,CREC-2015-08-03,,,,,,,,,,,,
CREC-2015-08-03-pt1-PgS6213,CREC-2015-08-03,,,,,,,,,,,,
CREC-2015-08-03-pt1-PgS6213-5,CREC-2015-08-03,,,,,,,,,,,,
CREC-2015-08-03-pt1-PgS6214-3,CREC-2015-08-03,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2015-08-03-pt1-PgS6235-2,CREC-2015-08-03,,SPEAKING,S,114,D000607,"Donnelly, Joe",IN,D,"Donnelly, Joe",Mr. DONNELLY,Joe Donnelly,
CREC-2015-08-03-pt1-PgS6235,CREC-2015-08-03,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-08-03-pt1-PgS6235-4,CREC-2015-08-03,,SPEAKING,S,114,K000383,"King, Angus S., Jr.",ME,I,"King, Angus S., Jr.",Mr. KING,Angus S. King Jr.,Angus King
CREC-2015-08-03-pt1-PgS6235-4,CREC-2015-08-03,,SPEAKING,S,114,K000383,"King, Angus S., Jr.",ME,I,"King, Angus S., Jr.",Mr. KING,Angus S. King Jr.,Angus S. King
CREC-2015-08-03-pt1-PgS6235-3,CREC-2015-08-03,,SPEAKING,S,114,I000055,"Isakson, Johnny",GA,R,"Isakson, Johnny",Mr. ISAKSON,Johnny Isakson,
CREC-2015-08-03-pt1-PgS6228,CREC-2015-08-03,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-08-03-pt1-PgS6228,CREC-2015-08-03,,SPEAKING,S,114,W000779,"Wyden, Ron",OR,D,"Wyden, Ron",Mr. WYDEN,Ron Wyden,
CREC-2015-08-03-pt1-PgS6228,CREC-2015-08-03,,SPEAKING,S,114,P000449,"Portman, Rob",OH,R,"Portman, Rob",Mr. PORTMAN,Rob Portman,
