granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-06-04-pt1-PgH3881-7,CREC-2015-06-04,SPEAKING,H,114,L000580,"Lujan Grisham, Michelle",NM,D,,"Lujan Grisham, Michelle",Ms. MICHELLE LUJAN GRISHAM of New Mexico,Michelle Lujan Grisham,
CREC-2015-06-04-pt1-PgH3881-2,CREC-2015-06-04,,,,,,,,,,,,
CREC-2015-06-04-pt1-PgH3881-4,CREC-2015-06-04,,,,,,,,,,,,
CREC-2015-06-04-pt1-PgH3881-3,CREC-2015-06-04,,,,,,,,,,,,
CREC-2015-06-04-pt1-PgH3881-5,CREC-2015-06-04,,,,,,,,,,,,
CREC-2015-06-04-pt1-PgH3881,CREC-2015-06-04,,,,,,,,,,,,
CREC-2015-06-04-pt1-PgH3881-6,CREC-2015-06-04,SPEAKING,H,114,H001059,"Hultgren, Randy",IL,R,,"Hultgren, Randy",Mr. HULTGREN,Randy Hultgren,
CREC-2015-06-04-pt1-PgH-FrontMatter-3,CREC-2015-06-04,,,,,,,,,,,,
CREC-2015-06-04-pt1-PgH3881-8,CREC-2015-06-04,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,,"Dold, Robert J.",Mr. DOLD,Robert J. Dold,Robert Dold
CREC-2015-06-04-pt1-PgH3882-3,CREC-2015-06-04,SPEAKING,H,114,J000296,"Jolly, David W.",FL,R,,"Jolly, David W.",Mr. JOLLY,David W. Jolly,David Jolly
CREC-2015-06-04-pt1-PgH3882-2,CREC-2015-06-04,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2015-06-04-pt1-PgH3882,CREC-2015-06-04,SPEAKING,H,114,G000575,"Graham, Gwen",FL,D,,"Graham, Gwen",Ms. GRAHAM,Gwen Graham,
CREC-2015-06-04-pt1-PgH3882-4,CREC-2015-06-04,SPEAKING,H,114,Z000018,"Zinke, Ryan K.",MT,R,,"Zinke, Ryan K.",Mr. ZINKE,Ryan K. Zinke,Ryan Zinke
CREC-2015-06-04-pt1-PgH3896,CREC-2015-06-04,,,,,,,,,,,,
CREC-2015-06-04-pt1-PgH3882-5,CREC-2015-06-04,SPEAKING,H,114,B001243,"Blackburn, Marsha",TN,R,,"Blackburn, Marsha",Mrs. BLACKBURN,Marsha Blackburn,
CREC-2015-06-04-pt1-PgH3882-5,CREC-2015-06-04,SPEAKING,H,114,D000600,"Diaz-Balart, Mario",FL,R,,"Diaz-Balart, Mario",Mr. DIAZ-BALART,Mario Diaz-Balart,
CREC-2015-06-04-pt1-PgH3882-5,CREC-2015-06-04,SPEAKING,H,114,P000523,"Price, David E.",NC,D,,"Price, David E.",Mr. PRICE of North Carolina,David E. Price,David Price
CREC-2015-06-04-pt1-PgH3882-5,CREC-2015-06-04,SPEAKING,H,114,N000147,"Norton, Eleanor Holmes",DC,D,,"Norton, Eleanor Holmes",Ms. NORTON,Eleanor Holmes Norton,Eleanor Norton
