granuleId,packageId,committees,authorityId,chamber,committeeName,type
CREC-2016-02-03-pt1-PgH499-2,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH499,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH499-3,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH-FrontMatter,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH501,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH499-4,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH500-2,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH500,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH503,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH502,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH501-2,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH504,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH502-2,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH505,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH505-2,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH504-2,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH505-4,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH506,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH505-3,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH506-2,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH506-3,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH506-5,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH506-4,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH506-6,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH507,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH506-8,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH506-7,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH507-2,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH507-3,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH507-4,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH507-5,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH507-6,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH508-2,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH508-5,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH508-3,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH508,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH509,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH508-6,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH508-4,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH509-2,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH509-3,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH509-4,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH509-5,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH532,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH510,CREC-2016-02-03,,hsru00,H,Committee on Rules,S
CREC-2016-02-03-pt1-PgH510,CREC-2016-02-03,,hsba00,H,Committee on Financial Services,S
CREC-2016-02-03-pt1-PgH510,CREC-2016-02-03,,hsgo00,H,Committee on Oversight and Government Reform,S
CREC-2016-02-03-pt1-PgH510,CREC-2016-02-03,,hsif00,H,Committee on Energy and Commerce,S
CREC-2016-02-03-pt1-PgH532-2,CREC-2016-02-03,,hsba00,H,Committee on Financial Services,S
CREC-2016-02-03-pt1-PgH519,CREC-2016-02-03,,hsba00,H,Committee on Financial Services,S
CREC-2016-02-03-pt1-PgH519,CREC-2016-02-03,,ssbk00,S,"Committee on Banking, Housing, and Urban Affairs",S
CREC-2016-02-03-pt1-PgH539,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH539-2,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH540,CREC-2016-02-03,,hsha00,H,Committee on House Administration,S
CREC-2016-02-03-pt1-PgH540-2,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH540-3,CREC-2016-02-03,,hsfa00,H,Committee on Foreign Affairs,S
CREC-2016-02-03-pt1-PgH540-4,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH540-5,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH540-6,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH541,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH547,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH549,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH554,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH541-2,CREC-2016-02-03,,hsed00,H,Committee on Education and the Workforce,S
CREC-2016-02-03-pt1-PgH557,CREC-2016-02-03,,hsif00,H,Committee on Energy and Commerce,S
CREC-2016-02-03-pt1-PgH557,CREC-2016-02-03,,hspw00,H,Committee on Transportation and Infrastructure,S
CREC-2016-02-03-pt1-PgH557-2,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH557-4,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH557-3,CREC-2016-02-03,,,,,
CREC-2016-02-03-pt1-PgH567,CREC-2016-02-03,,hsif00,H,Committee on Energy and Commerce,S
CREC-2016-02-03-pt1-PgH565,CREC-2016-02-03,,hsag00,H,Committee on Agriculture,S
CREC-2016-02-03-pt1-PgH565,CREC-2016-02-03,,hsba00,H,Committee on Financial Services,S
CREC-2016-02-03-pt1-PgH565,CREC-2016-02-03,,hsif00,H,Committee on Energy and Commerce,S
CREC-2016-02-03-pt1-PgH565,CREC-2016-02-03,,hsfa00,H,Committee on Foreign Affairs,S
CREC-2016-02-03-pt1-PgH565,CREC-2016-02-03,,hsgo00,H,Committee on Oversight and Government Reform,S
CREC-2016-02-03-pt1-PgH565,CREC-2016-02-03,,hsii00,H,Committee on Natural Resources,S
CREC-2016-02-03-pt1-PgH565,CREC-2016-02-03,,hsju00,H,Committee on the Judiciary,S
CREC-2016-02-03-pt1-PgH557-5,CREC-2016-02-03,,hspw00,H,Committee on Public Works and Transportation,S
