granuleId,packageId,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-11-18-pt1-PgH6303-2,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH-FrontMatter-2,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6303-5,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6303-3,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6303-4,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6303-6,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6303,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6303-7,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6303-8,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6303-9,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6304,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6304-3,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6306,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6304-2,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6304-4,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6304-5,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6306-2,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6307,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6307-3,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6307-2,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6307-4,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6307-6,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6307-5,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6307-7,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6307-8,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6307-9,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6307-11,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6307-10,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6307-12,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgS-FrontMatter-15,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6307-13,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgH6307-14,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgS6499,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgS6499-2,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgE1519-2,CREC-2016-11-18,,8053,414,SPEAKING,H,114,F000372,"Frelinghuysen, Rodney P.",NJ,R,"Frelinghuysen, Rodney P.",Rodney Frelinghuysen,Mr. FRELINGHUYSEN,Rodney P. Frelinghuysen
CREC-2016-11-18-pt1-PgS6499-3,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgE1519-3,CREC-2016-11-18,,8041,2038,SPEAKING,H,114,G000570,"Guinta, Frank C.",NH,R,"Guinta, Frank C.",Mr. Frank Guinta,Mr. GUINTA,Frank C. Guinta
CREC-2016-11-18-pt1-PgE1519-4,CREC-2016-11-18,,7806,1593,SPEAKING,H,114,T000460,"Thompson, Mike",CA,D,"Thompson, Mike",,Mr. THOMPSON of California,Mike Thompson
CREC-2016-11-18-pt1-PgE1520,CREC-2016-11-18,,7926,1848,SPEAKING,H,114,R000580,"Roskam, Peter J.",IL,R,"Roskam, Peter J.",Mr. Peter Roskam,Mr. ROSKAM,Peter J. Roskam
CREC-2016-11-18-pt1-PgE1519-5,CREC-2016-11-18,,,2151,SPEAKING,H,114,C001092,"Collins, Chris",NY,R,"Collins, Chris",,Mr. COLLINS of New York,Chris Collins
CREC-2016-11-18-pt1-PgE1520-2,CREC-2016-11-18,,,2229,SPEAKING,H,114,A000371,"Aguilar, Pete",CA,D,"Aguilar, Pete",,Mr. AGUILAR,Pete Aguilar
CREC-2016-11-18-pt1-PgE1520-3,CREC-2016-11-18,,,2266,SPEAKING,H,114,C001106,"Costello, Ryan A.",PA,R,"Costello, Ryan A.",Mr. Ryan Costello,Mr. COSTELLO of Pennsylvania,Ryan A. Costello
CREC-2016-11-18-pt1-PgE1520-4,CREC-2016-11-18,,8115,1596,SPEAKING,H,114,W000791,"Walden, Greg",OR,R,"Walden, Greg",,Mr. WALDEN,Greg Walden
CREC-2016-11-18-pt1-PgE1520-5,CREC-2016-11-18,,8116,99,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",,Mr. BLUMENAUER,Earl Blumenauer
CREC-2016-11-18-pt1-PgD1057,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgD1057-2,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgE1521,CREC-2016-11-18,,7899,91,SPEAKING,H,114,B000490,"Bishop, Sanford D., Jr.",GA,D,"Bishop, Sanford D., Jr.",Sanford Bishop,Mr. BISHOP of Georgia,"Sanford D. Bishop, Jr."
CREC-2016-11-18-pt1-PgD1057-3,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgD1057-4,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgD1057-5,CREC-2016-11-18,,,,,,,,,,,,,,
CREC-2016-11-18-pt1-PgD1057-6,CREC-2016-11-18,,,,,,,,,,,,,,
