granuleId,packageId,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-03-23-pt1-PgH1555-5,CREC-2016-03-23,,,,,,,,,,,,,,
CREC-2016-03-23-pt1-PgH1555-6,CREC-2016-03-23,,,,,,,,,,,,,,
CREC-2016-03-23-pt1-PgH1555-4,CREC-2016-03-23,,,,,,,,,,,,,,
CREC-2016-03-23-pt1-PgH1555-2,CREC-2016-03-23,,,,,,,,,,,,,,
CREC-2016-03-23-pt1-PgH-FrontMatter,CREC-2016-03-23,,,,,,,,,,,,,,
CREC-2016-03-23-pt1-PgH1555-3,CREC-2016-03-23,,,,,,,,,,,,,,
CREC-2016-03-23-pt1-PgH1555,CREC-2016-03-23,,,,,,,,,,,,,,
CREC-2016-03-23-pt1-PgH1555-7,CREC-2016-03-23,,8158,1802,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,"Poe, Ted",Mr. POE of Texas,Ted Poe,
CREC-2016-03-23-pt1-PgH1556-2,CREC-2016-03-23,,,2237,SPEAKING,H,114,H001071,"Hice, Jody B.",GA,R,"Hice, Jody B.",Mr. JODY B. HICE of Georgia,Jody B. Hice,Mr. Jody Hice
CREC-2016-03-23-pt1-PgH1556,CREC-2016-03-23,,,2134,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Mr. KILDEE,Daniel T. Kildee,Mr. Daniel Kildee
CREC-2016-03-23-pt1-PgH1556-3,CREC-2016-03-23,,,2166,SPEAKING,H,114,V000131,"Veasey, Marc A.",TX,D,"Veasey, Marc A.",Mr. VEASEY,Marc A. Veasey,Mr. Marc Veasey
CREC-2016-03-23-pt1-PgH1556-4,CREC-2016-03-23,,8108,2049,SPEAKING,H,114,G000563,"Gibbs, Bob",OH,R,"Gibbs, Bob",Mr. GIBBS,Bob Gibbs,
CREC-2016-03-23-pt1-PgH1556-5,CREC-2016-03-23,,7924,478,SPEAKING,H,114,G000535,"Gutierrez, Luis V.",IL,D,"Gutierrez, Luis V.",Mr. GUTIERREZ,Luis V. Gutierrez,Luis Gutierrez
CREC-2016-03-23-pt1-PgH1556-6,CREC-2016-03-23,,7992,1855,SPEAKING,H,114,W000798,"Walberg, Tim",MI,R,"Walberg, Tim",Mr. WALBERG,Tim Walberg,
CREC-2016-03-23-pt1-PgH1557,CREC-2016-03-23,,,2249,SPEAKING,H,114,B001293,"Bishop, Mike",MI,R,"Bishop, Mike",Mr. BISHOP of Michigan,Mike Bishop,
CREC-2016-03-23-pt1-PgH1557-2,CREC-2016-03-23,,,,,,,,,,,,,,
CREC-2016-03-23-pt1-PgH1570,CREC-2016-03-23,,,,,,,,,,,,,,
CREC-2016-03-23-pt1-PgH1569,CREC-2016-03-23,,8213,1528,SPEAKING,H,114,S000510,"Smith, Adam",WA,D,"Smith, Adam",Mr. SMITH of Washington,Adam Smith,
CREC-2016-03-23-pt1-PgH1569,CREC-2016-03-23,,8212,1810,SPEAKING,H,114,R000578,"Reichert, David G.",WA,R,"Reichert, David G.",Mr. REICHERT,David G. Reichert,Mr. David Reichert
CREC-2016-03-23-pt1-PgH1569,CREC-2016-03-23,,8116,99,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2016-03-23-pt1-PgH1557-3,CREC-2016-03-23,,8158,1802,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,"Poe, Ted",Mr. POE of Texas,Ted Poe,
CREC-2016-03-23-pt1-PgH1557-3,CREC-2016-03-23,,7845,998,SPEAKING,H,114,R000487,"Royce, Edward R.",CA,R,"Royce, Edward R.",Mr. ROYCE,Edward R. Royce,Ed Royce
CREC-2016-03-23-pt1-PgH1557-3,CREC-2016-03-23,,7975,2025,SPEAKING,H,114,K000375,"Keating, William R.",MA,D,"Keating, William R.",Mr. KEATING,William R. Keating,Mr. William Keating
CREC-2016-03-23-pt1-PgH1557-3,CREC-2016-03-23,,8139,2055,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,"Cicilline, David N.",Mr. CICILLINE,David N. Cicilline,Mr. David Cicilline
CREC-2016-03-23-pt1-PgH1557-3,CREC-2016-03-23,,8078,344,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,"Engel, Eliot L.",Mr. ENGEL,Eliot L. Engel,Eliot Engel
CREC-2016-03-23-pt1-PgH1557-3,CREC-2016-03-23,,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-03-23-pt1-PgH1570-2,CREC-2016-03-23,,8123,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2016-03-23-pt1-PgH1560,CREC-2016-03-23,,8197,446,SPEAKING,H,114,G000289,"Goodlatte, Bob",VA,R,"Goodlatte, Bob",Mr. GOODLATTE,Bob Goodlatte,Robert Goodlatte
CREC-2016-03-23-pt1-PgH1560,CREC-2016-03-23,,7901,1843,SPEAKING,H,114,J000288,"Johnson, Henry C. ""Hank,"" Jr.",GA,D,"Johnson, Henry C. ""Hank,"" Jr.",Mr. JOHNSON of Georgia,"Henry C. ""Hank"" Johnson, Jr.","Mr. Henry C. ""Hank"" Johnson"
CREC-2016-03-23-pt1-PgH1560,CREC-2016-03-23,,8183,2067,SPEAKING,H,114,F000460,"Farenthold, Blake",TX,R,"Farenthold, Blake",Mr. FARENTHOLD,Blake Farenthold,
CREC-2016-03-23-pt1-PgH1560,CREC-2016-03-23,,8050,1510,SPEAKING,H,114,P000096,"Pascrell, Bill, Jr.",NJ,D,"Pascrell, Bill, Jr.",Mr. PASCRELL,"Bill Pascrell, Jr.",William Pascrell
CREC-2016-03-23-pt1-PgH1560,CREC-2016-03-23,,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-03-23-pt1-PgH1560,CREC-2016-03-23,,7999,229,SPEAKING,H,114,C000714,"Conyers, John, Jr.",MI,D,"Conyers, John, Jr.",Mr. CONYERS,"John Conyers, Jr.",John Conyers Jr.
CREC-2016-03-23-pt1-PgH1560,CREC-2016-03-23,,8181,303,SPEAKING,H,114,D000399,"Doggett, Lloyd",TX,D,"Doggett, Lloyd",Mr. DOGGETT,Lloyd Doggett,
CREC-2016-03-23-pt1-PgH1560,CREC-2016-03-23,,8090,1982,SPEAKING,H,114,R000585,"Reed, Tom",NY,R,"Reed, Tom",Mr. REED,Tom Reed,
CREC-2016-03-23-pt1-PgH1560,CREC-2016-03-23,,8153,2063,SPEAKING,H,114,B001273,"Black, Diane",TN,R,"Black, Diane",Mrs. BLACK,Diane Black,
CREC-2016-03-23-pt1-PgH1560,CREC-2016-03-23,,8217,1811,SPEAKING,H,114,M001160,"Moore, Gwen",WI,D,"Moore, Gwen",Ms. MOORE,Gwen Moore,
CREC-2016-03-23-pt1-PgH1571,CREC-2016-03-23,,7943,2017,SPEAKING,H,114,R000592,"Rokita, Todd",IN,R,"Rokita, Todd",Mr. ROKITA,Todd Rokita,
CREC-2016-03-23-pt1-PgH1571-2,CREC-2016-03-23,,,2107,SPEAKING,H,114,C001097,"Cardenas, Tony",CA,D,"Cardenas, Tony",Mr. CARDENAS,Tony Cardenas,
CREC-2016-03-23-pt1-PgH1570-3,CREC-2016-03-23,,7980,566,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,"Hoyer, Steny H.",Mr. HOYER,Steny H. Hoyer,Steny Hoyer
CREC-2016-03-23-pt1-PgH1571-4,CREC-2016-03-23,,7852,1522,SPEAKING,H,114,S000030,"Sanchez, Loretta",CA,D,"Sanchez, Loretta",Ms. LORETTA SANCHEZ of California,Loretta Sanchez,
CREC-2016-03-23-pt1-PgH1571-5,CREC-2016-03-23,,8091,186,SPEAKING,H,114,C000266,"Chabot, Steve",OH,R,"Chabot, Steve",Mr. CHABOT,Steve Chabot,
