granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-03-09-pt1-PgS1323-2,CREC-2015-03-09,,,,,,,,,,,,
CREC-2015-03-09-pt1-PgS1323-3,CREC-2015-03-09,,,,,,,,,,,,
CREC-2015-03-09-pt1-PgS1323-6,CREC-2015-03-09,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-03-09-pt1-PgS1323-4,CREC-2015-03-09,,,,,,,,,,,,
CREC-2015-03-09-pt1-PgS1323,CREC-2015-03-09,,,,,,,,,,,,
CREC-2015-03-09-pt1-PgS1323-5,CREC-2015-03-09,,,,,,,,,,,,
CREC-2015-03-09-pt1-PgS1323-8,CREC-2015-03-09,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-03-09-pt1-PgS1323-7,CREC-2015-03-09,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-03-09-pt1-PgS1325,CREC-2015-03-09,,,,,,,,,,,,
CREC-2015-03-09-pt1-PgS1324,CREC-2015-03-09,,,,,,,,,,,,
CREC-2015-03-09-pt1-PgS1324-3,CREC-2015-03-09,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2015-03-09-pt1-PgS1324-3,CREC-2015-03-09,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Mr. DURBIN,Richard J. Durbin,Richard Durbin
CREC-2015-03-09-pt1-PgS1324-2,CREC-2015-03-09,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2015-03-09-pt1-PgS1325-3,CREC-2015-03-09,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Mr. DURBIN,Richard J. Durbin,Richard Durbin
CREC-2015-03-09-pt1-PgS1325-2,CREC-2015-03-09,,,,,,,,,,,,
CREC-2015-03-09-pt1-PgS1326,CREC-2015-03-09,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Mr. DURBIN,Richard J. Durbin,Richard Durbin
CREC-2015-03-09-pt1-PgS1326,CREC-2015-03-09,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",Mr. CORNYN,John Cornyn,
CREC-2015-03-09-pt1-PgS1327,CREC-2015-03-09,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",Mr. CORNYN,John Cornyn,
CREC-2015-03-09-pt1-PgS1328-2,CREC-2015-03-09,,SPEAKING,S,114,L000174,"Leahy, Patrick J.",VT,D,"Leahy, Patrick J.",Mr. LEAHY,Patrick J. Leahy,Patrick Leahy
CREC-2015-03-09-pt1-PgS1328,CREC-2015-03-09,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",Mr. CORNYN,John Cornyn,
CREC-2015-03-09-pt1-PgS1328,CREC-2015-03-09,,SPEAKING,S,114,L000174,"Leahy, Patrick J.",VT,D,"Leahy, Patrick J.",Mr. LEAHY,Patrick J. Leahy,Patrick Leahy
CREC-2015-03-09-pt1-PgS1328-3,CREC-2015-03-09,,SPEAKING,S,114,L000174,"Leahy, Patrick J.",VT,D,"Leahy, Patrick J.",Mr. LEAHY,Patrick J. Leahy,Patrick Leahy
CREC-2015-03-09-pt1-PgS1329,CREC-2015-03-09,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-03-09-pt1-PgS1329,CREC-2015-03-09,,SPEAKING,S,114,L000174,"Leahy, Patrick J.",VT,D,"Leahy, Patrick J.",Mr. LEAHY,Patrick J. Leahy,Patrick Leahy
CREC-2015-03-09-pt1-PgS1329-2,CREC-2015-03-09,,SPEAKING,S,114,L000174,"Leahy, Patrick J.",VT,D,"Leahy, Patrick J.",Mr. LEAHY,Patrick J. Leahy,Patrick Leahy
CREC-2015-03-09-pt1-PgS1329-3,CREC-2015-03-09,,,,,,,,,,,,
CREC-2015-03-09-pt1-PgS1329-5,CREC-2015-03-09,,SPEAKING,S,114,V000127,"Vitter, David",LA,R,"Vitter, David",Mr. VITTER,David Vitter,
CREC-2015-03-09-pt1-PgS1329-5,CREC-2015-03-09,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",Mr. CORNYN,John Cornyn,
CREC-2015-03-09-pt1-PgS1329-5,CREC-2015-03-09,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Mr. DURBIN,Richard J. Durbin,Richard Durbin
CREC-2015-03-09-pt1-PgS1329-5,CREC-2015-03-09,,SPEAKING,S,114,G000386,"Grassley, Chuck",IA,R,"Grassley, Chuck",Mr. GRASSLEY,Chuck Grassley,
CREC-2015-03-09-pt1-PgS1329-4,CREC-2015-03-09,,SPEAKING,S,114,L000174,"Leahy, Patrick J.",VT,D,"Leahy, Patrick J.",Mr. LEAHY,Patrick J. Leahy,Patrick Leahy
CREC-2015-03-09-pt1-PgS1329-4,CREC-2015-03-09,,SPEAKING,S,114,G000386,"Grassley, Chuck",IA,R,"Grassley, Chuck",Mr. GRASSLEY,Chuck Grassley,
CREC-2015-03-09-pt1-PgS1331,CREC-2015-03-09,,,,,,,,,,,,
CREC-2015-03-09-pt1-PgS1331-2,CREC-2015-03-09,,,,,,,,,,,,
CREC-2015-03-09-pt1-PgS1331-4,CREC-2015-03-09,,,,,,,,,,,,
