granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-05-18-pt1-PgH2703-5,CREC-2016-05-18,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2016-05-18-pt1-PgH-FrontMatter,CREC-2016-05-18,,,,,,,,,,,,
CREC-2016-05-18-pt1-PgH2704-2,CREC-2016-05-18,SPEAKING,H,114,B001295,"Bost, Mike",IL,R,,"Bost, Mike",Mr. BOST,Mike Bost,
CREC-2016-05-18-pt1-PgH2704,CREC-2016-05-18,SPEAKING,H,114,C001068,"Cohen, Steve",TN,D,,"Cohen, Steve",Mr. COHEN,Steve Cohen,
CREC-2016-05-18-pt1-PgH2703-2,CREC-2016-05-18,,,,,,,,,,,,
CREC-2016-05-18-pt1-PgH2703,CREC-2016-05-18,,,,,,,,,,,,
CREC-2016-05-18-pt1-PgH2703-4,CREC-2016-05-18,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2016-05-18-pt1-PgH2703-3,CREC-2016-05-18,,,,,,,,,,,,
CREC-2016-05-18-pt1-PgH2705,CREC-2016-05-18,SPEAKING,H,114,S000030,"Sanchez, Loretta",CA,D,,"Sanchez, Loretta",Ms. LORETTA SANCHEZ of California,Loretta Sanchez,
CREC-2016-05-18-pt1-PgH2705-2,CREC-2016-05-18,SPEAKING,H,114,P000605,"Perry, Scott",PA,R,,"Perry, Scott",Mr. PERRY,Scott Perry,
CREC-2016-05-18-pt1-PgH2706-2,CREC-2016-05-18,SPEAKING,H,114,D000533,"Duncan, John J., Jr.",TN,R,,"Duncan, John J., Jr.",Mr. DUNCAN of Tennessee,"John J. Duncan, Jr.",John Duncan
