granuleId,packageId,date,members,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,gpoId,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-09-18-pt1-PgH6141-3,CREC-2015-09-18,2015-09-18,,,,,,,,,,,,,,
CREC-2015-09-18-pt1-PgH6141-2,CREC-2015-09-18,2015-09-18,,,,,,,,,,,,,,
CREC-2015-09-18-pt1-PgH6141,CREC-2015-09-18,2015-09-18,,,,,,,,,,,,,,
CREC-2015-09-18-pt1-PgH6141-4,CREC-2015-09-18,2015-09-18,,,,,,,,,,,,,,
CREC-2015-09-18-pt1-PgH6141-5,CREC-2015-09-18,2015-09-18,,,,,,,,,,,,,,
CREC-2015-09-18-pt1-PgH6141-6,CREC-2015-09-18,2015-09-18,,,,,,,,,,,,,,
CREC-2015-09-18-pt1-PgH6142,CREC-2015-09-18,2015-09-18,,2257,SPEAKING,H,114,A000373,"Ashford, Brad",NE,D,,"Ashford, Brad",Mr. ASHFORD,Brad Ashford,
CREC-2015-09-18-pt1-PgH6141-7,CREC-2015-09-18,2015-09-18,,1688,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,8142,"Wilson, Joe",Mr. WILSON of South Carolina,Joe Wilson,
CREC-2015-09-18-pt1-PgH6142-2,CREC-2015-09-18,2015-09-18,,2128,SPEAKING,H,114,W000813,"Walorski, Jackie",IN,R,,"Walorski, Jackie",Mrs. WALORSKI,Jackie Walorski,
CREC-2015-09-18-pt1-PgH6142-3,CREC-2015-09-18,2015-09-18,,1663,SPEAKING,H,114,I000057,"Israel, Steve",NY,D,8063,"Israel, Steve",Mr. ISRAEL,Steve Israel,
CREC-2015-09-18-pt1-PgH6142-4,CREC-2015-09-18,2015-09-18,,2100,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2015-09-18-pt1-PgH6142-5,CREC-2015-09-18,2015-09-18,,1884,SPEAKING,H,114,T000465,"Tsongas, Niki",MA,D,7970,"Tsongas, Niki",Ms. TSONGAS,Niki Tsongas,
CREC-2015-09-18-pt1-PgH6142-6,CREC-2015-09-18,2015-09-18,,2013,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,7930,"Dold, Robert J.",Mr. DOLD,Robert J. Dold,Mr. Robert Dold
CREC-2015-09-18-pt1-PgH6143,CREC-2015-09-18,2015-09-18,,2127,SPEAKING,H,114,B001286,"Bustos, Cheri",IL,D,,"Bustos, Cheri",Mrs. BUSTOS,Cheri Bustos,
CREC-2015-09-18-pt1-PgH6143-2,CREC-2015-09-18,2015-09-18,,2052,SPEAKING,H,114,M001181,"Meehan, Patrick",PA,R,8125,"Meehan, Patrick",Mr. MEEHAN,Patrick Meehan,
CREC-2015-09-18-pt1-PgH6143-3,CREC-2015-09-18,2015-09-18,,2226,SPEAKING,H,114,G000574,"Gallego, Ruben",AZ,D,,"Gallego, Ruben",Mr. GALLEGO,Ruben Gallego,
CREC-2015-09-18-pt1-PgH6143-4,CREC-2015-09-18,2015-09-18,,446,SPEAKING,H,114,G000289,"Goodlatte, Bob",VA,R,8197,"Goodlatte, Bob",Mr. GOODLATTE,Bob Goodlatte,Robert Goodlatte
CREC-2015-09-18-pt1-PgH6143-4,CREC-2015-09-18,2015-09-18,,1970,SPEAKING,H,114,C001080,"Chu, Judy",CA,D,7837,"Chu, Judy",Ms. JUDY CHU of California,Judy Chu,
CREC-2015-09-18-pt1-PgH6143-4,CREC-2015-09-18,2015-09-18,,1707,SPEAKING,H,114,F000448,"Franks, Trent",AZ,R,7799,"Franks, Trent",Mr. FRANKS of Arizona,Trent Franks,
CREC-2015-09-18-pt1-PgH6143-4,CREC-2015-09-18,2015-09-18,,850,SPEAKING,H,114,N000002,"Nadler, Jerrold",NY,D,8069,"Nadler, Jerrold",Mr. NADLER,Jerrold Nadler,
CREC-2015-09-18-pt1-PgH6143-4,CREC-2015-09-18,2015-09-18,,1924,SPEAKING,H,114,F000456,"Fleming, John",LA,R,7962,"Fleming, John",Mr. FLEMING,John Fleming,
