granuleId,packageId,date,references,collectionCode,collectionName,contents__number,contents__congress,contents__type
CREC-2015-09-18-pt1-PgH6141-3,CREC-2015-09-18,2015-09-18,,,,,,
CREC-2015-09-18-pt1-PgH6141-2,CREC-2015-09-18,2015-09-18,,,,,,
CREC-2015-09-18-pt1-PgH6141,CREC-2015-09-18,2015-09-18,,,,,,
CREC-2015-09-18-pt1-PgH6141-4,CREC-2015-09-18,2015-09-18,,,,,,
CREC-2015-09-18-pt1-PgH6141-5,CREC-2015-09-18,2015-09-18,,,,,,
CREC-2015-09-18-pt1-PgH6141-6,CREC-2015-09-18,2015-09-18,,,,,,
CREC-2015-09-18-pt1-PgH6142,CREC-2015-09-18,2015-09-18,,,,,,
CREC-2015-09-18-pt1-PgH6141-7,CREC-2015-09-18,2015-09-18,,,,,,
CREC-2015-09-18-pt1-PgH6142-2,CREC-2015-09-18,2015-09-18,,,,,,
CREC-2015-09-18-pt1-PgH6142-3,CREC-2015-09-18,2015-09-18,,,,,,
CREC-2015-09-18-pt1-PgH6142-4,CREC-2015-09-18,2015-09-18,,BILLS,Congressional Bills,3363,114,HR
CREC-2015-09-18-pt1-PgH6142-4,CREC-2015-09-18,2015-09-18,,BILLS,Congressional Bills,3363,114,HR
CREC-2015-09-18-pt1-PgH6142-5,CREC-2015-09-18,2015-09-18,,,,,,
CREC-2015-09-18-pt1-PgH6142-6,CREC-2015-09-18,2015-09-18,,,,,,
CREC-2015-09-18-pt1-PgH6143,CREC-2015-09-18,2015-09-18,,,,,,
CREC-2015-09-18-pt1-PgH6143-2,CREC-2015-09-18,2015-09-18,,,,,,
CREC-2015-09-18-pt1-PgH6143-3,CREC-2015-09-18,2015-09-18,,,,,,
CREC-2015-09-18-pt1-PgH6143-4,CREC-2015-09-18,2015-09-18,,BILLS,Congressional Bills,421,114,HRES
CREC-2015-09-18-pt1-PgH6143-4,CREC-2015-09-18,2015-09-18,,BILLS,Congressional Bills,421,114,HRES
CREC-2015-09-18-pt1-PgH6143-4,CREC-2015-09-18,2015-09-18,,BILLS,Congressional Bills,3504,114,HR
CREC-2015-09-18-pt1-PgH6167,CREC-2015-09-18,2015-09-18,,BILLS,Congressional Bills,758,114,HR
CREC-2015-09-18-pt1-PgH6167,CREC-2015-09-18,2015-09-18,,BILLS,Congressional Bills,1214,114,HR
CREC-2015-09-18-pt1-PgH6167,CREC-2015-09-18,2015-09-18,,BILLS,Congressional Bills,1949,114,HR
CREC-2015-09-18-pt1-PgH6167,CREC-2015-09-18,2015-09-18,,BILLS,Congressional Bills,3134,114,HR
CREC-2015-09-18-pt1-PgH6167,CREC-2015-09-18,2015-09-18,,BILLS,Congressional Bills,3504,114,HR
CREC-2015-09-18-pt1-PgH6167-2,CREC-2015-09-18,2015-09-18,,,,,,
CREC-2015-09-18-pt1-PgH6152,CREC-2015-09-18,2015-09-18,,BILLS,Congressional Bills,421,114,HRES
CREC-2015-09-18-pt1-PgH6152,CREC-2015-09-18,2015-09-18,,BILLS,Congressional Bills,421,114,HRES
CREC-2015-09-18-pt1-PgH6152,CREC-2015-09-18,2015-09-18,,BILLS,Congressional Bills,3134,114,HR
CREC-2015-09-18-pt1-PgH6152,CREC-2015-09-18,2015-09-18,,BILLS,Congressional Bills,3495,114,HR
CREC-2015-09-18-pt1-PgH6152,CREC-2015-09-18,2015-09-18,,BILLS,Congressional Bills,3504,114,HR
CREC-2015-09-18-pt1-PgH6168,CREC-2015-09-18,2015-09-18,,,,,,
CREC-2015-09-18-pt1-PgH6168-2,CREC-2015-09-18,2015-09-18,,,,,,
CREC-2015-09-18-pt1-PgH6168-3,CREC-2015-09-18,2015-09-18,,,,,,
CREC-2015-09-18-pt1-PgH6168-5,CREC-2015-09-18,2015-09-18,,,,,,
CREC-2015-09-18-pt1-PgH6168-4,CREC-2015-09-18,2015-09-18,,BILLS,Congressional Bills,56,114,HCONRES
CREC-2015-09-18-pt1-PgH6168-4,CREC-2015-09-18,2015-09-18,,BILLS,Congressional Bills,56,114,HCONRES
