granuleId,packageId,date,committees,authorityId,chamber,committeeName,type
CREC-2015-02-09-pt1-PgH-FrontMatter-3,CREC-2015-02-09,2015-02-09,,,,,
CREC-2015-02-09-pt1-PgH859-2,CREC-2015-02-09,2015-02-09,,,,,
CREC-2015-02-09-pt1-PgH859,CREC-2015-02-09,2015-02-09,,,,,
CREC-2015-02-09-pt1-PgH859-4,CREC-2015-02-09,2015-02-09,,,,,
CREC-2015-02-09-pt1-PgH859-3,CREC-2015-02-09,2015-02-09,,,,,
CREC-2015-02-09-pt1-PgH859-7,CREC-2015-02-09,2015-02-09,,,,,
CREC-2015-02-09-pt1-PgH859-5,CREC-2015-02-09,2015-02-09,,,,,
CREC-2015-02-09-pt1-PgH859-6,CREC-2015-02-09,2015-02-09,,,,,
CREC-2015-02-09-pt1-PgH859-8,CREC-2015-02-09,2015-02-09,,,,,
CREC-2015-02-09-pt1-PgH859-9,CREC-2015-02-09,2015-02-09,,hsha00,H,Committee on House Administration,S
CREC-2015-02-09-pt1-PgH859-9,CREC-2015-02-09,2015-02-09,,hsbu00,H,Committee on the Budget,S
CREC-2015-02-09-pt1-PgH862,CREC-2015-02-09,2015-02-09,,hsgo00,H,Committee on Oversight and Government Reform,S
CREC-2015-02-09-pt1-PgH862,CREC-2015-02-09,2015-02-09,,hsbu00,H,Committee on the Budget,S
CREC-2015-02-09-pt1-PgH864,CREC-2015-02-09,2015-02-09,,,,,
CREC-2015-02-09-pt1-PgH864-2,CREC-2015-02-09,2015-02-09,,hsag00,H,Committee on Agriculture,S
CREC-2015-02-09-pt1-PgH864-2,CREC-2015-02-09,2015-02-09,,hsas00,H,Committee on Armed Services,S
CREC-2015-02-09-pt1-PgH864-2,CREC-2015-02-09,2015-02-09,,hsba00,H,Committee on Financial Services,S
CREC-2015-02-09-pt1-PgH864-2,CREC-2015-02-09,2015-02-09,,hsed00,H,Committee on Education and the Workforce,S
CREC-2015-02-09-pt1-PgH864-2,CREC-2015-02-09,2015-02-09,,hsif00,H,Committee on Energy and Commerce,S
CREC-2015-02-09-pt1-PgH864-2,CREC-2015-02-09,2015-02-09,,hsfa00,H,Committee on Foreign Affairs,S
CREC-2015-02-09-pt1-PgH864-2,CREC-2015-02-09,2015-02-09,,hsgo00,H,Committee on Oversight and Government Reform,S
CREC-2015-02-09-pt1-PgH864-2,CREC-2015-02-09,2015-02-09,,hsha00,H,Committee on House Administration,S
CREC-2015-02-09-pt1-PgH864-2,CREC-2015-02-09,2015-02-09,,hspw00,H,Committee on Transportation and Infrastructure,S
CREC-2015-02-09-pt1-PgH864-2,CREC-2015-02-09,2015-02-09,,hssy00,H,"Committee on Science, Space, and Technology",S
CREC-2015-02-09-pt1-PgH864-2,CREC-2015-02-09,2015-02-09,,hswm00,H,Committee on Ways and Means,S
CREC-2015-02-09-pt1-PgH865,CREC-2015-02-09,2015-02-09,,hswm00,H,Committee on Ways and Means,S
CREC-2015-02-09-pt1-PgH865,CREC-2015-02-09,2015-02-09,,hsbu00,H,Committee on the Budget,S
CREC-2015-02-09-pt1-PgH865-2,CREC-2015-02-09,2015-02-09,,hssy00,H,"Committee on Science, Space, and Technology",S
CREC-2015-02-09-pt1-PgH865-2,CREC-2015-02-09,2015-02-09,,hswm00,H,Committee on Ways and Means,S
CREC-2015-02-09-pt1-PgH865-2,CREC-2015-02-09,2015-02-09,,hsii00,H,Committee on Natural Resources,S
CREC-2015-02-09-pt1-PgH865-2,CREC-2015-02-09,2015-02-09,,hspw00,H,Committee on Transportation and Infrastructure,S
