granuleId,packageId,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-09-21-pt1-PgH5715,CREC-2016-09-21,,,,,,,,,,,,,,
CREC-2016-09-21-pt1-PgH5716-2,CREC-2016-09-21,,7890,985,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2016-09-21-pt1-PgH5715-4,CREC-2016-09-21,,7790,1987,SPEAKING,H,114,B001274,"Brooks, Mo",AL,R,"Brooks, Mo",Mr. BROOKS of Alabama,Mo Brooks,
CREC-2016-09-21-pt1-PgH-FrontMatter-2,CREC-2016-09-21,,,,,,,,,,,,,,
CREC-2016-09-21-pt1-PgH5715-2,CREC-2016-09-21,,,,,,,,,,,,,,
CREC-2016-09-21-pt1-PgH5715-3,CREC-2016-09-21,,,,,,,,,,,,,,
CREC-2016-09-21-pt1-PgH5716,CREC-2016-09-21,,7924,478,SPEAKING,H,114,G000535,"Gutierrez, Luis V.",IL,D,"Gutierrez, Luis V.",Mr. GUTIERREZ,Luis V. Gutierrez,Luis Gutierrez
CREC-2016-09-21-pt1-PgH5717,CREC-2016-09-21,,8116,99,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2016-09-21-pt1-PgH5717-2,CREC-2016-09-21,,,2199,SPEAKING,H,114,J000296,"Jolly, David W.",FL,R,"Jolly, David W.",Mr. JOLLY,David W. Jolly,Mr. David Jolly
CREC-2016-09-21-pt1-PgH5718-2,CREC-2016-09-21,,,2277,SPEAKING,H,114,M001195,"Mooney, Alexander X.",WV,R,"Mooney, Alexander X.",Mr. MOONEY of West Virginia,Alexander X. Mooney,Mr. Alexander Mooney
