granuleId,packageId,collectionCode,collectionName,references,contents__number,contents__congress,contents__type
CREC-2016-01-04-pt1-PgH1-6,CREC-2016-01-04,BILLS,Congressional Bills,,1893,114,S
CREC-2016-01-04-pt1-PgH1-3,CREC-2016-01-04,,,,,,
CREC-2016-01-04-pt1-PgH1-4,CREC-2016-01-04,,,,,,
CREC-2016-01-04-pt1-PgH1-5,CREC-2016-01-04,BILLS,Congressional Bills,,104,114,HCONRES
CREC-2016-01-04-pt1-PgH1-5,CREC-2016-01-04,BILLS,Congressional Bills,,1115,114,S
CREC-2016-01-04-pt1-PgH1-5,CREC-2016-01-04,BILLS,Congressional Bills,,4188,114,HR
CREC-2016-01-04-pt1-PgH1,CREC-2016-01-04,,,,,,
CREC-2016-01-04-pt1-PgH1-2,CREC-2016-01-04,,,,,,
CREC-2016-01-04-pt1-PgH1-7,CREC-2016-01-04,BILLS,Congressional Bills,,2029,114,HR
CREC-2016-01-04-pt1-PgH1-7,CREC-2016-01-04,BILLS,Congressional Bills,,2029,114,HR
CREC-2016-01-04-pt1-PgH-FrontMatter,CREC-2016-01-04,,,,,,
CREC-2016-01-04-pt1-PgH2-2,CREC-2016-01-04,BILLS,Congressional Bills,,2029,114,HR
CREC-2016-01-04-pt1-PgS1,CREC-2016-01-04,BILLS,Congressional Bills,,76,114,HJRES
CREC-2016-01-04-pt1-PgS1,CREC-2016-01-04,BILLS,Congressional Bills,,76,114,HJRES
CREC-2016-01-04-pt1-PgH2-3,CREC-2016-01-04,BILLS,Congressional Bills,,1321,114,HR
CREC-2016-01-04-pt1-PgH1-8,CREC-2016-01-04,BILLS,Congressional Bills,,1321,114,HR
CREC-2016-01-04-pt1-PgH1-8,CREC-2016-01-04,BILLS,Congressional Bills,,1321,114,HR
CREC-2016-01-04-pt1-PgH1-8,CREC-2016-01-04,BILLS,Congressional Bills,,2425,114,S
CREC-2016-01-04-pt1-PgH2,CREC-2016-01-04,BILLS,Congressional Bills,,566,114,HRES
CREC-2016-01-04-pt1-PgH2,CREC-2016-01-04,BILLS,Congressional Bills,,566,114,HRES
CREC-2016-01-04-pt1-PgH2-4,CREC-2016-01-04,BILLS,Congressional Bills,,2425,114,S
CREC-2016-01-04-pt1-PgS-FrontMatter-6,CREC-2016-01-04,,,,,,
CREC-2016-01-04-pt1-PgH2-5,CREC-2016-01-04,BILLS,Congressional Bills,,566,114,HRES
CREC-2016-01-04-pt1-PgS1-2,CREC-2016-01-04,BILLS,Congressional Bills,,104,114,HCONRES
CREC-2016-01-04-pt1-PgE1-2,CREC-2016-01-04,,,,,,
CREC-2016-01-04-pt1-PgE1-3,CREC-2016-01-04,BILLS,Congressional Bills,,4,114,SRES
CREC-2016-01-04-pt1-PgD1,CREC-2016-01-04,BILLS,Congressional Bills,,104,114,HCONRES
CREC-2016-01-04-pt1-PgD1-2,CREC-2016-01-04,,,,,,
CREC-2016-01-04-pt1-PgD1-4,CREC-2016-01-04,,,,,,
CREC-2016-01-04-pt1-PgD1-3,CREC-2016-01-04,BILLS,Congressional Bills,,566,114,HRES
CREC-2016-01-04-pt1-PgD1-3,CREC-2016-01-04,BILLS,Congressional Bills,,1115,114,S
CREC-2016-01-04-pt1-PgD1-3,CREC-2016-01-04,BILLS,Congressional Bills,,1893,114,S
CREC-2016-01-04-pt1-PgD2,CREC-2016-01-04,BILLS,Congressional Bills,,712,114,HR
CREC-2016-01-04-pt1-PgD2,CREC-2016-01-04,BILLS,Congressional Bills,,1155,114,HR
CREC-2016-01-04-pt1-PgD2,CREC-2016-01-04,BILLS,Congressional Bills,,3762,114,HR
CREC-2016-01-04-pt1-PgD2-2,CREC-2016-01-04,BILLS,Congressional Bills,,1610,114,HR
CREC-2016-01-04-pt1-PgD2-2,CREC-2016-01-04,BILLS,Congressional Bills,,1797,114,HR
CREC-2016-01-04-pt1-PgD2-2,CREC-2016-01-04,BILLS,Congressional Bills,,1927,114,HR
CREC-2016-01-04-pt1-PgD2-2,CREC-2016-01-04,BILLS,Congressional Bills,,3662,114,HR
CREC-2016-01-04-pt1-PgD3,CREC-2016-01-04,,,,,,
CREC-2016-01-04-pt1-PgD3-2,CREC-2016-01-04,,,,,,
