granuleId,packageId,date,members,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,gpoId,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-10-13-pt1-PgH6977-2,CREC-2015-10-13,2015-10-13,,,,,,,,,,,,,,
CREC-2015-10-13-pt1-PgH6977,CREC-2015-10-13,2015-10-13,,,,,,,,,,,,,,
CREC-2015-10-13-pt1-PgH-FrontMatter-2,CREC-2015-10-13,2015-10-13,,,,,,,,,,,,,,
CREC-2015-10-13-pt1-PgH6977-5,CREC-2015-10-13,2015-10-13,,,,,,,,,,,,,,
CREC-2015-10-13-pt1-PgH6977-4,CREC-2015-10-13,2015-10-13,,,,,,,,,,,,,,
CREC-2015-10-13-pt1-PgH6977-3,CREC-2015-10-13,2015-10-13,,,,,,,,,,,,,,
CREC-2015-10-13-pt1-PgH6977-6,CREC-2015-10-13,2015-10-13,,,,,,,,,,,,,,
CREC-2015-10-13-pt1-PgH6977-7,CREC-2015-10-13,2015-10-13,,,,,,,,,,,,,,
CREC-2015-10-13-pt1-PgH6977-8,CREC-2015-10-13,2015-10-13,,,,,,,,,,,,,,
CREC-2015-10-13-pt1-PgH6977-9,CREC-2015-10-13,2015-10-13,,,,,,,,,,,,,,
CREC-2015-10-13-pt1-PgS-FrontMatter-9,CREC-2015-10-13,2015-10-13,,,,,,,,,,,,,,
CREC-2015-10-13-pt1-PgS7285,CREC-2015-10-13,2015-10-13,,,,,,,,,,,,,,
CREC-2015-10-13-pt1-PgS7285-2,CREC-2015-10-13,2015-10-13,,,,,,,,,,,,,,
CREC-2015-10-13-pt1-PgS7285-3,CREC-2015-10-13,2015-10-13,,,,,,,,,,,,,,
CREC-2015-10-13-pt1-PgE1475-2,CREC-2015-10-13,2015-10-09,,2270,SPEAKING,H,114,B001291,"Babin, Brian",TX,R,,"Babin, Brian",Mr. BABIN,Brian Babin,
CREC-2015-10-13-pt1-PgE1475-4,CREC-2015-10-13,2015-10-13,,1992,SPEAKING,H,114,G000565,"Gosar, Paul A.",AZ,R,7798,"Gosar, Paul A.",Mr. GOSAR,Paul A. Gosar,Mr. Paul Gosar
CREC-2015-10-13-pt1-PgE1475-3,CREC-2015-10-13,2015-10-13,,1643,SPEAKING,H,114,C001045,"Crenshaw, Ander",FL,R,7876,"Crenshaw, Ander",Mr. CRENSHAW,Ander Crenshaw,
CREC-2015-10-13-pt1-PgE1475-5,CREC-2015-10-13,2015-10-13,,1012,SPEAKING,H,114,S000051,"Sanford, Mark",SC,R,,"Sanford, Mark",Mr. SANFORD,Mark Sanford,
CREC-2015-10-13-pt1-PgE1475-6,CREC-2015-10-13,2015-10-13,,1498,SPEAKING,H,114,K000188,"Kind, Ron",WI,D,8216,"Kind, Ron",Mr. KIND,Ron Kind,
CREC-2015-10-13-pt1-PgE1475-7,CREC-2015-10-13,2015-10-13,,1774,SPEAKING,H,114,C001059,"Costa, Jim",CA,D,7825,"Costa, Jim",Mr. COSTA,Jim Costa,
CREC-2015-10-13-pt1-PgE1476,CREC-2015-10-13,2015-10-13,,2099,SPEAKING,H,114,S001191,"Sinema, Kyrsten",AZ,D,,"Sinema, Kyrsten",Ms. SINEMA,Kyrsten Sinema,
CREC-2015-10-13-pt1-PgE1476-2,CREC-2015-10-13,2015-10-13,,2228,SPEAKING,H,114,K000387,"Knight, Stephen",CA,R,,"Knight, Stephen",Mr. KNIGHT,Stephen Knight,
CREC-2015-10-13-pt1-PgD1089,CREC-2015-10-13,2015-10-13,,,,,,,,,,,,,,
CREC-2015-10-13-pt1-PgD1089-2,CREC-2015-10-13,2015-10-13,,,,,,,,,,,,,,
CREC-2015-10-13-pt1-PgD1089-5,CREC-2015-10-13,2015-10-13,,,,,,,,,,,,,,
CREC-2015-10-13-pt1-PgD1089-4,CREC-2015-10-13,2015-10-13,,,,,,,,,,,,,,
CREC-2015-10-13-pt1-PgD1089-6,CREC-2015-10-13,2015-10-13,,,,,,,,,,,,,,
CREC-2015-10-13-pt1-PgD1089-3,CREC-2015-10-13,2015-10-13,,,,,,,,,,,,,,
