granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-03-25-pt1-PgH1903-2,CREC-2015-03-25,,,,,,,,,,,,
CREC-2015-03-25-pt1-PgH1903-4,CREC-2015-03-25,,SPEAKING,H,114,C001087,"Crawford, Eric A. ""Rick""",AR,R,"Crawford, Eric A. ""Rick""",Eric Crawford,Mr. CRAWFORD,"Eric A. ""Rick"" Crawford"
CREC-2015-03-25-pt1-PgH-FrontMatter-4,CREC-2015-03-25,,,,,,,,,,,,
CREC-2015-03-25-pt1-PgH1903-3,CREC-2015-03-25,,,,,,,,,,,,
CREC-2015-03-25-pt1-PgH1903,CREC-2015-03-25,,,,,,,,,,,,
CREC-2015-03-25-pt1-PgH1903-5,CREC-2015-03-25,,,,,,,,,,,,
CREC-2015-03-25-pt1-PgH1903-6,CREC-2015-03-25,,SPEAKING,H,114,C001087,"Crawford, Eric A. ""Rick""",AR,R,"Crawford, Eric A. ""Rick""",Eric Crawford,Mr. CRAWFORD,"Eric A. ""Rick"" Crawford"
CREC-2015-03-25-pt1-PgH1903-7,CREC-2015-03-25,,,,,,,,,,,,
CREC-2015-03-25-pt1-PgH1904,CREC-2015-03-25,,,,,,,,,,,,
CREC-2015-03-25-pt1-PgH1909,CREC-2015-03-25,,,,,,,,,,,,
CREC-2015-03-25-pt1-PgH1908,CREC-2015-03-25,,,,,,,,,,,,
CREC-2015-03-25-pt1-PgH1909-2,CREC-2015-03-25,,SPEAKING,H,114,B000755,"Brady, Kevin",TX,R,"Brady, Kevin",,Mr. BRADY of Texas,Kevin Brady
CREC-2015-03-25-pt1-PgH2021,CREC-2015-03-25,,,,,,,,,,,,
CREC-2015-03-25-pt1-PgH1909-3,CREC-2015-03-25,,,,,,,,,,,,
CREC-2015-03-25-pt1-PgH1904-2,CREC-2015-03-25,,,,,,,,,,,,
CREC-2015-03-25-pt1-PgH1909-4,CREC-2015-03-25,,SPEAKING,H,114,B000755,"Brady, Kevin",TX,R,"Brady, Kevin",,Mr. BRADY of Texas,Kevin Brady
CREC-2015-03-25-pt1-PgH1909-4,CREC-2015-03-25,,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,"Maloney, Carolyn B.",Carolyn Maloney,Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney
CREC-2015-03-25-pt1-PgH1909-4,CREC-2015-03-25,,SPEAKING,H,114,S001183,"Schweikert, David",AZ,R,"Schweikert, David",,Mr. SCHWEIKERT,David Schweikert
CREC-2015-03-25-pt1-PgH1909-4,CREC-2015-03-25,,SPEAKING,H,114,D000620,"Delaney, John K.",MD,D,"Delaney, John K.",John Delaney,Mr. DELANEY,John K. Delaney
CREC-2015-03-25-pt1-PgH1909-4,CREC-2015-03-25,,SPEAKING,H,114,A000370,"Adams, Alma S.",NC,D,"Adams, Alma S.",Alma Adams,Ms. ADAMS,Alma S. Adams
CREC-2015-03-25-pt1-PgH1909-4,CREC-2015-03-25,,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,"Cicilline, David N.",David Cicilline,Mr. CICILLINE,David N. Cicilline
CREC-2015-03-25-pt1-PgH1909-4,CREC-2015-03-25,,SPEAKING,H,114,R000570,"Ryan, Paul D.",WI,R,"Ryan, Paul D.",Paul Ryan,Mr. RYAN of Wisconsin,Paul D. Ryan
CREC-2015-03-25-pt1-PgH1909-4,CREC-2015-03-25,,SPEAKING,H,114,E000288,"Ellison, Keith",MN,D,"Ellison, Keith",,Mr. ELLISON,Keith Ellison
CREC-2015-03-25-pt1-PgH1909-4,CREC-2015-03-25,,SPEAKING,H,114,G000551,"Grijalva, Raul M.",AZ,D,"Grijalva, Raul M.",Raul Grijalva,Mr. GRIJALVA,Raul M. Grijalva
CREC-2015-03-25-pt1-PgH1909-4,CREC-2015-03-25,,SPEAKING,H,114,P000591,"Price, Tom",GA,R,"Price, Tom",,Mr. TOM PRICE of Georgia,Tom Price
CREC-2015-03-25-pt1-PgH1909-4,CREC-2015-03-25,,SPEAKING,H,114,M001177,"McClintock, Tom",CA,R,"McClintock, Tom",,Mr. McCLINTOCK,Tom McClintock
CREC-2015-03-25-pt1-PgH1909-4,CREC-2015-03-25,,SPEAKING,H,114,C000714,"Conyers, John, Jr.",MI,D,"Conyers, John, Jr.",John Conyers,Mr. CONYERS,"John Conyers, Jr."
CREC-2015-03-25-pt1-PgH1909-4,CREC-2015-03-25,,SPEAKING,H,114,N000002,"Nadler, Jerrold",NY,D,"Nadler, Jerrold",,Mr. NADLER,Jerrold Nadler
