granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-09-20-pt1-PgH5646-3,CREC-2016-09-20,,,,,,,,,,,,
CREC-2016-09-20-pt1-PgH5645-3,CREC-2016-09-20,,,,,,,,,,,,
CREC-2016-09-20-pt1-PgH5645,CREC-2016-09-20,,,,,,,,,,,,
CREC-2016-09-20-pt1-PgH-FrontMatter,CREC-2016-09-20,,,,,,,,,,,,
CREC-2016-09-20-pt1-PgH5645-2,CREC-2016-09-20,,,,,,,,,,,,
CREC-2016-09-20-pt1-PgH5645-4,CREC-2016-09-20,,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,"Dold, Robert J.",Robert Dold,Mr. DOLD,Robert J. Dold
CREC-2016-09-20-pt1-PgH5646,CREC-2016-09-20,,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",,Ms. FOXX,Virginia Foxx
CREC-2016-09-20-pt1-PgH5646-2,CREC-2016-09-20,,SPEAKING,H,114,B001257,"Bilirakis, Gus M.",FL,R,"Bilirakis, Gus M.",Gus Bilirakis,Mr. BILIRAKIS,Gus M. Bilirakis
CREC-2016-09-20-pt1-PgH5646-6,CREC-2016-09-20,,,,,,,,,,,,
CREC-2016-09-20-pt1-PgH5647,CREC-2016-09-20,,SPEAKING,H,114,M001165,"McCarthy, Kevin",CA,R,"McCarthy, Kevin",,Mr. McCARTHY,Kevin McCarthy
CREC-2016-09-20-pt1-PgH5646-5,CREC-2016-09-20,,,,,,,,,,,,
CREC-2016-09-20-pt1-PgH5647-2,CREC-2016-09-20,,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Daniel Kildee,Mr. KILDEE,Daniel T. Kildee
CREC-2016-09-20-pt1-PgH5647-4,CREC-2016-09-20,,SPEAKING,H,114,N000147,"Norton, Eleanor Holmes",DC,D,"Norton, Eleanor Holmes",Eleanor Norton,Ms. NORTON,Eleanor Holmes Norton
CREC-2016-09-20-pt1-PgH5646-4,CREC-2016-09-20,,,,,,,,,,,,
CREC-2016-09-20-pt1-PgH5647-3,CREC-2016-09-20,,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,"Wilson, Joe",,Mr. WILSON of South Carolina,Joe Wilson
CREC-2016-09-20-pt1-PgH5646-7,CREC-2016-09-20,,,,,,,,,,,,
CREC-2016-09-20-pt1-PgH5647-5,CREC-2016-09-20,,SPEAKING,H,114,A000374,"Abraham, Ralph Lee",LA,R,"Abraham, Ralph Lee",Ralph Abraham,Mr. ABRAHAM,Ralph Lee Abraham
CREC-2016-09-20-pt1-PgH5648,CREC-2016-09-20,,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",,Mr. THOMPSON of Pennsylvania,Glenn Thompson
CREC-2016-09-20-pt1-PgH5647-6,CREC-2016-09-20,,SPEAKING,H,114,F000460,"Farenthold, Blake",TX,R,"Farenthold, Blake",,Mr. FARENTHOLD,Blake Farenthold
CREC-2016-09-20-pt1-PgH5648-4,CREC-2016-09-20,,,,,,,,,,,,
CREC-2016-09-20-pt1-PgH5648-5,CREC-2016-09-20,,,,,,,,,,,,
CREC-2016-09-20-pt1-PgH5648-6,CREC-2016-09-20,,SPEAKING,H,114,G000558,"Guthrie, Brett",KY,R,"Guthrie, Brett",,Mr. GUTHRIE,Brett Guthrie
CREC-2016-09-20-pt1-PgH5648-6,CREC-2016-09-20,,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",,Mr. THOMPSON of Pennsylvania,Glenn Thompson
