granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-01-13-pt1-PgH-FrontMatter-3,CREC-2016-01-13,2016-01-13,,,,,,,,,,,,,,
CREC-2016-01-13-pt1-PgH333-3,CREC-2016-01-13,2016-01-13,,,,,,,,,,,,,,
CREC-2016-01-13-pt1-PgH333,CREC-2016-01-13,2016-01-13,,,,,,,,,,,,,,
CREC-2016-01-13-pt1-PgH333-2,CREC-2016-01-13,2016-01-13,,,,,,,,,,,,,,
CREC-2016-01-13-pt1-PgH333-6,CREC-2016-01-13,2016-01-13,,8028,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2016-01-13-pt1-PgH333-4,CREC-2016-01-13,2016-01-13,,,,,,,,,,,,,,
CREC-2016-01-13-pt1-PgH333-7,CREC-2016-01-13,2016-01-13,,7820,1634,SPEAKING,H,114,H001034,"Honda, Michael M.",CA,D,"Honda, Michael M.",Mr. HONDA,Michael M. Honda,Michael Honda
CREC-2016-01-13-pt1-PgH334-2,CREC-2016-01-13,2016-01-13,,8088,1794,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,"Higgins, Brian",Mr. HIGGINS,Brian Higgins,
CREC-2016-01-13-pt1-PgH333-5,CREC-2016-01-13,2016-01-13,,,,,,,,,,,,,,
CREC-2016-01-13-pt1-PgH334,CREC-2016-01-13,2016-01-13,,7864,1912,SPEAKING,H,114,C001077,"Coffman, Mike",CO,R,"Coffman, Mike",Mr. COFFMAN,Mike Coffman,
CREC-2016-01-13-pt1-PgH334-3,CREC-2016-01-13,2016-01-13,,,2237,SPEAKING,H,114,H001071,"Hice, Jody B.",GA,R,"Hice, Jody B.",Mr. JODY B. HICE of Georgia,Jody B. Hice,Mr. Jody Hice
CREC-2016-01-13-pt1-PgH334-6,CREC-2016-01-13,2016-01-13,,8117,279,SPEAKING,H,114,D000191,"DeFazio, Peter A.",OR,D,"DeFazio, Peter A.",Mr. DeFAZIO,Peter A. DeFazio,Peter Defazio
CREC-2016-01-13-pt1-PgH334-4,CREC-2016-01-13,2016-01-13,,,2148,SPEAKING,H,114,M001188,"Meng, Grace",NY,D,"Meng, Grace",Ms. MENG,Grace Meng,
CREC-2016-01-13-pt1-PgH335-2,CREC-2016-01-13,2016-01-13,,8005,1857,SPEAKING,H,114,E000288,"Ellison, Keith",MN,D,"Ellison, Keith",Mr. ELLISON,Keith Ellison,
CREC-2016-01-13-pt1-PgH335,CREC-2016-01-13,2016-01-13,,7959,1892,SPEAKING,H,114,S001176,"Scalise, Steve",LA,R,"Scalise, Steve",Mr. SCALISE,Steve Scalise,
CREC-2016-01-13-pt1-PgH334-5,CREC-2016-01-13,2016-01-13,,,2100,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2016-01-13-pt1-PgH335-3,CREC-2016-01-13,2016-01-13,,8108,2049,SPEAKING,H,114,G000563,"Gibbs, Bob",OH,R,"Gibbs, Bob",Mr. GIBBS,Bob Gibbs,
CREC-2016-01-13-pt1-PgH335-3,CREC-2016-01-13,2016-01-13,,8117,279,SPEAKING,H,114,D000191,"DeFazio, Peter A.",OR,D,"DeFazio, Peter A.",Mr. DeFAZIO,Peter A. DeFazio,Peter Defazio
CREC-2016-01-13-pt1-PgH335-3,CREC-2016-01-13,2016-01-13,,8127,1681,SPEAKING,H,114,S001154,"Shuster, Bill",PA,R,"Shuster, Bill",Mr. SHUSTER,Bill Shuster,
CREC-2016-01-13-pt1-PgH335-3,CREC-2016-01-13,2016-01-13,,7843,1602,SPEAKING,H,114,N000179,"Napolitano, Grace F.",CA,D,"Napolitano, Grace F.",Mrs. NAPOLITANO,Grace F. Napolitano,Grace Napolitano
CREC-2016-01-13-pt1-PgH335-3,CREC-2016-01-13,2016-01-13,,8040,1860,SPEAKING,H,114,S001172,"Smith, Adrian",NE,R,"Smith, Adrian",Mr. SMITH of Nebraska,Adrian Smith,
CREC-2016-01-13-pt1-PgH335-3,CREC-2016-01-13,2016-01-13,,8005,1857,SPEAKING,H,114,E000288,"Ellison, Keith",MN,D,"Ellison, Keith",Mr. ELLISON,Keith Ellison,
CREC-2016-01-13-pt1-PgH335-3,CREC-2016-01-13,2016-01-13,,7809,1908,SPEAKING,H,114,M001177,"McClintock, Tom",CA,R,"McClintock, Tom",Mr. McCLINTOCK,Tom McClintock,
CREC-2016-01-13-pt1-PgH335-3,CREC-2016-01-13,2016-01-13,,8186,599,SPEAKING,H,114,J000126,"Johnson, Eddie Bernice",TX,D,"Johnson, Eddie Bernice",Ms. EDDIE BERNICE JOHNSON of Texas,Eddie Bernice Johnson,Eddie Johnson
CREC-2016-01-13-pt1-PgH335-3,CREC-2016-01-13,2016-01-13,,,2245,SPEAKING,H,114,G000577,"Graves, Garret",LA,R,"Graves, Garret",Mr. GRAVES of Louisiana,Garret Graves,
CREC-2016-01-13-pt1-PgH335-3,CREC-2016-01-13,2016-01-13,,,2121,SPEAKING,H,114,C001093,"Collins, Doug",GA,R,"Collins, Doug",Mr. COLLINS of Georgia,Doug Collins,
CREC-2016-01-13-pt1-PgH335-3,CREC-2016-01-13,2016-01-13,,,1012,SPEAKING,H,114,S000051,"Sanford, Mark",SC,R,"Sanford, Mark",Mr. SANFORD,Mark Sanford,
CREC-2016-01-13-pt1-PgH335-3,CREC-2016-01-13,2016-01-13,,8167,1805,SPEAKING,H,114,C001062,"Conaway, K. Michael",TX,R,"Conaway, K. Michael",Mr. CONAWAY,K. Michael Conaway,
CREC-2016-01-13-pt1-PgH335-3,CREC-2016-01-13,2016-01-13,,8177,1075,SPEAKING,H,114,S000583,"Smith, Lamar",TX,R,"Smith, Lamar",Mr. SMITH of Texas,Lamar Smith,
