granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-05-09-pt1-PgS2605-3,CREC-2016-05-09,,,,,,,,,,,,
CREC-2016-05-09-pt1-PgS2605-8,CREC-2016-05-09,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2016-05-09-pt1-PgS-FrontMatter,CREC-2016-05-09,,,,,,,,,,,,
CREC-2016-05-09-pt1-PgS2605-7,CREC-2016-05-09,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2016-05-09-pt1-PgS2605-5,CREC-2016-05-09,,,,,,,,,,,,
CREC-2016-05-09-pt1-PgS2605-2,CREC-2016-05-09,,,,,,,,,,,,
CREC-2016-05-09-pt1-PgS2605-4,CREC-2016-05-09,,,,,,,,,,,,
CREC-2016-05-09-pt1-PgS2605-6,CREC-2016-05-09,,,,,,,,,,,,
CREC-2016-05-09-pt1-PgS2606-2,CREC-2016-05-09,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2016-05-09-pt1-PgS2606-3,CREC-2016-05-09,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2016-05-09-pt1-PgS2606-4,CREC-2016-05-09,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2016-05-09-pt1-PgS2606,CREC-2016-05-09,,,,,,,,,,,,
CREC-2016-05-09-pt1-PgS2607,CREC-2016-05-09,,,,,,,,,,,,
CREC-2016-05-09-pt1-PgS2607-2,CREC-2016-05-09,,,,,,,,,,,,
CREC-2016-05-09-pt1-PgS2608,CREC-2016-05-09,,SPEAKING,S,114,N000032,"Nelson, Bill",FL,D,"Nelson, Bill",Mr. NELSON,Bill Nelson,Clarence Nelson
CREC-2016-05-09-pt1-PgS2608,CREC-2016-05-09,,SPEAKING,S,114,N000032,"Nelson, Bill",FL,D,"Nelson, Bill",Mr. NELSON,Bill Nelson,Clarence William Nelson
CREC-2016-05-09-pt1-PgS2607-3,CREC-2016-05-09,,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,"Hatch, Orrin G.",Mr. HATCH,Orrin G. Hatch,Orrin Hatch
CREC-2016-05-09-pt1-PgS2607-3,CREC-2016-05-09,,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,"Hatch, Orrin G.",Mr. HATCH,Orrin G. Hatch,Orrin Grant Hatch
CREC-2016-05-09-pt1-PgS2607-3,CREC-2016-05-09,,SPEAKING,S,114,A000360,"Alexander, Lamar",TN,R,"Alexander, Lamar",Mr. ALEXANDER,Lamar Alexander,
CREC-2016-05-09-pt1-PgS2607-3,CREC-2016-05-09,,SPEAKING,S,114,N000032,"Nelson, Bill",FL,D,"Nelson, Bill",Mr. NELSON,Bill Nelson,Clarence Nelson
