granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-04-15-pt1-PgH-FrontMatter-3,CREC-2015-04-15,2015-04-15,,,,,,,,,,,,,,
CREC-2015-04-15-pt1-PgH2215,CREC-2015-04-15,2015-04-15,,,,,,,,,,,,,,
CREC-2015-04-15-pt1-PgH2215-2,CREC-2015-04-15,2015-04-15,,,,,,,,,,,,,,
CREC-2015-04-15-pt1-PgH2215-4,CREC-2015-04-15,2015-04-15,,7924,478,SPEAKING,H,114,G000535,"Gutierrez, Luis V.",IL,D,"Gutierrez, Luis V.",Luis Gutierrez,Mr. GUTIEERREZ,Luis V. Gutierrez
CREC-2015-04-15-pt1-PgH2215-3,CREC-2015-04-15,2015-04-15,,,,,,,,,,,,,,
CREC-2015-04-15-pt1-PgH2217,CREC-2015-04-15,2015-04-15,,7927,1477,SPEAKING,H,114,D000096,"Davis, Danny K.",IL,D,"Davis, Danny K.",Danny Davis,Mr. DANNY K. DAVIS of Illinois,Danny K. Davis
CREC-2015-04-15-pt1-PgH2216,CREC-2015-04-15,2015-04-15,,7871,868,SPEAKING,H,114,N000147,"Norton, Eleanor Holmes",DC,D,"Norton, Eleanor Holmes",Eleanor Norton,Ms. NORTON,Eleanor Holmes Norton
CREC-2015-04-15-pt1-PgH2216-2,CREC-2015-04-15,2015-04-15,,8116,99,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",,Mr. BLUMENAUER,Earl Blumenauer
CREC-2015-04-15-pt1-PgH2217-2,CREC-2015-04-15,2015-04-15,,8138,1953,SPEAKING,H,114,P000596,"Pierluisi, Pedro R.",PR,D,"Pierluisi, Pedro R.",Mr. Pedro Pierluisi,Mr. PIERLUISI,Pedro R. Pierluisi
CREC-2015-04-15-pt1-PgH2217-3,CREC-2015-04-15,2015-04-15,,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2015-04-15-pt1-PgH2218,CREC-2015-04-15,2015-04-15,,,,,,,,,,,,,,
CREC-2015-04-15-pt1-PgH2218-4,CREC-2015-04-15,2015-04-15,,,,,,,,,,,,,,
CREC-2015-04-15-pt1-PgH2218-5,CREC-2015-04-15,2015-04-15,,,,,,,,,,,,,,
CREC-2015-04-15-pt1-PgH2218-2,CREC-2015-04-15,2015-04-15,,,,,,,,,,,,,,
CREC-2015-04-15-pt1-PgH2218-6,CREC-2015-04-15,2015-04-15,,8028,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",,Ms. FOXX,Virginia Foxx
CREC-2015-04-15-pt1-PgH2218-3,CREC-2015-04-15,2015-04-15,,,,,,,,,,,,,,
CREC-2015-04-15-pt1-PgH2219-2,CREC-2015-04-15,2015-04-15,,,,,,,,,,,,,,
CREC-2015-04-15-pt1-PgH2219,CREC-2015-04-15,2015-04-15,,,,,,,,,,,,,,
CREC-2015-04-15-pt1-PgH2218-7,CREC-2015-04-15,2015-04-15,,,,,,,,,,,,,,
CREC-2015-04-15-pt1-PgH2219-4,CREC-2015-04-15,2015-04-15,,7925,1967,SPEAKING,H,114,Q000023,"Quigley, Mike",IL,D,"Quigley, Mike",,Mr. QUIGLEY,Mike Quigley
CREC-2015-04-15-pt1-PgH2219-3,CREC-2015-04-15,2015-04-15,,8159,603,SPEAKING,H,114,J000174,"Johnson, Sam",TX,R,"Johnson, Sam",,Mr. SAM JOHNSON of Texas,Sam Johnson
CREC-2015-04-15-pt1-PgH2219-5,CREC-2015-04-15,2015-04-15,,8142,1688,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,"Wilson, Joe",,Mr. WILSON of South Carolina,Joe Wilson
CREC-2015-04-15-pt1-PgH2219-6,CREC-2015-04-15,2015-04-15,,,2226,SPEAKING,H,114,G000574,"Gallego, Ruben",AZ,D,"Gallego, Ruben",,Mr. GALLEGO,Ruben Gallego
CREC-2015-04-15-pt1-PgH2219-7,CREC-2015-04-15,2015-04-15,,7884,2003,SPEAKING,H,114,R000593,"Ross, Dennis A.",FL,R,"Ross, Dennis A.",Dennis Ross,Mr. ROSS,Dennis A. Ross
CREC-2015-04-15-pt1-PgH2220,CREC-2015-04-15,2015-04-15,,8088,1794,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,"Higgins, Brian",,Mr. HIGGINS,Brian Higgins
CREC-2015-04-15-pt1-PgH2220-2,CREC-2015-04-15,2015-04-15,,7930,2013,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,"Dold, Robert J.",Mr. Robert Dold,Mr. DOLD,Robert J. Dold
CREC-2015-04-15-pt1-PgH2220-3,CREC-2015-04-15,2015-04-15,,,2153,SPEAKING,H,114,B001281,"Beatty, Joyce",OH,D,"Beatty, Joyce",,Mrs. BEATTY,Joyce Beatty
CREC-2015-04-15-pt1-PgH2220-4,CREC-2015-04-15,2015-04-15,,8028,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",,Ms. FOXX,Virginia Foxx
CREC-2015-04-15-pt1-PgH2220-5,CREC-2015-04-15,2015-04-15,,,2190,SPEAKING,H,114,K000385,"Kelly, Robin L.",IL,D,"Kelly, Robin L.",Ms. Robin Kelly,Ms. KELLY of Illinois,Robin L. Kelly
CREC-2015-04-15-pt1-PgH2220-6,CREC-2015-04-15,2015-04-15,,,2270,SPEAKING,H,114,B001291,"Babin, Brian",TX,R,"Babin, Brian",,Mr. BABIN,Brian Babin
CREC-2015-04-15-pt1-PgH2221,CREC-2015-04-15,2015-04-15,,8360,2089,SPEAKING,H,114,H001063,"Hahn, Janice",CA,D,"Hahn, Janice",,Ms. HAHN,Janice Hahn
CREC-2015-04-15-pt1-PgH2221-2,CREC-2015-04-15,2015-04-15,,,2259,SPEAKING,H,114,W000822,"Watson Coleman, Bonnie",NJ,D,"Watson Coleman, Bonnie",,Mrs. WATSON COLEMAN,Bonnie Watson Coleman
CREC-2015-04-15-pt1-PgH2221-3,CREC-2015-04-15,2015-04-15,,7858,1641,SPEAKING,H,114,D000598,"Davis, Susan A.",CA,D,"Davis, Susan A.",Susan Davis,Mrs. DAVIS of California,Susan A. Davis
CREC-2015-04-15-pt1-PgH2221-4,CREC-2015-04-15,2015-04-15,,7951,2021,SPEAKING,H,114,Y000063,"Yoder, Kevin",KS,R,"Yoder, Kevin",,Mr. YODER,Kevin Yoder
CREC-2015-04-15-pt1-PgH2221-5,CREC-2015-04-15,2015-04-15,,,2274,SPEAKING,H,114,P000610,"Plaskett, Stacey E.",VI,D,"Plaskett, Stacey E.",Ms. Stacey Plaskett,Ms. PLASKETT,Stacey E. Plaskett
CREC-2015-04-15-pt1-PgH2222,CREC-2015-04-15,2015-04-15,,7825,1774,SPEAKING,H,114,C001059,"Costa, Jim",CA,D,"Costa, Jim",,Mr. COSTA,Jim Costa
CREC-2015-04-15-pt1-PgH2222-2,CREC-2015-04-15,2015-04-15,,,2260,SPEAKING,H,114,H001070,"Hardy, Cresent",NV,R,"Hardy, Cresent",,Mr. HARDY,Cresent Hardy
CREC-2015-04-15-pt1-PgH2221-6,CREC-2015-04-15,2015-04-15,,8207,2071,SPEAKING,H,114,H001056,"Herrera Beutler, Jaime",WA,R,"Herrera Beutler, Jaime",,Ms. HERRERA BEUTLER,Jaime Herrera Beutler
