granuleId,packageId,collectionCode,collectionName,references,contents__number,contents__congress,contents__type
CREC-2016-07-25-pt1-PgH5033-4,CREC-2016-07-25,BILLS,Congressional Bills,,820,114,HRES
CREC-2016-07-25-pt1-PgH5033-4,CREC-2016-07-25,BILLS,Congressional Bills,,820,114,HRES
CREC-2016-07-25-pt1-PgH5033-3,CREC-2016-07-25,,,,,,
CREC-2016-07-25-pt1-PgH-FrontMatter-2,CREC-2016-07-25,,,,,,
CREC-2016-07-25-pt1-PgH5033-6,CREC-2016-07-25,BILLS,Congressional Bills,,50,114,SCONRES
CREC-2016-07-25-pt1-PgH5033-6,CREC-2016-07-25,BILLS,Congressional Bills,,50,114,SCONRES
CREC-2016-07-25-pt1-PgH5033-2,CREC-2016-07-25,,,,,,
CREC-2016-07-25-pt1-PgH5033,CREC-2016-07-25,,,,,,
CREC-2016-07-25-pt1-PgH5033-7,CREC-2016-07-25,BILLS,Congressional Bills,,1777,114,HR
CREC-2016-07-25-pt1-PgH5033-5,CREC-2016-07-25,,,,,,
CREC-2016-07-25-pt1-PgH5034,CREC-2016-07-25,BILLS,Congressional Bills,,1777,114,HR
CREC-2016-07-25-pt1-PgH5034-2,CREC-2016-07-25,,,,,,
CREC-2016-07-25-pt1-PgH5034-3,CREC-2016-07-25,,,,,,
CREC-2016-07-25-pt1-PgH5034-5,CREC-2016-07-25,,,,,,
CREC-2016-07-25-pt1-PgH5038,CREC-2016-07-25,BILLS,Congressional Bills,,820,114,HRES
CREC-2016-07-25-pt1-PgH5038,CREC-2016-07-25,BILLS,Congressional Bills,,3212,114,HR
CREC-2016-07-25-pt1-PgH5038,CREC-2016-07-25,BILLS,Congressional Bills,,3480,114,HR
CREC-2016-07-25-pt1-PgH5038,CREC-2016-07-25,BILLS,Congressional Bills,,4092,114,HR
CREC-2016-07-25-pt1-PgH5038,CREC-2016-07-25,BILLS,Congressional Bills,,4341,114,HR
CREC-2016-07-25-pt1-PgH5038,CREC-2016-07-25,BILLS,Congressional Bills,,4783,114,HR
CREC-2016-07-25-pt1-PgH5038,CREC-2016-07-25,BILLS,Congressional Bills,,5227,114,HR
CREC-2016-07-25-pt1-PgH5038,CREC-2016-07-25,BILLS,Congressional Bills,,5320,114,HR
CREC-2016-07-25-pt1-PgH5038,CREC-2016-07-25,BILLS,Congressional Bills,,5926,114,HR
CREC-2016-07-25-pt1-PgH5039,CREC-2016-07-25,BILLS,Congressional Bills,,4092,114,HR
CREC-2016-07-25-pt1-PgH5039,CREC-2016-07-25,BILLS,Congressional Bills,,4783,114,HR
CREC-2016-07-25-pt1-PgH5039,CREC-2016-07-25,BILLS,Congressional Bills,,5227,114,HR
CREC-2016-07-25-pt1-PgH5034-4,CREC-2016-07-25,BILLS,Congressional Bills,,50,114,S
CREC-2016-07-25-pt1-PgH5034-4,CREC-2016-07-25,BILLS,Congressional Bills,,50,114,S
CREC-2016-07-25-pt1-PgH5035-2,CREC-2016-07-25,,,,,,
CREC-2016-07-25-pt1-PgH5039-2,CREC-2016-07-25,BILLS,Congressional Bills,,840,114,HRES
CREC-2016-07-25-pt1-PgH5039-2,CREC-2016-07-25,BILLS,Congressional Bills,,5927,114,HR
CREC-2016-07-25-pt1-PgH5039-2,CREC-2016-07-25,BILLS,Congressional Bills,,5928,114,HR
CREC-2016-07-25-pt1-PgH5039-2,CREC-2016-07-25,BILLS,Congressional Bills,,5929,114,HR
CREC-2016-07-25-pt1-PgH5039-2,CREC-2016-07-25,BILLS,Congressional Bills,,5930,114,HR
CREC-2016-07-25-pt1-PgH5039-3,CREC-2016-07-25,BILLS,Congressional Bills,,60,114,HCONRES
CREC-2016-07-25-pt1-PgH5039-5,CREC-2016-07-25,BILLS,Congressional Bills,,5926,114,HR
CREC-2016-07-25-pt1-PgH5039-7,CREC-2016-07-25,BILLS,Congressional Bills,,5928,114,HR
CREC-2016-07-25-pt1-PgH5039-4,CREC-2016-07-25,,,,,,
CREC-2016-07-25-pt1-PgH5039-8,CREC-2016-07-25,BILLS,Congressional Bills,,5929,114,HR
CREC-2016-07-25-pt1-PgH5039-6,CREC-2016-07-25,BILLS,Congressional Bills,,5927,114,HR
CREC-2016-07-25-pt1-PgH5039-9,CREC-2016-07-25,BILLS,Congressional Bills,,5930,114,HR
CREC-2016-07-25-pt1-PgH5039-10,CREC-2016-07-25,BILLS,Congressional Bills,,12,114,HRES
CREC-2016-07-25-pt1-PgH5039-10,CREC-2016-07-25,BILLS,Congressional Bills,,141,114,HCONRES
CREC-2016-07-25-pt1-PgH5039-10,CREC-2016-07-25,BILLS,Congressional Bills,,263,114,HRES
CREC-2016-07-25-pt1-PgH5039-10,CREC-2016-07-25,BILLS,Congressional Bills,,563,114,HR
CREC-2016-07-25-pt1-PgH5039-10,CREC-2016-07-25,BILLS,Congressional Bills,,612,114,HR
CREC-2016-07-25-pt1-PgH5039-10,CREC-2016-07-25,BILLS,Congressional Bills,,686,114,HRES
CREC-2016-07-25-pt1-PgH5039-10,CREC-2016-07-25,BILLS,Congressional Bills,,767,114,HR
CREC-2016-07-25-pt1-PgH5039-10,CREC-2016-07-25,BILLS,Congressional Bills,,808,114,HRES
CREC-2016-07-25-pt1-PgH5039-10,CREC-2016-07-25,BILLS,Congressional Bills,,923,114,HR
CREC-2016-07-25-pt1-PgH5039-10,CREC-2016-07-25,BILLS,Congressional Bills,,1005,114,HR
