granuleId,packageId,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-12-13-pt1-PgH7579-4,CREC-2016-12-13,,,,,,,,,,,,,,
CREC-2016-12-13-pt1-PgH7579-5,CREC-2016-12-13,,,,,,,,,,,,,,
CREC-2016-12-13-pt1-PgH7579-6,CREC-2016-12-13,,,,,,,,,,,,,,
CREC-2016-12-13-pt1-PgH-FrontMatter-4,CREC-2016-12-13,,,,,,,,,,,,,,
CREC-2016-12-13-pt1-PgH7579-3,CREC-2016-12-13,,,,,,,,,,,,,,
CREC-2016-12-13-pt1-PgH7579,CREC-2016-12-13,,,,,,,,,,,,,,
CREC-2016-12-13-pt1-PgH7579-7,CREC-2016-12-13,,,,,,,,,,,,,,
CREC-2016-12-13-pt1-PgH7579-2,CREC-2016-12-13,,,,,,,,,,,,,,
CREC-2016-12-13-pt1-PgH7579-8,CREC-2016-12-13,,,,,,,,,,,,,,
CREC-2016-12-13-pt1-PgH7580,CREC-2016-12-13,,8046,1071,SPEAKING,H,114,S000522,"Smith, Christopher H.",NJ,R,"Smith, Christopher H.",Christopher Smith,Mr. SMITH of New Jersey,Christopher H. Smith
CREC-2016-12-13-pt1-PgH7585,CREC-2016-12-13,,8046,1071,SPEAKING,H,114,S000522,"Smith, Christopher H.",NJ,R,"Smith, Christopher H.",Christopher Smith,Mr. SMITH of New Jersey,Christopher H. Smith
CREC-2016-12-13-pt1-PgH7584,CREC-2016-12-13,,8046,1071,SPEAKING,H,114,S000522,"Smith, Christopher H.",NJ,R,"Smith, Christopher H.",Christopher Smith,Mr. SMITH of New Jersey,Christopher H. Smith
CREC-2016-12-13-pt1-PgH7585-2,CREC-2016-12-13,,8046,1071,SPEAKING,H,114,S000522,"Smith, Christopher H.",NJ,R,"Smith, Christopher H.",Christopher Smith,Mr. SMITH of New Jersey,Christopher H. Smith
