granuleId,packageId,collectionCode,collectionName,references,contents__number,contents__congress,contents__type
CREC-2016-03-31-pt1-PgD319-3,CREC-2016-03-31,BILLS,Congressional Bills,,34,114,SCONRES
CREC-2016-03-31-pt1-PgS1619-3,CREC-2016-03-31,,,,,,
CREC-2016-03-31-pt1-PgS-FrontMatter,CREC-2016-03-31,,,,,,
CREC-2016-03-31-pt1-PgD319-2,CREC-2016-03-31,,,,,,
CREC-2016-03-31-pt1-PgS1619-4,CREC-2016-03-31,,,,,,
CREC-2016-03-31-pt1-PgS1619-5,CREC-2016-03-31,,,,,,
CREC-2016-03-31-pt1-PgD319,CREC-2016-03-31,,,,,,
CREC-2016-03-31-pt1-PgS1619-2,CREC-2016-03-31,,,,,,
CREC-2016-03-31-pt1-PgD319-4,CREC-2016-03-31,,,,,,
CREC-2016-03-31-pt1-PgD319-5,CREC-2016-03-31,,,,,,
CREC-2016-03-31-pt1-PgD319-6,CREC-2016-03-31,BILLS,Congressional Bills,,34,114,SCONRES
CREC-2016-03-31-pt1-PgD319-6,CREC-2016-03-31,BILLS,Congressional Bills,,1890,114,S
