granuleId,packageId,committees,authorityId,chamber,committeeName,type
CREC-2016-01-27-pt1-PgS215-5,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS215-4,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS215-3,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS-FrontMatter-3,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS215-6,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS215-8,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS215-2,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS215-7,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS216,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS215-9,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS215-10,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS216-2,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS216-3,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS224,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS240-2,CREC-2016-01-27,,ssju00,S,Committee on the Judiciary,S
CREC-2016-01-27-pt1-PgS217,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS240,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS243,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS224-2,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS243-2,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS247,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS249,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS249-2,CREC-2016-01-27,,sscm00,S,"Committee on Commerce, Science, and Transportation",S
CREC-2016-01-27-pt1-PgS247-2,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS247-3,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS248,CREC-2016-01-27,,sshr00,S,"Committee on Health, Education, Labor, and Pensions",S
CREC-2016-01-27-pt1-PgS249-3,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS250,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS250-2,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS251,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS250-3,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS252,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS251-2,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS253,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS253-2,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS254,CREC-2016-01-27,,ssga00,S,Committee on Homeland Security and Governmental Affairs,S
CREC-2016-01-27-pt1-PgS254,CREC-2016-01-27,,ssev00,S,Committee on Environment and Public Works,S
CREC-2016-01-27-pt1-PgS254,CREC-2016-01-27,,sshr00,S,"Committee on Health, Education, Labor, and Pensions",S
CREC-2016-01-27-pt1-PgS254,CREC-2016-01-27,,slia00,S,Committee on Indian Affairs,O
CREC-2016-01-27-pt1-PgS254,CREC-2016-01-27,,ssju00,S,Committee on the Judiciary,S
CREC-2016-01-27-pt1-PgS253-4,CREC-2016-01-27,,ssaf00,S,"Committee on Agriculture, Nutrition, and Forestry",S
CREC-2016-01-27-pt1-PgS253-4,CREC-2016-01-27,,ssbk00,S,"Committee on Banking, Housing, and Urban Affairs",S
CREC-2016-01-27-pt1-PgS253-4,CREC-2016-01-27,,ssev00,S,Committee on Environment and Public Works,S
CREC-2016-01-27-pt1-PgS253-4,CREC-2016-01-27,,ssfi00,S,Committee on Finance,S
CREC-2016-01-27-pt1-PgS253-4,CREC-2016-01-27,,ssga00,S,Committee on Homeland Security and Governmental Affairs,S
CREC-2016-01-27-pt1-PgS253-3,CREC-2016-01-27,,ssas00,S,Committee on Armed Services,S
CREC-2016-01-27-pt1-PgS255,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS254-2,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS257-2,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS257-3,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS257,CREC-2016-01-27,,ssap00,S,Committee on Appropriations,S
CREC-2016-01-27-pt1-PgS257,CREC-2016-01-27,,sscm00,S,"Committee on Commerce, Science, and Transportation",S
CREC-2016-01-27-pt1-PgS257,CREC-2016-01-27,,ssev00,S,Committee on Environment and Public Works,S
CREC-2016-01-27-pt1-PgS257,CREC-2016-01-27,,sseg00,S,Committee on Energy and Natural Resources,S
CREC-2016-01-27-pt1-PgS257,CREC-2016-01-27,,sssb00,S,Committee on Small Business and Entrepreneurship,S
CREC-2016-01-27-pt1-PgS257,CREC-2016-01-27,,hssm00,H,Committee on Small Business,S
CREC-2016-01-27-pt1-PgS257,CREC-2016-01-27,,ssbk00,S,"Committee on Banking, Housing, and Urban Affairs",S
CREC-2016-01-27-pt1-PgS257,CREC-2016-01-27,,hsba00,H,Committee on Financial Services,S
CREC-2016-01-27-pt1-PgS257,CREC-2016-01-27,,hssy00,H,"Committee on Science, Space, and Technology",S
CREC-2016-01-27-pt1-PgS257,CREC-2016-01-27,,hsif00,H,Committee on Energy and Commerce,S
CREC-2016-01-27-pt1-PgS257,CREC-2016-01-27,,hsii00,H,Committee on Natural Resources,S
CREC-2016-01-27-pt1-PgS257,CREC-2016-01-27,,slia00,S,Committee on Indian Affairs,O
CREC-2016-01-27-pt1-PgS257-4,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS258,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS258-2,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS257-5,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS257-6,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS258-3,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS258-4,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS258-5,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS259,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS260,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS260-2,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS260-3,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS262,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS264-2,CREC-2016-01-27,,ssap00,S,Committee on Appropriations,S
CREC-2016-01-27-pt1-PgS262-2,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS264-3,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS263,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS264-4,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS264,CREC-2016-01-27,,ssap00,S,Committee on Appropriations,S
CREC-2016-01-27-pt1-PgS265-2,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS265,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS265-3,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS266,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS266-3,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS266-4,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS265-4,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS267,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS266-2,CREC-2016-01-27,,sscm00,S,"Committee on Commerce, Science, and Transportation",S
CREC-2016-01-27-pt1-PgS266-2,CREC-2016-01-27,,ssev00,S,Committee on Environment and Public Works,S
CREC-2016-01-27-pt1-PgS266-2,CREC-2016-01-27,,sseg00,S,Committee on Energy and Natural Resources,S
CREC-2016-01-27-pt1-PgS266-2,CREC-2016-01-27,,sssb00,S,Committee on Small Business and Entrepreneurship,S
CREC-2016-01-27-pt1-PgS266-2,CREC-2016-01-27,,hssm00,H,Committee on Small Business,S
CREC-2016-01-27-pt1-PgS267-2,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS267-3,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS267-4,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS268,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS268-2,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS269,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS269-2,CREC-2016-01-27,,ssbk00,S,"Committee on Banking, Housing, and Urban Affairs",S
CREC-2016-01-27-pt1-PgS269-2,CREC-2016-01-27,,hsba00,H,Committee on Financial Services,S
CREC-2016-01-27-pt1-PgS269-3,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS271,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS272-2,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS272,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS270,CREC-2016-01-27,,sseg00,S,Committee on Energy and Natural Resources,S
CREC-2016-01-27-pt1-PgS270,CREC-2016-01-27,,hssy00,H,"Committee on Science, Space, and Technology",S
CREC-2016-01-27-pt1-PgS270,CREC-2016-01-27,,ssev00,S,Committee on Environment and Public Works,S
CREC-2016-01-27-pt1-PgS270,CREC-2016-01-27,,hsif00,H,Committee on Energy and Commerce,S
CREC-2016-01-27-pt1-PgS272-4,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS272-3,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS272-5,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS275,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS274,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS273,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS274-3,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS274-2,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS276-5,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS277-2,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS277,CREC-2016-01-27,,,,,
CREC-2016-01-27-pt1-PgS276,CREC-2016-01-27,,,,,
