granuleId,packageId,date,references,collectionCode,collectionName,contents__number,contents__congress,contents__type
CREC-2016-12-23-pt1-PgH7623,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgH-FrontMatter-4,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgH7623-2,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgH7623-3,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgH7623-4,CREC-2016-12-23,2016-12-23,,BILLS,Congressional Bills,944,114,HRES
CREC-2016-12-23-pt1-PgH7623-4,CREC-2016-12-23,2016-12-23,,BILLS,Congressional Bills,944,114,HRES
CREC-2016-12-23-pt1-PgH7623-5,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgH7623-7,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgH7623-6,CREC-2016-12-23,2016-12-23,,BILLS,Congressional Bills,944,114,HRES
CREC-2016-12-23-pt1-PgH7623-6,CREC-2016-12-23,2016-12-23,,BILLS,Congressional Bills,944,114,HRES
CREC-2016-12-23-pt1-PgH7624-2,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgH7627,CREC-2016-12-23,2016-12-23,,BILLS,Congressional Bills,5735,114,HR
CREC-2016-12-23-pt1-PgH7627,CREC-2016-12-23,2016-12-23,,BILLS,Congressional Bills,6195,114,HR
CREC-2016-12-23-pt1-PgH7627,CREC-2016-12-23,2016-12-23,,BILLS,Congressional Bills,6501,114,HR
CREC-2016-12-23-pt1-PgH7627-2,CREC-2016-12-23,2016-12-23,,BILLS,Congressional Bills,6397,114,HR
CREC-2016-12-23-pt1-PgH7626,CREC-2016-12-23,2016-12-23,,BILLS,Congressional Bills,68,114,HR
CREC-2016-12-23-pt1-PgH7626,CREC-2016-12-23,2016-12-23,,BILLS,Congressional Bills,320,114,HR
CREC-2016-12-23-pt1-PgH7626,CREC-2016-12-23,2016-12-23,,BILLS,Congressional Bills,759,114,HR
CREC-2016-12-23-pt1-PgH7626,CREC-2016-12-23,2016-12-23,,BILLS,Congressional Bills,3713,114,HR
CREC-2016-12-23-pt1-PgH7626,CREC-2016-12-23,2016-12-23,,BILLS,Congressional Bills,4002,114,HR
CREC-2016-12-23-pt1-PgH7626,CREC-2016-12-23,2016-12-23,,BILLS,Congressional Bills,5283,114,HR
CREC-2016-12-23-pt1-PgS-FrontMatter-3,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgS7175,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgS7175-2,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgE1735-2,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgS7175-3,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgE1735-3,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgE1735-4,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgE1735-5,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgE1735-6,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgE1736,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgE1736-2,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgE1736-4,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgE1736-3,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgE1737,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgE1737-2,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgE1738,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgE1737-3,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgE1738-2,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgE1738-3,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgD1144,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgD1144-2,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgD1144-3,CREC-2016-12-23,2016-12-23,,BILLS,Congressional Bills,68,114,HR
CREC-2016-12-23-pt1-PgD1144-3,CREC-2016-12-23,2016-12-23,,BILLS,Congressional Bills,320,114,HR
CREC-2016-12-23-pt1-PgD1144-3,CREC-2016-12-23,2016-12-23,,BILLS,Congressional Bills,759,114,HR
CREC-2016-12-23-pt1-PgD1144-3,CREC-2016-12-23,2016-12-23,,BILLS,Congressional Bills,3713,114,HR
CREC-2016-12-23-pt1-PgD1144-3,CREC-2016-12-23,2016-12-23,,BILLS,Congressional Bills,4002,114,HR
CREC-2016-12-23-pt1-PgD1144-3,CREC-2016-12-23,2016-12-23,,BILLS,Congressional Bills,5283,114,HR
CREC-2016-12-23-pt1-PgD1145-2,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgD1145,CREC-2016-12-23,2016-12-23,,,,,,
CREC-2016-12-23-pt1-PgD1145-3,CREC-2016-12-23,2016-12-23,,,,,,
