granuleId,packageId,date,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-09-26-pt1-PgH5869,CREC-2016-09-26,2016-09-26,,,,,,,,,,,,
CREC-2016-09-26-pt1-PgH-FrontMatter-5,CREC-2016-09-26,2016-09-26,,,,,,,,,,,,
CREC-2016-09-26-pt1-PgH5869-2,CREC-2016-09-26,2016-09-26,,,,,,,,,,,,
CREC-2016-09-26-pt1-PgH5869-3,CREC-2016-09-26,2016-09-26,,,,,,,,,,,,
CREC-2016-09-26-pt1-PgH5869-4,CREC-2016-09-26,2016-09-26,,,,,,,,,,,,
CREC-2016-09-26-pt1-PgH5869-6,CREC-2016-09-26,2016-09-26,,,,,,,,,,,,
CREC-2016-09-26-pt1-PgH5869-8,CREC-2016-09-26,2016-09-26,,,,,,,,,,,,
CREC-2016-09-26-pt1-PgH5869-5,CREC-2016-09-26,2016-09-26,,,,,,,,,,,,
CREC-2016-09-26-pt1-PgH5869-10,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Daniel Kildee,Mr. KILDEE,Daniel T. Kildee
CREC-2016-09-26-pt1-PgH5869-9,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,"Wilson, Joe",,Mr. WILSON of South Carolina,Joe Wilson
CREC-2016-09-26-pt1-PgH5869-7,CREC-2016-09-26,2016-09-26,,,,,,,,,,,,
CREC-2016-09-26-pt1-PgH5870,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,L000579,"Lowenthal, Alan S.",CA,D,"Lowenthal, Alan S.",Alan Lowenthal,Mr. LOWENTHAL,Alan S. Lowenthal
CREC-2016-09-26-pt1-PgH5870-2,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,L000560,"Larsen, Rick",WA,D,"Larsen, Rick",,Mr. LARSEN of Washington,Rick Larsen
CREC-2016-09-26-pt1-PgH5870-4,CREC-2016-09-26,2016-09-26,,,,,,,,,,,,
CREC-2016-09-26-pt1-PgH5870-3,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,M001166,"McNerney, Jerry",CA,D,"McNerney, Jerry",,Mr. McNERNEY,Jerry McNerney
CREC-2016-09-26-pt1-PgH5871,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,G000558,"Guthrie, Brett",KY,R,"Guthrie, Brett",,Mr. GUTHRIE,Brett Guthrie
CREC-2016-09-26-pt1-PgH5871,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,P000034,"Pallone, Frank",NJ,D,"Pallone, Frank",Frank Pallone,Mr. PALLONE,"Frank Pallone, Jr."
CREC-2016-09-26-pt1-PgH5871,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,D000604,"Dent, Charles W.",PA,R,"Dent, Charles W.",Charles Dent,Mr. DENT,Charles W. Dent
CREC-2016-09-26-pt1-PgH5871,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,H001047,"Himes, James A.",CT,D,"Himes, James A.",James Himes,Mr. HIMES,James A. Himes
CREC-2016-09-26-pt1-PgH5871,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,S000185,"Scott, Robert C. ""Bobby""",VA,D,"Scott, Robert C. ""Bobby""",Robert Scott,Mr. SCOTT of Virginia,"Robert C. ""Bobby"" Scott"
CREC-2016-09-26-pt1-PgH5871,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",,Mr. BLUMENAUER,Earl Blumenauer
CREC-2016-09-26-pt1-PgH5871,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,A000367,"Amash, Justin",MI,R,"Amash, Justin",,Mr. AMASH,Justin Amash
CREC-2016-09-26-pt1-PgH5874,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,R000603,"Rouzer, David",NC,R,"Rouzer, David",,Mr. ROUZER,David Rouzer
CREC-2016-09-26-pt1-PgH5874,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,P000258,"Peterson, Collin C.",MN,D,"Peterson, Collin C.",Collin Peterson,Mr. PETERSON,Collin C. Peterson
CREC-2016-09-26-pt1-PgH5870-5,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,G000558,"Guthrie, Brett",KY,R,"Guthrie, Brett",,Mr. GUTHRIE,Brett Guthrie
CREC-2016-09-26-pt1-PgH5870-5,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,P000034,"Pallone, Frank",NJ,D,"Pallone, Frank",Frank Pallone,Mr. PALLONE,"Frank Pallone, Jr."
CREC-2016-09-26-pt1-PgH5870-5,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,J000290,"Jenkins, Lynn",KS,R,"Jenkins, Lynn",,Ms. JENKINS of Kansas,Lynn Jenkins
CREC-2016-09-26-pt1-PgH5870-5,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,M001163,"Matsui, Doris O.",CA,D,"Matsui, Doris O.",Doris Matsui,Ms. MATSUI,Doris O. Matsui
CREC-2016-09-26-pt1-PgH5878,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,D000625,"Donovan, Daniel M., Jr.",NY,R,"Donovan, Daniel M., Jr.",Daniel Donovan,Mr. DONOVAN,"Daniel M. Donovan, Jr."
CREC-2016-09-26-pt1-PgH5878,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,D000625,"Donovan, Daniel M., Jr.",NY,R,"Donovan, Daniel M., Jr.",Daniel M. Donovan,Mr. DONOVAN,"Daniel M. Donovan, Jr."
CREC-2016-09-26-pt1-PgH5878,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,P000604,"Payne, Donald M.",NJ,D,"Payne, Donald M.",Donald Payne,Mr. PAYNE,"Donald M. Payne, Jr."
CREC-2016-09-26-pt1-PgH5878,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,P000604,"Payne, Donald M.",NJ,D,"Payne, Donald M.",Donald M. Payne,Mr. PAYNE,"Donald M. Payne, Jr."
CREC-2016-09-26-pt1-PgH5875,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,R000603,"Rouzer, David",NC,R,"Rouzer, David",,Mr. ROUZER,David Rouzer
CREC-2016-09-26-pt1-PgH5875,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,P000258,"Peterson, Collin C.",MN,D,"Peterson, Collin C.",Collin Peterson,Mr. PETERSON,Collin C. Peterson
CREC-2016-09-26-pt1-PgH5875,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,L000571,"Lummis, Cynthia M.",WY,R,"Lummis, Cynthia M.",Cynthia Lummis,Mrs. LUMMIS,Cynthia M. Lummis
CREC-2016-09-26-pt1-PgH5875,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,W000799,"Walz, Timothy J.",MN,D,"Walz, Timothy J.",Timothy Walz,Mr. WALZ,Timothy J. Walz
CREC-2016-09-26-pt1-PgH5880,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,D000625,"Donovan, Daniel M., Jr.",NY,R,"Donovan, Daniel M., Jr.",Daniel Donovan,Mr. DONOVAN,"Daniel M. Donovan, Jr."
CREC-2016-09-26-pt1-PgH5880,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,D000625,"Donovan, Daniel M., Jr.",NY,R,"Donovan, Daniel M., Jr.",Daniel M. Donovan,Mr. DONOVAN,"Daniel M. Donovan, Jr."
CREC-2016-09-26-pt1-PgH5880,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,P000604,"Payne, Donald M.",NJ,D,"Payne, Donald M.",Donald Payne,Mr. PAYNE,"Donald M. Payne, Jr."
CREC-2016-09-26-pt1-PgH5880,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,P000604,"Payne, Donald M.",NJ,D,"Payne, Donald M.",Donald M. Payne,Mr. PAYNE,"Donald M. Payne, Jr."
CREC-2016-09-26-pt1-PgH5881,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,D000625,"Donovan, Daniel M., Jr.",NY,R,"Donovan, Daniel M., Jr.",Daniel Donovan,Mr. DONOVAN,"Daniel M. Donovan, Jr."
CREC-2016-09-26-pt1-PgH5881,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,D000625,"Donovan, Daniel M., Jr.",NY,R,"Donovan, Daniel M., Jr.",Daniel M. Donovan,Mr. DONOVAN,"Daniel M. Donovan, Jr."
CREC-2016-09-26-pt1-PgH5881,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,P000604,"Payne, Donald M.",NJ,D,"Payne, Donald M.",Donald Payne,Mr. PAYNE,"Donald M. Payne, Jr."
CREC-2016-09-26-pt1-PgH5881,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,P000604,"Payne, Donald M.",NJ,D,"Payne, Donald M.",Donald M. Payne,Mr. PAYNE,"Donald M. Payne, Jr."
CREC-2016-09-26-pt1-PgH5881,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,Y000066,"Young, David",IA,R,"Young, David",,Mr. YOUNG of Iowa,David Young
CREC-2016-09-26-pt1-PgH5883,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,C001076,"Chaffetz, Jason",UT,R,"Chaffetz, Jason",,Mr. CHAFFETZ,Jason Chaffetz
CREC-2016-09-26-pt1-PgH5883,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,L000562,"Lynch, Stephen F.",MA,D,"Lynch, Stephen F.",Stephen Lynch,Mr. LYNCH,Stephen F. Lynch
CREC-2016-09-26-pt1-PgH5883,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,D000619,"Davis, Rodney",IL,R,"Davis, Rodney",,Mr. RODNEY DAVIS of Illinois,Rodney Davis
CREC-2016-09-26-pt1-PgH5883,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,V000129,"Valadao, David G.",CA,R,"Valadao, David G.",David Valadao,Mr. VALADAO,David G. Valadao
CREC-2016-09-26-pt1-PgH5883,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,S001193,"Swalwell, Eric",CA,D,"Swalwell, Eric",,Mr. SWALWELL of California,Eric Swalwell
CREC-2016-09-26-pt1-PgH5879,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,D000625,"Donovan, Daniel M., Jr.",NY,R,"Donovan, Daniel M., Jr.",Daniel Donovan,Mr. DONOVAN,"Daniel M. Donovan, Jr."
CREC-2016-09-26-pt1-PgH5879,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,D000625,"Donovan, Daniel M., Jr.",NY,R,"Donovan, Daniel M., Jr.",Daniel M. Donovan,Mr. DONOVAN,"Daniel M. Donovan, Jr."
CREC-2016-09-26-pt1-PgH5879,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,P000604,"Payne, Donald M.",NJ,D,"Payne, Donald M.",Donald Payne,Mr. PAYNE,"Donald M. Payne, Jr."
CREC-2016-09-26-pt1-PgH5879,CREC-2016-09-26,2016-09-26,,SPEAKING,H,114,P000604,"Payne, Donald M.",NJ,D,"Payne, Donald M.",Donald M. Payne,Mr. PAYNE,"Donald M. Payne, Jr."
