granuleId,packageId,date,committees,authorityId,chamber,committeeName,type
CREC-2016-07-19-pt1-PgS5199-2,CREC-2016-07-19,2016-07-19,,,,,
CREC-2016-07-19-pt1-PgS5199-3,CREC-2016-07-19,2016-07-19,,,,,
CREC-2016-07-19-pt1-PgS5199-4,CREC-2016-07-19,2016-07-19,,,,,
CREC-2016-07-19-pt1-PgS-FrontMatter,CREC-2016-07-19,2016-07-19,,,,,
CREC-2016-07-19-pt1-PgD835,CREC-2016-07-19,2016-07-19,,,,,
CREC-2016-07-19-pt1-PgD835-2,CREC-2016-07-19,2016-07-19,,,,,
CREC-2016-07-19-pt1-PgD835-3,CREC-2016-07-19,2016-07-19,,,,,
CREC-2016-07-19-pt1-PgD835-4,CREC-2016-07-19,2016-07-19,,,,,
CREC-2016-07-19-pt1-PgD835-6,CREC-2016-07-19,2016-07-19,,jspr00,J,Joint Committee on Printing,J
CREC-2016-07-19-pt1-PgD835-5,CREC-2016-07-19,2016-07-19,,,,,
CREC-2016-07-19-pt1-PgS5199-5,CREC-2016-07-19,2016-07-19,,,,,
